Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv,e_mag_g,e_mag_r,e_mag_i,e_mag_z,FUV_corrected,NUV_corrected
147,2,0.062163,207.3302050149429,21.68317002740242,0.19046231266323765,0.1784280714501012,2.7976,3.467,2.8591,3.0914,0.0,0.0,2.9812,2.345,0.0147,0.0537,0.012,0.0364,0.0,0.0,0.0303,0.0848,18.92219540724348,18.69239455626994,,18.52093828410715,0.023070648,0.0020817085974004557,0.0031706203178064997,Infinity,0.004874363592439407,20.10756674894698,19.917252998274925
147,3,0.062163,207.3475476517366,21.69764285275039,0.5392003660731319,0.5767944384340211,17.3328,1.0411,16.4254,1.1025,0.0,0.0,14.6225,1.2246,0.0382,0.0036,0.031,0.0031,0.0,0.0,0.0671,0.0079,18.117545784920207,17.48753607392145,,17.020728763920207,0.023047712,0.001960100374365142,0.002596361581389173,Infinity,0.003397389693754202,19.99002812986857,19.852928328793023
148,2,0.084285,208.8376413738763,6.556430103409631,1.0696733800476164,1.0326657920199676,23.6684,1.2418,21.6782,1.3342,19.7793,1.4223,17.7238,1.5177,0.0392,0.0025,0.0255,0.0015,0.0266,0.0019,0.0419,0.0033,17.167103167363848,16.380167886692472,16.005047228276837,15.783955117480994,0.025018973,0.0014205680990194126,0.001401363596139893,0.0010477213090779,0.0017856456332805896,18.633064076047848,18.380316958339527
148,4,0.083417,208.8599605956549,6.56629489961704,0.45421490290536326,0.4268655771335297,7.4723,1.9387,7.2773,2.0309,7.0913,2.1189,6.8899,2.2141,0.0203,0.008,0.0131,0.0047,0.0151,0.0056,0.0246,0.0098,20.71128295201433,20.436314792418358,20.23830730571191,20.327551654869133,0.025183493,0.010774111933649062,0.014131855528395795,0.016866772200171753,0.030512656025443737,20.1250859918646,19.896484529795814
148,1,0.083352,208.8225504975571,6.562008871012385,0.6761633148656401,0.6899372165588016,11.7442,1.6764,11.597,2.0047,11.4566,2.318,11.3045,2.6571,0.016,0.0034,0.0101,0.002,0.0124,0.0026,0.0208,0.0046,17.238155694061,16.268434827410683,15.844070738898546,15.565434722201392,0.024969792,0.0010932168691247376,9.259413047250435E-4,7.843453391433765E-4,9.617359809325619E-4,20.184086903513563,19.811278929292715
148,3,0.084285,208.8462058638437,6.548350787055839,1.023370431921185,1.0726594823786826,11.8172,1.0565,11.0061,1.2857,10.2322,1.5044,9.3944,1.7412,0.0339,0.0061,0.0211,0.0041,0.0297,0.0069,0.0507,0.0117,18.62269644668786,18.06448831400051,17.73478873756051,17.614954691544217,0.024912817,0.002819580268002614,0.0031308536563718586,0.0028749354298201624,0.00457446857705527,20.068195860265725,20.02337885434679
149,4,0.067788,210.466954744732,-3.205265815364832,0.2202390317972185,0.2821413690714074,11.9133,0.7442,11.7183,0.8822,11.5323,1.0139,11.3309,1.1564,0.0127,0.0027,0.0081,0.0017,0.01,0.0021,0.0165,0.0036,18.035253979467598,17.33317990225653,16.98882475752834,16.776710979018254,0.06122826,0.0016085674940291739,0.0014118274953200864,0.0011338779259427176,0.0017585216555302075,19.75068728277507,19.936920779274637
149,2,0.067788,210.4450919949291,-3.174171328079091,1.773564472525738,1.8292935028327832,12.2701,0.5354,11.7737,0.6923,11.3001,0.842,10.7874,1.0041,0.0186,0.0024,0.0135,0.0016,0.0186,0.0026,0.0296,0.0045,18.526019545898407,17.815120224184593,17.45779458962309,17.267730920021492,0.06288157,0.0025405371927232304,0.0022766305857195336,0.0036101408349640844,0.003244839987526057,19.039121553204737,19.17620747630047
149,1,0.067956,210.4362564194164,-3.156001730929726,1.21293121401877,1.2532887518486717,27.7953,0.7855,25.5089,0.9659,23.3273,1.138,20.9657,1.3243,0.0214,0.0014,0.0143,9.0E-4,0.0145,0.0011,0.022,0.0017,17.254543350509046,16.312735871100642,15.838409401040446,15.518769734172066,0.06364775,0.0011436098454261807,8.848947092356079E-4,6.915567172900628E-4,9.229290439094216E-4,19.60569083661923,19.17121077737416
151,2,0.088637,210.9746131166839,26.36004322520999,0.864420341657258,0.9200655899140653,20.1963,0.6351,19.0219,0.7705,0.0,0.0,16.6882,1.0395,0.0217,0.0021,0.0156,0.0013,0.0,0.0,0.0339,0.004,17.83893527337612,17.016088516714305,,16.353410394205017,0.017651929,0.0016494619744052057,0.0012716363943322472,Infinity,0.001953553636139889,19.997333652478797,20.142952372465047
151,3,0.088637,210.9835914026334,26.37231145817395,1.0312879062417188,1.0923990179227179,12.5291,2.9126,11.3264,3.2704,0.0,0.0,8.9366,3.9813,0.0362,0.0109,0.0231,0.0065,0.0,0.0,0.0485,0.0196,17.622448129727676,16.752225985687634,,16.082548487151943,0.017693099,0.001329829310024595,9.58366955154956E-4,Infinity,0.001314569619043311,19.7327286628568,20.00614153978128
151,1,0.088637,210.9720324163159,26.36683525719871,0.5621223021275608,0.6735673014753107,6.2379,0.9757,5.8187,1.1422,0.0,0.0,4.9858,1.4729,0.012,0.0047,0.0107,0.0049,0.0,0.0,0.0238,0.0135,18.31750079218894,17.832564516945403,,17.431896669118483,0.017593915,0.0018935680150555195,0.0024827172418613107,Infinity,0.0032296241904726914,19.640134089360508,19.758518440090686
151,4,0.088984,210.9934452293335,26.39356584573962,,0.7473360151106228,27.6275,0.9792,26.4499,1.2641,0.0,0.0,24.11,1.8304,0.0313,0.0019,0.0218,0.0014,0.0,0.0,0.059,0.0044,,,,,0.017376738,Infinity,Infinity,Infinity,Infinity,19.46419668363621,
152,2,0.061681,211.1886959504434,24.19283421747403,0.9387711640924614,0.9838523746063856,12.7522,1.6562,12.1248,1.9251,0.0,0.0,10.8782,2.4595,0.0277,0.0059,0.0232,0.0055,0.0,0.0,0.0551,0.0148,17.808030980731758,17.178604138903214,,16.68401841592675,0.021618584,0.0015257695292876182,0.0018687003132407767,Infinity,0.0020492667016705777,19.88009828254318,19.653631391245504
152,4,0.061681,211.2175401345374,24.17235869590111,0.008571899053983145,0.04990831209288693,12296.852,,11103.4791,,0.0,0.0,8732.2528,,2054.4283,,1559.7466,,0.0,0.0,1932.5334,,18.9288144457463,18.478571405727266,,18.167666697171928,0.021851908,0.003273433635127553,0.004390606228473321,Infinity,0.0060430880027522536,20.17720862655885,20.23728594343509
152,1,0.061681,211.1789376181356,24.18595482555581,0.9991110829257241,1.0603324351915777,8.892,1.059,8.5569,1.5445,0.0,0.0,7.891,2.5092,0.1263,0.0258,0.1718,0.0472,0.0,0.0,0.4764,0.1429,20.23457923360591,19.934257721560066,,19.70905333012419,0.021670466,0.00903012508155124,0.013896977264321387,Infinity,0.022321973876031496,20.23631884717155,20.830467056666375
154,3,0.037372,212.8613899081116,-29.67362339446398,0.4863160735188661,0.46036314815202317,20.1406,1.6664,20.8405,2.2016,21.5083,2.7122,22.2312,3.265,0.0735,0.0063,0.0316,0.0025,0.0538,0.0041,0.108,0.0086,16.438423128733408,15.369502431605502,14.932613156016075,14.61170736204655,0.05995871,0.0026165120815946803,7.445868054253119E-4,0.0010564476486742795,0.0013141957629621555,18.503092930195738,18.023676111180855
154,4,0.037372,212.8613665823259,-29.63580712305456,0.4071235222148335,0.380661891572073,30.477,0.637,30.5355,0.839,30.5914,1.0318,30.6519,1.2405,0.0279,0.0014,0.0124,5.0E-4,0.0238,0.0011,0.046,0.0022,16.049708048722845,15.419983962266954,15.139193541617697,14.951403433235738,0.05835739,0.0014055637153187056,5.414522986959463E-4,0.0010214454690745567,0.0021559026183236157,17.898121884048024,17.70049217041146
155,2,0.059665,213.2258035175576,23.3377822835228,0.24382651713891157,0.1574379695886048,4.2899,0.9843,4.3174,1.0135,0.0,0.0,4.3722,1.0713,0.006,0.0073,0.0056,0.0063,0.0,0.0,0.0134,0.0159,20.996975683551316,20.675390838973247,,20.667836486223447,0.020417146,0.011529236535069548,0.013362800741769707,Infinity,0.021695874991860556,20.07098040117345,19.69478088465849
155,3,0.059665,213.2293041745812,23.33653703430425,0.5221335022738387,0.6000643909529852,3.0806,2.6303,3.3407,2.8249,0.0,0.0,3.8575,3.2117,0.0243,0.0772,0.033,0.0806,0.0,0.0,0.0965,0.23,20.836604032014215,20.448836841477146,,20.401228366657495,0.02043405,0.016416782005209195,0.020430142933066373,Infinity,0.049202155161455,19.96974844547477,20.659776361239803
