Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV
3,1,6881,2.834674521202194,-53.95652455274381,SER,1.29447802358204,680.4556,0.0167,708.859,0.0104,12.9987,0.0366,18.9372,0.0026,0.6455,0.0055,0.3197,0.0007,58.2417,0.0745,680.4556,0.0167,708.859,0.0104,12.6179,0.0328,18.6544,0.0029,0.8063,0.0043,0.3197,0.0007,58.2417,0.0745,680.4556,0.0167,708.859,0.0104,12.2546,0.0548,18.4659,0.0044,0.9598,0.0083,0.3197,0.0007,58.2417,0.0745,680.4556,0.0167,708.859,0.0104,11.8613,0.0866,18.4384,0.0070,1.1259,0.0138,0.3197,0.0007,58.2417,0.0745,63164,0027m540,6881,0.013247969,17.845335,25.962233,29.86704,32.660404,1.379217,1.2221423,1.1796682,1.1675323,1.091572,18952.66,1.5695738,181520.48,0.33486447,626876.56,0.20517439,489438.72,19.37119,18.964146,18.81202,18.714947,19.151058,19.493313,16.51257,14.41983,0.40704346,0.15212631,0.24919891,0.0970726,2.8349167,-53.956,00 11 20.38,-53 57 21.6,0.0,,20.2101,20.5555
3,4,7291,2.852407391719842,-53.9310223008958,SER,1.29447802358204,744.763,0.0056,672.8753,0.0095,6.0261,0.0303,19.3526,0.0036,1.2663,0.0133,0.4208,0.0016,14.8871,0.1435,744.763,0.0056,672.8753,0.0095,6.2935,0.0223,18.9136,0.003,1.2493,0.0083,0.4208,0.0016,14.8871,0.1435,744.763,0.0056,672.8753,0.0095,6.5486,0.0355,18.74,0.0046,1.2331,0.0115,0.4208,0.0016,14.8871,0.1435,744.763,0.0056,672.8753,0.0095,6.8247,0.0579,18.6070,0.0075,1.2155,0.0197,0.4208,0.0016,14.8871,0.1435,63164,0027m540,7291,0.013674323,723.31555,1240.6438,1596.1914,1837.1049,1.3978636,1.2477674,1.1959314,1.1699084,1.5316923,2717180.5,10.513629,242138.9,0.11245582,5.6035076E7,0.029920407,2.7842356E7,15.351681,14.765882,14.492288,14.339665,14.798617,15.245937,13.267138,13.086854,0.58579826,0.27359486,0.42621708,0.15262222,2.8522917,-53.9311944,00 11 24.55,-53 55 52.3,0.041719,,17.7296,17.3873
4,2,17512,3.317294205529374,-41.59553902475118,SER,1.30684526430725,793.9145,0.001,468.6414,9.0E-4,5.5473,0.0026,17.7319,3.0E-4,1.0995,0.0012,0.7484,0.0003,-55.8265,0.0532,793.9145,0.001,468.6414,9.0E-4,5.6015,0.0023,17.136,5.0E-4,1.2034,0.0009,0.7484,0.0003,-55.8265,0.0532,793.9145,0.001,468.6414,9.0E-4,5.6533,0.0036,16.7647,5.0E-4,1.3025,0.0015,0.7484,0.0003,-55.8265,0.0532,793.9145,0.001,468.6414,9.0E-4,5.7092,0.0056,16.6122,0.0009,1.4098,0.0024,0.7484,0.0003,-55.8265,0.0532,111537,0031m415,17512,0.012782432,81.20692,136.58188,192.4852,219.77286,1.3107998,1.0837345,1.1389369,1.1581537,1.2616986,585397.3,1.4815177,1.2354366E7,-0.04551694,2.1265698E7,-0.1309676,2.78183E7,17.726017,17.161518,16.789007,16.645065,16.512451,16.725801,14.533401,12.039959,0.5644989,0.3725109,0.5164528,0.14394188,3.3172917,-41.5956111,00 13 16.15,-41 35 44.2,0.0,,20.2478,19.4746
4,1,17326,3.313891910541071,-41.5710804008087,SER,1.30684526430725,829.0746,0.0023,805.3871,0.0032,12.2104,0.0058,17.516,4.0E-4,0.6941,0.0007,0.6992,0.0002,-21.6767,0.0441,829.0746,0.0023,805.3871,0.0032,12.5959,0.0069,16.9155,7.0E-4,0.8666,0.0007,0.6992,0.0002,-21.6767,0.0441,829.0746,0.0023,805.3871,0.0032,12.9637,0.0118,16.6502,8.0E-4,1.0313,0.0014,0.6992,0.0002,-21.6767,0.0441,829.0746,0.0023,805.3871,0.0032,13.3619,0.0181,16.4612,0.0014,1.2095,0.0022,0.6992,0.0002,-21.6767,0.0441,111537,0031m415,17326,0.01320638,99.391205,166.08197,205.78079,236.77054,1.3194718,1.1646832,1.1952046,1.1332858,0.7824636,1517699.6,3.18056,5129110.5,0.12926754,2.716566E7,-0.11894484,1.9572278E7,17.50663,16.949194,16.716488,16.56418,17.142696,17.737432,16.380747,18.02391,0.557436,0.23270607,0.38501358,0.15230751,3.3142917,-41.5711944,00 13 15.43,-41 34 16.3,0.0,,20.2139,19.7874
4,3,18027,3.326564792257373,-41.57320966202985,PSF,1.30684526430725,698.743,3.0E-4,776.2057,3.0E-4,0.6682,0.0015,16.6221,1.0E-4,0.0990,0.0079,0.7806,0.0009,89.8981,0.106,698.743,3.0E-4,776.2057,3.0E-4,1.0573,0.0019,15.4314,2.0E-4,0.6232,0.0052,0.7806,0.0009,89.8981,0.106,698.743,3.0E-4,776.2057,3.0E-4,1.4286,0.0030,15.0463,6.0E-4,1.1234,0.0047,0.7806,0.0009,89.8981,0.106,698.743,3.0E-4,776.2057,3.0E-4,1.8305,0.0045,15.2528,0.0010,1.6649,0.0070,0.7806,0.0009,89.8981,0.106,111537,0031m415,18027,0.013558856,251.59053,768.38654,1088.7686,1645.3115,1.3302748,1.1646832,1.1940027,1.1083611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.498264,15.286051,14.907661,14.459379,15.006397,15.617526,17.224209,,1.2122135,0.37838936,0.8266716,0.44828224,3.3264583,-41.5731944,00 13 18.35,-41 34 23.5,0.0,,18.2981,18.3077
4,4,1689,3.352839182931342,-41.57841924348008,SER,1.30684526430725,428.5307,0.0027,704.5942,0.0012,12.9505,0.0059,17.5684,4.0E-4,0.9273,0.0010,0.3653,0.0001,85.1644,0.0135,428.5307,0.0027,704.5942,0.0012,11.9111,0.0042,16.9613,5.0E-4,1.0067,0.0007,0.3653,0.0001,85.1644,0.0135,428.5307,0.0027,704.5942,0.0012,10.9193,0.0059,16.7129,5.0E-4,1.0825,0.0012,0.3653,0.0001,85.1644,0.0135,428.5307,0.0027,704.5942,0.0012,9.8457,0.0095,16.5513,0.0009,1.1646,0.0020,0.3653,0.0001,85.1644,0.0135,111538,0034m415,1689,0.013952227,90.43875,166.25955,218.94571,270.41324,1.3221842,1.177794,1.1679661,1.1252952,1.0895388,893485.3,3.181986,1.3569735E7,-0.46074715,4.0210628E7,0.07374956,3.2499954E7,17.609114,16.948034,16.649158,16.41993,16.607527,17.141283,15.730213,,0.6610794,0.2988758,0.5281048,0.22922897,3.3526667,-41.5785,00 13 24.64,-41 34 42.6,0.0,,19.8293,19.2635
5,2,392,3.532034727735171,-22.56296366463138,SER,0.391049827136941,382.0234,0.1317,564.4541,0.1663,36.4256,0.5589,18.5819,0.0138,0.8543,0.0179,0.7650,0.0052,15.1649,1.2726,382.0234,0.1317,564.4541,0.1663,35.2611,0.3038,18.3334,0.0093,0.9208,0.0087,0.7650,0.0052,15.1649,1.2726,382.0234,0.1317,564.4541,0.1663,34.1499,0.4612,18.2544,0.0121,0.9842,0.0151,0.7650,0.0052,15.1649,1.2726,382.0234,0.1317,564.4541,0.1663,32.9470,0.8406,18.2725,0.0343,1.0529,0.0285,0.7650,0.0052,15.1649,1.2726,204001,0036m225,392,0.023561489,107.21465,145.60776,161.22801,179.28297,1.1212379,1.0062685,1.1719503,1.1192915,1.6477715,41628.156,1.6330938,422903.34,0.040292587,1179929.2,0.14645553,2011099.2,17.424364,17.09204,16.9814,16.866152,17.541162,18.07087,17.443182,15.140906,0.33232498,0.11063957,0.2258873,0.11524773,3.53175,-22.5631111,00 14 07.62,-22 33 47.2,0.0,,19.9924,19.2451
5,1,5048,3.517442363826179,-22.55279722870329,DUP,0.391049827136941,943.3672,0.0039,843.8194,0.0026,14.5239,0.0796,17.9612,0.004,2.1413,0.0144,0.3550,0.0004,56.6896,0.0473,943.3672,0.0039,843.8194,0.0026,13.5065,0.0440,17.1633,0.002,2.5875,0.0078,0.3550,0.0004,56.6896,0.0473,943.3672,0.0039,843.8194,0.0026,12.5358,0.0544,16.7986,0.0025,3.0133,0.0120,0.3550,0.0004,56.6896,0.0473,943.3672,0.0039,843.8194,0.0026,11.4850,0.0990,16.5885,0.0051,3.4741,0.0219,0.3550,0.0004,56.6896,0.0473,204001,0036m225,5048,0.023514405,0.0,0.0,0.0,0.0,1.1311003,1.0085224,1.178881,1.1192915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,3.5176667,-22.5526944,00 14 04.24,-22 33 09.7,0.0,,20.2563,20.0467
5,4,959,3.561644529803487,-22.5731813192512,EXP,0.391049827136941,758.1202,0.0017,703.9702,0.0021,5.9615,0.0130,17.4077,0.0015,1.7597,0.0057,0.7262,0.0007,37.3174,0.1095,758.1202,0.0017,703.9702,0.0021,6.3079,0.0071,17.0478,9.0E-4,1.7214,0.0029,0.7262,0.0007,37.3174,0.1095,758.1202,0.0017,703.9702,0.0021,6.6385,0.0104,16.9072,0.001,1.6849,0.0038,0.7262,0.0007,37.3174,0.1095,758.1202,0.0017,703.9702,0.0021,6.9963,0.0190,16.7514,0.0025,1.6453,0.0072,0.7262,0.0007,37.3174,0.1095,204001,0036m225,959,0.023859326,24.484613,34.68869,39.270176,39.389668,1.1180975,1.0148246,1.1882448,1.1192915,1.0,0.0,7.5948734,749.2717,0.11374269,25279.846,-0.04297029,8867.322,19.027767,18.64953,18.514843,18.511543,19.51136,19.7697,,13.447844,0.37823677,0.13468742,0.13798714,0.0032997131,3.562,-22.5728056,00 14 14.88,-22 34 22.1,0.0,,19.9073,19.6148
5,3,510,3.538734996155598,-22.56840235617855,SER,0.391049827136941,671.9391,0.0412,629.216,0.0692,15.2296,0.1667,19.351,0.0102,0.6763,0.0147,0.5202,0.0036,28.7614,0.4362,671.9391,0.0412,629.216,0.0692,16.3987,0.1242,19.1112,0.0078,0.7014,0.0083,0.5202,0.0036,28.7614,0.4362,671.9391,0.0412,629.216,0.0692,17.5142,0.1887,19.071,0.0112,0.7254,0.0149,0.5202,0.0036,28.7614,0.4362,671.9391,0.0412,629.216,0.0692,18.7217,0.3045,18.9221,0.0303,0.7513,0.0268,0.5202,0.0036,28.7614,0.4362,204001,0036m225,510,0.023713129,8.854833,10.446328,10.367599,10.789212,1.1212379,1.0062685,1.1507182,1.1192915,0.5,2376.794,2.2180028,4395.1807,0.081511475,19397.408,0.09739016,22123.959,20.13205,19.95259,19.960804,19.917526,20.74539,,19.718058,13.927919,0.17945862,-0.008213043,0.035064697,0.04327774,3.5389583,-22.568,00 14 09.35,-22 34 04.8,0.0,,20.1528,19.8885
10,4,1405,5.687584604767833,-20.58857817827894,SER,0.525723884676834,461.7714,0.006,531.2494,0.0038,24.9659,0.0200,16.0163,7.0E-4,0.8662,0.0012,0.5881,0.0002,-63.4368,0.0361,461.7714,0.006,531.2494,0.0038,24.0913,0.0136,15.5266,6.0E-4,1.0386,0.0008,0.5881,0.0002,-63.4368,0.0361,461.7714,0.006,531.2494,0.0038,23.2569,0.0221,15.3482,8.0E-4,1.2031,0.0014,0.5881,0.0002,-63.4368,0.0361,461.7714,0.006,531.2494,0.0038,22.3536,0.0371,15.2098,0.0017,1.3812,0.0024,0.5881,0.0002,-63.4368,0.0361,214733,0057m205,1405,0.021346333,344.62363,567.0632,700.28204,837.3827,1.5235689,1.143581,1.7313269,1.086597,1.121632,452501.78,5.7933245,99547.52,-0.1258168,5207018.5,-0.17990994,6759911.5,16.156637,15.615921,15.386818,15.19269,15.553885,16.037384,14.120055,13.752192,0.5407162,0.22910309,0.42323112,0.19412804,5.6871667,-20.5885,00 22 44.92,-20 35 18.6,0.051799,,18.0196,17.6902
10,1,867,5.653417994681938,-20.57092018426899,REX,0.525723884676834,752.8277,0.0154,853.8283,0.0101,*0.1570*,*0.0263*,18.9209,0.0227,7.7130,1.0338,0.6349,0.0328,-2.5125,3.2439,752.8277,0.0154,853.8283,0.0101,*0.1360*,*0.0292*,19.0558,0.0207,5.1661,0.9901,0.6349,0.0328,-2.5125,3.2439,752.8277,0.0154,853.8283,0.0101,*0.1160*,*0.0585*,18.4895,0.0217,2.7360,1.9078,0.6349,0.0328,-2.5125,3.2439,752.8277,0.0154,853.8283,0.0101,*0.0943*,*0.0941*,18.9029,1.3161,0.1055,3.0885,0.6349,0.0328,-2.5125,3.2439,214733,0057m205,867,0.021688515,42.02807,65.81303,86.29225,93.36544,1.5235689,1.143581,1.5002943,1.086597,1.0,0.0,1.1660125,290378.44,0.0,0.0,0.0,0.0,18.44115,17.95422,17.66007,17.574535,17.72633,17.692347,15.36086,14.09578,0.48693085,0.2941494,0.37968445,0.08553505,5.6534583,-20.5708889,00 22 36.83,-20 34 15.2,0.0,,20.2911,19.5066
10,3,1197,5.674201525891037,-20.58429908579907,SER,0.525723884676834,900.6646,0.0056,773.6568,0.0049,5.1648,0.0106,18.4135,0.0018,0.7873,0.0055,0.8313,0.0013,85.1689,0.406,900.6646,0.0056,773.6568,0.0049,4.7051,0.0068,17.9617,0.0014,0.9068,0.0037,0.8313,0.0013,85.1689,0.406,900.6646,0.0056,773.6568,0.0049,4.2665,0.0103,17.6614,0.0022,1.0208,0.0075,0.8313,0.0013,85.1689,0.406,900.6646,0.0056,773.6568,0.0049,3.7916,0.0175,17.7215,0.0045,1.1443,0.0128,0.8313,0.0013,85.1689,0.406,214733,0057m205,1197,0.021552328,71.661896,95.904945,104.45052,117.2326,1.5235689,1.143581,1.7313269,1.086597,2.1848898,10615.937,5.5741577,5714.2183,-0.04616118,137139.12,0.21140029,330917.97,17.86178,17.545397,17.452723,17.32738,18.37035,18.73363,15.840534,,0.31638336,0.092674255,0.21801758,0.12534332,5.6745417,-20.5841944,00 22 41.89,-20 35 03.1,0.0,,19.2006,18.836
10,2,1075,5.664910633864245,-20.56507807547415,PSF,0.525723884676834,633.1362,0.0119,589.5133,0.0102,18.3102,0.1213,17.7928,0.0048,1.7285,0.0120,0.8187,0.0023,46.6907,0.5245,633.1362,0.0119,589.5133,0.0102,18.1247,0.0925,17.4931,0.0041,1.8452,0.0092,0.8187,0.0023,46.6907,0.5245,633.1362,0.0119,589.5133,0.0102,17.9478,0.1664,17.4308,0.0069,1.9566,0.0173,0.8187,0.0023,46.6907,0.5245,633.1362,0.0119,589.5133,0.0102,17.7562,0.2757,17.3298,0.0133,2.0773,0.0288,0.8187,0.0023,46.6907,0.5245,214733,0057m205,1075,0.021697426,24.260748,22.573906,35.56815,26.724005,1.5235689,1.143581,1.5002943,1.086597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.037739,19.115984,18.622347,18.932747,17.413216,17.031096,15.99105,14.233982,-0.07824516,0.49363708,0.18323708,-0.3104,5.6647917,-20.5651111,00 22 39.55,-20 33 54.4,0.0,,19.9904,19.0567
11,1,2437,7.791397378063242,-25.49810943981049,SER,0.793984205952446,835.2198,8.0E-4,754.6284,9.0E-4,12.2526,0.0080,16.6559,5.0E-4,1.2669,0.0016,0.7327,0.0003,47.2542,0.0414,835.2198,8.0E-4,754.6284,9.0E-4,13.3155,0.0122,16.0318,6.0E-4,2.8540,0.0026,0.7327,0.0003,47.2542,0.0414,835.2198,8.0E-4,754.6284,9.0E-4,14.3296,0.0234,15.6575,9.0E-4,4.3682,0.0050,0.7327,0.0003,47.2542,0.0414,835.2198,8.0E-4,754.6284,9.0E-4,15.4274,0.0365,15.4725,0.0011,6.0074,0.0078,0.7327,0.0003,47.2542,0.0414,188220,0078m255,2437,0.016303431,36.632233,49.240223,61.02642,64.902145,1.4111222,1.261805,1.0931807,1.1338323,0.6543391,185999.19,2.2654321,714482.0,0.23104042,3215937.0,-0.42706165,3998286.2,18.590342,18.2692,18.036205,17.969353,18.090961,18.911112,15.701115,,0.3211422,0.23299408,0.29984665,0.06685257,7.7912083,-25.4978889,00 31 09.89,-25 29 52.4,0.0931,,20.3529,20.0032
11,2,2733,7.797374162347395,-25.49057113235629,SER,0.793984205952446,639.2126,0.0032,684.5926,0.0043,5.7992,0.0166,19.0341,0.002,1.3785,0.0071,0.5659,0.0011,31.9608,0.1224,639.2126,0.0032,684.5926,0.0043,6.1961,0.0119,18.7227,0.0016,1.3570,0.0043,0.5659,0.0011,31.9608,0.1224,639.2126,0.0032,684.5926,0.0043,6.5748,0.0203,18.5279,0.0027,1.3365,0.0062,0.5659,0.0011,31.9608,0.1224,639.2126,0.0032,684.5926,0.0043,6.9848,0.0338,18.4416,0.0044,1.3143,0.0108,0.5659,0.0011,31.9608,0.1224,188220,0078m255,2733,0.016199168,337.87167,549.1237,743.3128,885.47473,1.432205,1.2802346,1.0941682,1.1002642,6.0,203847.11,8.692216,194967.14,0.00977523,1.1675612E7,0.19110948,1.936289E7,16.17812,15.650825,15.322071,15.132059,16.111818,16.050148,13.17695,,0.5272951,0.32875347,0.51876545,0.19001198,7.797375,-25.4906111,00 31 11.37,-25 29 26.2,0.0,,18.4966,18.1406
11,3,3555,7.813302782643212,-25.49549183147387,PSF,0.793984205952446,360.814,0.0046,654.9898,0.0048,10.6044,0.0285,18.3963,0.0021,1.2823,0.0051,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.5037,0.0224,18.0898,0.0018,1.5101,0.0039,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.4077,0.0402,17.9069,0.0032,1.7275,0.0074,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.3038,0.0661,17.8755,0.0052,1.9628,0.0122,0.9253,0.0012,-34.7373,0.7031,188220,0078m255,3555,0.01622841,1.3226373,0.85370904,1.2672045,0.8549615,1.3269484,1.1861988,1.0912378,1.1329317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.196398,22.671726,22.242884,22.670134,23.487612,,16.932804,,-0.47532845,0.42884254,0.0015926361,-0.4272499,7.813,-25.4953889,00 31 15.12,-25 29 43.4,0.0928,,20.3353,20.1727
11,4,4577,7.835637111264248,-25.4978180009287,REX,0.793984205952446,909.4852,0.0029,651.1711,0.0049,8.7669,0.0095,18.6247,0.001,0.5922,0.0029,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.7202,0.0062,18.2842,8.0E-4,0.6370,0.0015,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.6756,0.0098,18.0376,0.0013,0.6797,0.0025,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.6274,0.0167,17.9733,0.0021,0.7259,0.0046,0.3492,0.0003,-31.1318,0.0333,188220,0078m255,4577,0.015955556,38.801743,51.36673,61.534008,65.13568,1.3960365,1.2529374,1.0884495,1.1315669,1.0,0.0,2.2994444,264185.94,0.0,0.0,0.0,0.0,18.527872,18.223295,18.027212,17.965452,18.535378,18.963495,18.75599,,0.30457687,0.19608307,0.25784302,0.06175995,7.8355833,-25.4978889,00 31 20.54,-25 29 52.4,0.0,,19.6921,19.465
13,1,7646,9.238683763702836,-63.44049451525331,SER,0.61733196449811,745.3997,0.0014,637.1529,0.0025,20.8522,0.0118,16.6378,5.0E-4,0.8748,0.0010,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.7105,0.0092,15.9644,4.0E-4,1.3764,0.0008,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.5753,0.0151,15.6653,5.0E-4,1.8550,0.0014,0.4876,0.0001,-21.2823,0.017,745.3997,0.0014,637.1529,0.0025,20.4289,0.0245,15.4706,0.0008,2.3731,0.0023,0.4876,0.0001,-21.2823,0.017,34782,0091m635,7646,0.021494443,318.66565,665.6214,923.3105,1173.9292,1.5495275,1.1724796,1.0799309,1.0744722,1.5747329,1565022.0,3.5505862,1.8495656E7,0.2117779,8.894999E7,0.35000837,1.0858947E8,16.241661,15.441932,15.086631,14.825895,14.694367,14.487077,12.371279,10.69382,0.79972935,0.3553009,0.6160364,0.2607355,9.2387083,-63.4403056,00 36 57.29,-63 26 25.1,0.041095,,19.843,19.3354
13,3,8895,9.295400900782896,-63.43775771911234,REX,0.61733196449811,959.0842,6.0E-4,689.4182,0.0011,13.7446,0.0054,16.2518,3.0E-4,1.2138,0.0010,0.4201,0.0001,29.3864,0.0076,959.0842,6.0E-4,689.4182,0.0011,13.5688,0.0034,15.4271,2.0E-4,1.4004,0.0006,0.4201,0.0001,29.3864,0.0076,959.0842,6.0E-4,689.4182,0.0011,13.4010,0.0039,15.0727,2.0E-4,1.5784,0.0007,0.4201,0.0001,29.3864,0.0076,959.0842,6.0E-4,689.4182,0.0011,13.2195,0.0066,14.8012,0.0003,1.7710,0.0012,0.4201,0.0001,29.3864,0.0076,34782,0091m635,8895,0.021344265,10.925412,18.344988,23.143736,32.010082,1.5104871,1.1610723,1.1345979,1.1546754,1.0,0.0,0.24858461,1626495.4,0.0,0.0,0.0,0.0,19.903906,19.341206,19.088917,18.736782,17.547894,17.296335,15.698451,12.446596,0.5627003,0.25228882,0.6044235,0.3521347,9.294375,-63.4378889,00 37 10.65,-63 26 16.4,0.0,,19.9565,19.8637
13,2,12558,9.27354954962033,-63.44431133176228,DUP,0.61733196449811,610.8377,0.0053,727.5251,0.0052,*0.4364*,*0.0206*,19.7063,0.0217,*17.4334*,*1.2749*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.6821,0.0120,18.9923,0.0147,*16.0336*,*0.7441*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.9165,0.0148,18.6738,0.0128,*14.6979*,*0.5148*,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,1.1703,0.0259,18.2998,0.0197,*13.2521*,*0.8721*,0.8145,0.0081,-10.3431,1.5012,34782,0091m635,12558,0.02145948,0.0,0.0,0.0,0.0,1.4614577,1.1724796,1.0904735,1.1273576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,,,,,9.2738333,-63.4441111,00 37 05.72,-63 26 38.8,0.0,,18.6374,18.5981
13,4,9574,9.324959678182235,-63.44024534613383,REX,0.61733196449811,429.4963,0.0016,693.2361,0.0015,4.5703,0.0055,18.0264,9.0E-4,1.4058,0.0039,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.7439,0.0033,17.4239,6.0E-4,1.4402,0.0025,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.9094,0.0045,17.2007,7.0E-4,1.4730,0.0027,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,5.0886,0.0077,17.0136,0.0012,1.5085,0.0044,0.9278,0.0007,60.4456,0.382,34782,0091m635,9574,0.021237023,61.40613,100.85638,120.65396,140.93953,1.4596208,1.1729002,1.0910976,1.1254835,1.0,0.0,1.1465746,3283966.5,0.0,0.0,0.0,0.0,18.02947,17.490742,17.296146,17.127419,17.447952,17.979877,16.306341,14.95736,0.5387287,0.19459534,0.3633232,0.16872787,9.325,-63.4403056,00 37 18.00,-63 26 25.1,0.0,,20.0987,19.8396
14,2,1593,9.421045190534482,-9.05643554421165,SER,0.534268261272064,854.2617,0.0046,822.1948,0.0044,13.1023,0.0141,17.1853,0.001,0.9640,0.0018,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.7876,0.0096,16.5841,7.0E-4,1.0310,0.0012,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.4872,0.0111,16.3156,0.001,1.0949,0.0015,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.1622,0.0176,16.1553,0.0011,1.1641,0.0024,0.9456,0.0006,73.2998,0.4664,278747,0094m090,1593,0.034914233,80.94681,158.32715,218.97269,270.03723,1.3548447,1.1476396,1.2051785,1.5252438,1.7507856,56363.94,4.9684205,55157.05,-0.4379198,3565290.8,-0.4834879,3746498.8,17.7295,17.001112,16.649025,16.42144,16.459324,16.864637,15.148163,14.490193,0.72838783,0.35208702,0.57967186,0.22758484,9.4209583,-9.0561944,00 37 41.03,-09 03 22.3,0.07588,,20.0736,19.5307
14,1,1410,9.413276734868823,-9.046817280354563,REX,0.534268261272064,748.731,0.0059,689.9295,0.0027,19.4430,0.0301,17.6923,0.0013,1.1275,0.0034,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,18.2468,0.0195,17.0012,0.001,1.4602,0.0023,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,17.1054,0.0251,16.7361,0.0013,1.7776,0.0036,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,15.8699,0.0415,16.4942,0.0017,2.1212,0.0061,0.2265,0.0002,-66.0488,0.0201,278747,0094m090,1410,0.035117216,127.33453,225.82289,295.6194,346.85437,1.3626305,1.2939789,1.2051785,1.556511,1.0,0.0,3.139772,362204.1,0.0,0.0,0.0,0.0,17.237635,16.61558,16.323168,16.149632,16.360336,16.981625,15.316439,14.393671,0.62205505,0.2924118,0.4659481,0.1735363,9.4132917,-9.0465556,00 37 39.19,-09 02 47.6,0.077266,,18.8397,18.909
14,3,1863,9.43272662799252,-9.065429631438676,SER,0.534268261272064,552.3813,0.0111,653.8098,0.0069,16.4312,0.0523,17.9535,0.0025,1.3086,0.0055,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.5870,0.0468,17.5434,0.0025,1.5167,0.0048,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.7357,0.0753,17.4101,0.0039,1.7153,0.0082,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.8966,0.1177,17.3010,0.0052,1.9302,0.0130,0.5405,0.0009,86.2736,0.1056,278747,0094m090,1863,0.034714714,90.04063,135.27621,163.1927,175.19695,1.3635443,1.158328,1.2051785,1.5700473,1.5019045,161875.31,4.3187327,56001.973,0.06573012,1138582.8,-0.10373464,1271582.1,17.613903,17.171946,16.968248,16.891184,17.27142,18.006147,16.644493,,0.44195747,0.2036972,0.28076172,0.077064514,9.4325417,-9.0648611,00 37 43.81,-09 03 53.5,0.076528,,19.6591,18.8842
