Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
1600.0,1600.0,1175.0,212.7066798606974,24.48313472054553,SER,0.393214749361381,343.3909,0.0037,343.8689,0.0044,13.2069,0.1916,18.2563,0.0063,6.8251,0.0716,0.6204,0.002,-14.1162,0.1917,343.3909,0.0037,343.8689,0.0044,11.7865,0.1196,17.1811,0.0048,6.56,0.0491,0.6204,0.002,-14.1162,0.1917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.3909,0.0037,343.8689,0.0044,8.9642,0.1394,16.583,0.0069,6.0333,0.0702,0.6204,0.002,-14.1162,0.1917,0.1633,11.096,0.02,-0.673,0.427
1601.0,1601.0,6721.0,183.6845189868337,24.61277246376723,DUP,0.580231736609238,343.7097,0.0031,343.9266,0.0038,38.037,0.12,16.2083,0.0024,2.1793,0.0065,0.6892,6.0E-4,-45.3495,0.0694,343.7097,0.0031,343.9266,0.0038,34.8351,0.0667,15.6169,0.0014,2.7612,0.0033,0.6892,6.0E-4,-45.3495,0.0694,343.7097,0.0031,343.9266,0.0038,31.7801,0.082,15.3858,0.0016,3.3164,0.0056,0.6892,6.0E-4,-45.3495,0.0694,343.7097,0.0031,343.9266,0.0038,28.473,0.1487,15.2931,0.0033,3.9175,0.0104,0.6892,6.0E-4,-45.3495,0.0694,0.0644,10.846,0.024,0.24,0.107
1602.0,1602.0,149.0,172.3131715842866,28.65424242718477,SER,0.351372541682251,344.0253,0.0018,344.0729,0.0019,12.0453,0.1758,18.26,0.0064,7.4986,0.0702,0.9207,0.0016,-34.5842,0.6476,344.0253,0.0018,344.0729,0.0019,11.1857,0.1028,17.1462,0.0041,7.3622,0.0412,0.9207,0.0016,-34.5842,0.6476,344.0253,0.0018,344.0729,0.0019,10.3654,0.0734,16.7447,0.0033,7.2321,0.0329,0.9207,0.0016,-34.5842,0.6476,344.0253,0.0018,344.0729,0.0019,9.4775,0.1244,16.5007,0.0056,7.0912,0.056,0.9207,0.0016,-34.5842,0.6476,0.1696,11.111,0.033,-1.336,0.714
1603.0,1603.0,702.0,224.8430085504336,18.73394908195434,SER,0.377657412148339,344.2133,0.0042,343.7175,0.0096,13.9792,0.0219,17.6757,0.0014,0.8869,0.0029,0.3589,4.0E-4,2.2612,0.0409,344.2133,0.0042,343.7175,0.0096,13.8891,0.0197,17.0886,0.0013,1.0592,0.0024,0.3589,4.0E-4,2.2612,0.0409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2133,0.0042,343.7175,0.0096,13.7102,0.0499,16.6365,0.0029,1.4013,0.0066,0.3589,4.0E-4,2.2612,0.0409,0.0722,10.072,0.046,0.187,0.081
1604.0,1604.0,4494.0,249.7900503720471,11.65762241975723,SER,0.260245802046325,344.6165,0.001,343.7557,0.001,15.573,0.0438,16.6278,0.0016,3.8968,0.0091,0.7347,4.0E-4,-45.2874,0.0574,344.6165,0.001,343.7557,0.001,15.4216,0.0281,15.6948,0.001,4.0015,0.0058,0.7347,4.0E-4,-45.2874,0.0574,344.6165,0.001,343.7557,0.001,15.2772,0.026,15.3038,0.001,4.1014,0.0053,0.7347,4.0E-4,-45.2874,0.0574,344.6165,0.001,343.7557,0.001,15.1209,0.0401,15.0388,0.0014,4.2096,0.0081,0.7347,4.0E-4,-45.2874,0.0574,0.0801,11.052,0.027,-1.877,0.608
1605.0,1605.0,2394.0,180.0849791135651,0.7978762939963295,SER,0.740931482916538,344.4348,0.0034,344.3937,0.0029,9.8061,0.0408,18.3793,0.0029,1.8681,0.0105,0.7803,0.0012,57.8881,0.2141,344.4348,0.0034,344.3937,0.0029,9.4442,0.0281,17.2724,0.002,2.1553,0.007,0.7803,0.0012,57.8881,0.2141,344.4348,0.0034,344.3937,0.0029,9.0988,0.0275,16.8329,0.0024,2.4293,0.0081,0.7803,0.0012,57.8881,0.2141,344.4348,0.0034,344.3937,0.0029,8.7249,0.04,16.5497,0.0026,2.7259,0.0129,0.7803,0.0012,57.8881,0.2141,0.1398,11.026,0.054,-0.866,0.866
1606.0,1606.0,8396.0,245.8754783330621,-0.4383747962537793,DUP,1.68598486302559,114.9517,0.003,115.3821,0.0028,488.7501,31.8764,15.5659,0.0302,12.7175,0.19,0.8172,0.0016,-58.6439,0.2941,114.9517,0.003,115.3821,0.0028,450.146,25.7269,14.7107,0.0255,13.5978,0.1528,0.8172,0.0016,-58.6439,0.2941,114.9517,0.003,115.3821,0.0028,413.3123,21.9353,14.3861,0.0221,14.4377,0.1485,0.8172,0.0016,-58.6439,0.2941,114.9517,0.003,115.3821,0.0028,373.4399,21.4159,14.1998,0.0228,15.3469,0.1806,0.8172,0.0016,-58.6439,0.2941,0.0938,11.044,0.02,-0.572,0.435
1607.0,1607.0,4161.0,195.1875475661088,15.07214414286212,SER,0.857079445972674,115.8525,0.0016,114.9464,0.0016,11.9952,0.1282,17.5774,0.0051,5.7781,0.0408,0.9935,0.0012,-9.4272,5.947,115.8525,0.0016,114.9464,0.0016,11.141,0.0812,16.582,0.0034,5.6244,0.0257,0.9935,0.0012,-9.4272,5.947,115.8525,0.0016,114.9464,0.0016,10.326,0.0488,16.2206,0.0023,5.4777,0.0163,0.9935,0.0012,-9.4272,5.947,115.8525,0.0016,114.9464,0.0016,9.4438,0.0593,15.9651,0.003,5.319,0.0214,0.9935,0.0012,-9.4272,5.947,0.1269,11.071,0.049,-0.794,0.776
1608.0,1608.0,4749.0,225.2839279804444,13.90205409783448,DUP,0.445513328267043,343.8722,0.007,344.0778,0.0025,17.53,0.0296,17.4711,0.0015,1.1729,0.0039,0.2044,3.0E-4,-89.4166,0.0195,343.8722,0.007,344.0778,0.0025,16.7864,0.0204,16.5113,9.0E-4,1.3877,0.0028,0.2044,3.0E-4,-89.4166,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.8722,0.007,344.0778,0.0025,15.3087,0.0355,15.8182,0.0015,1.8145,0.0054,0.2044,3.0E-4,-89.4166,0.0195,0.0747,10.761,0.049,0.285,0.158
1609.0,1609.0,5860.0,119.9844884923235,19.98489385207607,SER,0.393074445440659,344.2038,0.0032,343.6956,0.003,13.4173,0.2181,17.9787,0.0079,5.6156,0.0622,0.8158,0.0019,-71.5666,0.3374,344.2038,0.0032,343.6956,0.003,13.2666,0.1346,16.8379,0.0049,5.759,0.0382,0.8158,0.0019,-71.5666,0.3374,344.2038,0.0032,343.6956,0.003,13.1228,0.113,16.3727,0.0041,5.8957,0.0323,0.8158,0.0019,-71.5666,0.3374,344.2038,0.0032,343.6956,0.003,12.9671,0.179,16.1038,0.0065,6.0438,0.0515,0.8158,0.0019,-71.5666,0.3374,0.1622,11.23,0.024,-1.121,0.785
1610.0,1610.0,2540.0,119.0136097479867,25.51602333037111,SER,0.847985105217063,114.7140,0.0024,115.7780,0.0029,5.3999,0.0376,18.4739,0.0046,3.0853,0.043,0.6372,0.0018,33.0396,0.1846,114.7140,0.0024,115.7780,0.0029,5.1437,0.0242,17.6339,0.0029,3.3333,0.0267,0.6372,0.0018,33.0396,0.1846,114.7140,0.0024,115.7780,0.0029,4.8993,0.0211,17.171,0.0025,3.57,0.0248,0.6372,0.0018,33.0396,0.1846,114.7140,0.0024,115.7780,0.0029,4.6347,0.0318,16.9176,0.0039,3.8261,0.04,0.6372,0.0018,33.0396,0.1846,0.0972,10.48,0.03,-1.24,0.868
1611.0,1611.0,3566.0,247.9311155574354,28.25623708028081,SER,0.952653052259979,115.7297,0.0061,115.6824,0.0088,9.3901,0.0235,18.3789,0.0024,0.8551,0.0047,0.6201,8.0E-4,12.1426,0.1455,115.7297,0.0061,115.6824,0.0088,9.2949,0.0169,17.5172,0.0016,1.0442,0.0032,0.6201,8.0E-4,12.1426,0.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7297,0.0061,115.6824,0.0088,9.1056,0.0368,16.8547,0.0031,1.4199,0.0078,0.6201,8.0E-4,12.1426,0.1455,0.146,10.671,0.058,0.815,0.089
1612.0,1612.0,4454.0,149.122239921131,17.29948433398996,SER,0.502926926867119,342.7836,0.0012,344.4665,0.0014,6.2858,0.0037,16.9599,5.0E-4,0.7974,0.0016,0.8576,3.0E-4,-45.6954,0.1027,342.7836,0.0012,344.4665,0.0014,6.2874,0.0027,16.4702,4.0E-4,0.7696,0.001,0.8576,3.0E-4,-45.6954,0.1027,342.7836,0.0012,344.4665,0.0014,6.289,0.0027,16.3037,4.0E-4,0.7431,8.0E-4,0.8576,3.0E-4,-45.6954,0.1027,342.7836,0.0012,344.4665,0.0014,6.2906,0.0039,16.1658,5.0E-4,0.7144,0.0013,0.8576,3.0E-4,-45.6954,0.1027,0.066,10.165,0.066,0.666,0.057
1613.0,1613.0,2395.0,225.999146379136,9.9606307968169,SER,0.664965337942095,343.6976,0.0027,343.7469,0.0025,11.0223,0.076,17.6466,0.0037,4.2693,0.0243,0.8494,0.0012,84.9008,0.27,343.6976,0.0027,343.7469,0.0025,11.0501,0.0495,16.6606,0.0024,4.2802,0.0157,0.8494,0.0012,84.9008,0.27,343.6976,0.0027,343.7469,0.0025,11.0766,0.0455,16.2879,0.0023,4.2905,0.0137,0.8494,0.0012,84.9008,0.27,343.6976,0.0027,343.7469,0.0025,11.1053,0.069,16.0578,0.0033,4.3017,0.0205,0.8494,0.0012,84.9008,0.27,0.0932,10.718,0.041,-0.979,0.877
1614.0,1614.0,712.0,233.8005905763664,8.326040149457008,SER,0.6297817379036,114.6925,0.002,114.6653,0.0017,4.6725,0.0277,18.4675,0.0036,4.2508,0.0499,0.6035,0.0015,-61.4086,0.1356,114.6925,0.002,114.6653,0.0017,4.4906,0.0177,17.4346,0.0023,4.4496,0.0314,0.6035,0.0015,-61.4086,0.1356,114.6925,0.002,114.6653,0.0017,4.3171,0.016,17.021,0.0021,4.6393,0.0299,0.6035,0.0015,-61.4086,0.1356,114.6925,0.002,114.6653,0.0017,4.1292,0.0247,16.7165,0.0033,4.8446,0.0477,0.6035,0.0015,-61.4086,0.1356,0.1151,10.758,0.039,-1.572,0.763
1615.0,1615.0,896.0,252.736725487345,21.39553939601165,SER,0.421201747839093,344.4874,0.0032,343.5900,0.0026,5.7568,0.0265,18.2566,0.003,3.8192,0.0382,0.4384,0.0015,74.0665,0.103,344.4874,0.0032,343.5900,0.0026,5.2748,0.0157,17.4022,0.0018,4.2387,0.024,0.4384,0.0015,74.0665,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4874,0.0032,343.5900,0.0026,4.3172,0.0368,16.7377,0.0047,5.0721,0.0674,0.4384,0.0015,74.0665,0.103,0.095,10.52,0.043,-1.144,0.845
1616.0,1616.0,4920.0,127.6862193183814,24.99019598556455,SER,0.421789001764597,343.6220,0.0041,343.8713,0.0052,21.1214,0.0365,17.086,0.0015,1.1946,0.003,0.7267,4.0E-4,-3.4748,0.0912,343.6220,0.0041,343.8713,0.0052,21.4623,0.0228,16.285,0.001,1.5983,0.0019,0.7267,4.0E-4,-3.4748,0.0912,343.6220,0.0041,343.8713,0.0052,21.7875,0.0334,15.9246,0.0011,1.9834,0.0029,0.7267,4.0E-4,-3.4748,0.0912,343.6220,0.0041,343.8713,0.0052,22.1395,0.0572,15.694,0.0018,2.4003,0.005,0.7267,4.0E-4,-3.4748,0.0912,0.0899,10.81,0.032,0.146,0.099
1617.0,1617.0,4067.0,175.6341782143089,11.21686227726483,SER,0.489687741034298,343.5587,0.0029,343.7064,0.0024,8.4941,0.0417,18.1233,0.0031,2.5746,0.016,0.6274,0.001,77.5424,0.1122,343.5587,0.0029,343.7064,0.0024,8.7405,0.0256,17.2108,0.002,3.1337,0.0093,0.6274,0.001,77.5424,0.1122,343.5587,0.0029,343.7064,0.0024,8.9756,0.0338,16.7953,0.0022,3.667,0.0127,0.6274,0.001,77.5424,0.1122,343.5587,0.0029,343.7064,0.0024,9.2301,0.0577,16.5556,0.0033,4.2444,0.0223,0.6274,0.001,77.5424,0.1122,0.108,10.686,0.031,-0.169,0.204
1618.0,1618.0,1039.0,52.83085163740703,-6.785357922538441,SER,0.369246619275189,343.7818,0.001,344.3736,0.0011,10.2921,0.0509,17.9017,0.0025,4.7568,0.0208,0.7341,6.0E-4,-30.5666,0.0871,343.7818,0.001,344.3736,0.0011,10.3381,0.0333,16.816,0.0016,5.0721,0.0134,0.7341,6.0E-4,-30.5666,0.0871,343.7818,0.001,344.3736,0.0011,10.382,0.0304,16.405,0.0015,5.3728,0.0114,0.7341,6.0E-4,-30.5666,0.0871,343.7818,0.001,344.3736,0.0011,10.4296,0.0455,16.0514,0.0021,5.6984,0.0169,0.7341,6.0E-4,-30.5666,0.0871,0.1394,11.195,0.025,-1.434,0.657
1619.0,1619.0,6279.0,157.6988883360725,3.855843906405857,SER,0.461893369965717,344.5361,0.0018,343.9915,0.0014,17.3446,0.271,18.1094,0.0067,8.0005,0.0788,0.4818,8.0E-4,-62.5536,0.0642,344.5361,0.0018,343.9915,0.0014,15.9646,0.151,16.9871,0.0041,7.9806,0.0444,0.4818,8.0E-4,-62.5536,0.0642,344.5361,0.0018,343.9915,0.0014,14.6478,0.1012,16.6179,0.003,7.9616,0.0343,0.4818,8.0E-4,-62.5536,0.0642,344.5361,0.0018,343.9915,0.0014,13.2225,0.1895,16.3648,0.0058,7.941,0.0623,0.4818,8.0E-4,-62.5536,0.0642,0.1501,11.038,0.031,-1.155,0.625
1620.0,1620.0,10282.0,223.7738309754897,3.298691491680385,REX,0.535506838526009,343.8804,0.0034,344.7086,0.0035,24.2957,0.018,16.8229,7.0E-4,1.083,0.0011,0.9666,4.0E-4,37.924,0.4923,343.8804,0.0034,344.7086,0.0035,23.4156,0.0112,16.2459,5.0E-4,1.184,7.0E-4,0.9666,4.0E-4,37.924,0.4923,343.8804,0.0034,344.7086,0.0035,22.5759,0.0152,16.0083,8.0E-4,1.2803,0.001,0.9666,4.0E-4,37.924,0.4923,343.8804,0.0034,344.7086,0.0035,21.6669,0.0259,15.876,0.001,1.3846,0.0018,0.9666,4.0E-4,37.924,0.4923,0.0559,10.25,0.03,-0.051,0.062
1621.0,1621.0,3388.0,179.887000132732,26.71199324544888,SER,0.476339910995474,346.0306,0.0017,343.4302,0.0014,12.9969,0.0159,16.6556,9.0E-4,1.6559,0.003,0.5372,3.0E-4,52.3226,0.0291,346.0306,0.0017,343.4302,0.0014,13.1748,0.0093,15.8544,6.0E-4,2.041,0.0017,0.5372,3.0E-4,52.3226,0.0291,346.0306,0.0017,343.4302,0.0014,13.3446,0.0131,15.5275,6.0E-4,2.4085,0.0023,0.5372,3.0E-4,52.3226,0.0291,346.0306,0.0017,343.4302,0.0014,13.5283,0.023,15.2637,0.0011,2.8062,0.0042,0.5372,3.0E-4,52.3226,0.0291,0.0496,10.301,0.067,0.585,0.083
1622.0,1622.0,4130.0,237.3054442201607,8.835089348637268,SER,0.412702426210267,344.0406,0.0024,344.1143,0.0022,6.9291,0.042,18.1412,0.0034,3.8482,0.0296,0.7752,0.0014,-74.3016,0.2209,344.0406,0.0024,344.1143,0.0022,6.6047,0.0264,17.2426,0.0022,3.9037,0.0187,0.7752,0.0014,-74.3016,0.2209,344.0406,0.0024,344.1143,0.0022,6.2951,0.0261,16.8883,0.0023,3.9565,0.0188,0.7752,0.0014,-74.3016,0.2209,344.0406,0.0024,344.1143,0.0022,5.96,0.0419,16.6326,0.0037,4.0138,0.0303,0.7752,0.0014,-74.3016,0.2209,0.1035,10.67,0.041,-0.706,0.708
1623.0,1623.0,2849.0,232.9877703037835,12.00421637091755,SER,0.784273952648133,344.4510,0.0046,343.4480,0.004,6.3801,0.0184,18.1181,0.0024,1.4731,0.0089,0.7916,0.0016,-88.8996,0.3153,344.4510,0.0046,343.4480,0.004,5.7853,0.0133,17.4762,0.0016,1.6275,0.0053,0.7916,0.0016,-88.8996,0.3153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.4510,0.0046,343.4480,0.004,4.6033,0.0198,16.9264,0.0029,1.9342,0.0137,0.7916,0.0016,-88.8996,0.3153,0.1277,10.682,0.044,1.405,0.041
1624.0,1624.0,606.0,221.7814189821007,15.76970397581799,SER,0.404823472304245,343.9436,0.0026,343.8736,0.0027,11.4191,0.0861,17.9022,0.0037,4.9222,0.0295,0.9482,0.0017,-1.0367,1.0238,343.9436,0.0026,343.8736,0.0027,10.2481,0.0531,16.8618,0.0026,4.8363,0.0185,0.9482,0.0017,-1.0367,1.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.9436,0.0026,343.8736,0.0027,7.9212,0.0559,16.206,0.0034,4.6658,0.025,0.9482,0.0017,-1.0367,1.0238,0.1608,11.329,0.045,-1.103,0.772
1625.0,1625.0,5989.0,218.0083559302425,4.131669550130663,DEV,0.42909299886532,344.4676,0.0021,343.9730,0.0034,11.9991,0.0636,18.2319,0.003,3.3202,0.0211,0.2402,3.0E-4,8.4958,0.0311,344.4676,0.0021,343.9730,0.0034,11.7462,0.0407,17.1195,0.0018,3.5262,0.0137,0.2402,3.0E-4,8.4958,0.0311,344.4676,0.0021,343.9730,0.0034,11.5049,0.0361,16.6636,0.002,3.7227,0.0123,0.2402,3.0E-4,8.4958,0.0311,344.4676,0.0021,343.9730,0.0034,11.2436,0.0553,16.3658,0.0025,3.9354,0.0185,0.2402,3.0E-4,8.4958,0.0311,0.1492,-99.0,-99.0,-99.0,-99.0
1626.0,1626.0,4189.0,238.3864351505908,8.034656596883474,SER,0.408009184893345,344.4109,0.0019,343.9691,0.0017,8.05,0.0089,17.2939,8.0E-4,1.6324,0.0031,0.7418,6.0E-4,49.5446,0.0899,344.4109,0.0019,343.9691,0.0017,8.0605,0.0077,16.7992,8.0E-4,1.8083,0.0026,0.7418,6.0E-4,49.5446,0.0899,344.4109,0.0019,343.9691,0.0017,8.0705,0.0124,16.5281,0.0014,1.976,0.0041,0.7418,6.0E-4,49.5446,0.0899,344.4109,0.0019,343.9691,0.0017,8.0814,0.0195,16.3421,0.0016,2.1577,0.0065,0.7418,6.0E-4,49.5446,0.0899,0.0922,10.42,0.058,0.773,0.072
1627.0,1627.0,277.0,206.5449899782773,-3.236211148159581,SER,0.281262749210522,344.3393,0.0014,344.3829,0.0016,8.2603,0.0552,18.049,0.0032,5.9036,0.0421,0.5058,9.0E-4,-18.5864,0.0687,344.3393,0.0014,344.3829,0.0016,7.2672,0.0325,17.106,0.0022,6.043,0.0269,0.5058,9.0E-4,-18.5864,0.0687,344.3393,0.0014,344.3829,0.0016,6.3198,0.0222,16.7829,0.0018,6.1761,0.0254,0.5058,9.0E-4,-18.5864,0.0687,344.3393,0.0014,344.3829,0.0016,5.2941,0.0366,16.5035,0.003,6.32,0.0397,0.5058,9.0E-4,-18.5864,0.0687,0.0849,10.552,0.036,-0.911,0.635
1629.0,1629.0,3061.0,135.0255421023686,5.269716218675291,SER,0.307509174809342,343.5585,0.0016,344.6821,0.0013,15.0979,0.1491,17.7293,0.0045,6.4583,0.0442,0.6884,0.001,-49.04,0.1105,343.5585,0.0016,344.6821,0.0013,14.0745,0.0933,16.7075,0.003,6.6401,0.028,0.6884,0.001,-49.04,0.1105,343.5585,0.0016,344.6821,0.0013,13.0981,0.0804,16.3574,0.0028,6.8137,0.0269,0.6884,0.001,-49.04,0.1105,343.5585,0.0016,344.6821,0.0013,12.0411,0.1257,16.1133,0.0046,7.0015,0.0426,0.6884,0.001,-49.04,0.1105,0.1327,11.016,0.034,-0.988,0.863
1630.0,1630.0,5001.0,47.25494273708654,-0.7384099400858307,DUP,0.672854826696589,343.7346,0.0022,344.8289,0.0035,14.01,0.0162,17.0678,0.0011,0.9148,0.0021,0.5627,4.0E-4,-31.4361,0.0462,343.7346,0.0022,344.8289,0.0035,13.326,0.0118,16.2726,8.0E-4,1.2366,0.0016,0.5627,4.0E-4,-31.4361,0.0462,343.7346,0.0022,344.8289,0.0035,12.6733,0.0162,15.8591,0.0014,1.5437,0.0027,0.5627,4.0E-4,-31.4361,0.0462,343.7346,0.0022,344.8289,0.0035,11.9668,0.0256,15.5899,0.0015,1.8761,0.0045,0.5627,4.0E-4,-31.4361,0.0462,0.0782,10.787,0.057,0.865,0.144
1631.0,1631.0,8872.0,243.1444198492033,7.542766764723691,SER,0.618257523910983,343.6816,0.0019,343.5638,0.0024,17.106,0.0732,18.2296,0.003,2.2655,0.0096,0.6996,7.0E-4,-37.7751,0.1072,343.6816,0.0019,343.5638,0.0024,17.9152,0.0404,17.1318,0.0016,2.9228,0.0049,0.6996,7.0E-4,-37.7751,0.1072,343.6816,0.0019,343.5638,0.0024,18.6873,0.0606,16.6717,0.0022,3.5498,0.0071,0.6996,7.0E-4,-37.7751,0.1072,343.6816,0.0019,343.5638,0.0024,19.5231,0.1097,16.369,0.0033,4.2287,0.0134,0.6996,7.0E-4,-37.7751,0.1072,0.1465,10.925,0.083,0.237,0.469
1632.0,1632.0,2737.0,153.3278139714666,21.52860537316062,SER,0.361530820488295,573.0851,0.0012,573.4495,0.0012,13.5249,0.0576,17.1247,0.0021,4.9645,0.016,0.7936,7.0E-4,-38.0031,0.114,573.0851,0.0012,573.4495,0.0012,12.8317,0.0342,16.1193,0.0013,4.4697,0.0096,0.7936,7.0E-4,-38.0031,0.114,573.0851,0.0012,573.4495,0.0012,12.1704,0.0221,15.7392,0.0011,3.9975,0.0058,0.7936,7.0E-4,-38.0031,0.114,573.0851,0.0012,573.4495,0.0012,11.4544,0.0355,15.4876,0.0017,3.4864,0.0088,0.7936,7.0E-4,-38.0031,0.114,0.1325,11.33,0.031,-0.938,0.648
1633.0,1633.0,3425.0,154.6707194334382,14.02114671845321,SER,0.464672375876337,342.9006,0.0028,343.9354,0.0032,19.5546,0.2916,17.8592,0.0076,5.2868,0.0498,0.7274,0.0015,25.6731,0.2015,342.9006,0.0028,343.9354,0.0032,18.8486,0.1864,16.9105,0.0049,5.4443,0.0318,0.7274,0.0015,25.6731,0.2015,342.9006,0.0028,343.9354,0.0032,18.175,0.1803,16.4851,0.0051,5.5947,0.0315,0.7274,0.0015,25.6731,0.2015,342.9006,0.0028,343.9354,0.0032,17.4457,0.2836,16.2691,0.0081,5.7574,0.0499,0.7274,0.0015,25.6731,0.2015,0.1376,10.909,0.059,0.511,0.166
1634.0,1634.0,5119.0,47.47638230698188,0.7724532133693628,DUP,0.929576382678817,343.4405,0.0032,344.7863,0.0023,12.9091,0.0151,16.6905,8.0E-4,1.7871,0.0028,0.4378,3.0E-4,54.9214,0.0299,343.4405,0.0032,344.7863,0.0023,13.6402,0.0173,16.4313,9.0E-4,1.7749,0.0026,0.4378,3.0E-4,54.9214,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.4405,0.0032,344.7863,0.0023,15.0929,0.0506,16.2001,0.0026,1.7507,0.0067,0.4378,3.0E-4,54.9214,0.0299,0.0479,9.446,0.115,0.417,0.094
1635.0,1635.0,5176.0,187.9754719432238,-2.09720053332847,SER,0.41350699916421,343.9656,0.001,344.3189,0.001,12.7009,0.0514,16.9476,0.0021,4.7204,0.015,0.9582,5.0E-4,32.8022,0.4145,343.9656,0.001,344.3189,0.001,12.5017,0.0298,16.0149,0.0012,4.9832,0.0087,0.9582,5.0E-4,32.8022,0.4145,343.9656,0.001,344.3189,0.001,12.3117,0.0254,15.668,0.001,5.234,0.0073,0.9582,5.0E-4,32.8022,0.4145,343.9656,0.001,344.3189,0.001,12.1059,0.0441,15.3729,0.0018,5.5054,0.0128,0.9582,5.0E-4,32.8022,0.4145,0.0807,10.932,0.033,-1.304,0.734
1636.0,1636.0,1812.0,322.5230710585963,-0.9558539764177776,SER,2.96776796749156,345.0828,0.0022,344.0413,9.0E-4,50.5901,0.0607,15.7461,7.0E-4,3.3884,0.0033,0.2624,1.0E-4,-81.5285,0.0059,345.0828,0.0022,344.0413,9.0E-4,44.783,0.0356,14.8776,4.0E-4,3.301,0.0018,0.2624,1.0E-4,-81.5285,0.0059,345.0828,0.0022,344.0413,9.0E-4,39.2423,0.0439,14.491,8.0E-4,3.2177,0.0028,0.2624,1.0E-4,-81.5285,0.0059,345.0828,0.0022,344.0413,9.0E-4,33.2444,0.0767,14.2842,0.0013,3.1276,0.005,0.2624,1.0E-4,-81.5285,0.0059,0.0508,11.152,0.02,0.012,0.222
1637.0,1637.0,2528.0,201.2802775832226,14.52180261461007,DEV,0.92066733252797,345.3918,0.0429,343.9589,0.0464,8.9796,0.3728,17.7686,0.0327,1.6294,0.0986,0.6729,0.0117,-40.0153,1.7139,345.3918,0.0429,343.9589,0.0464,8.3429,0.215,16.864,0.021,1.5807,0.0562,0.6729,0.0117,-40.0153,1.7139,345.3918,0.0429,343.9589,0.0464,7.7354,0.1426,16.3106,0.0144,1.5342,0.0392,0.6729,0.0117,-40.0153,1.7139,345.3918,0.0429,343.9589,0.0464,7.0778,0.2474,16.0986,0.0247,1.4838,0.07,0.6729,0.0117,-40.0153,1.7139,0.0992,11.11,0.03,0.201,0.456
1638.0,1638.0,757.0,173.4217729343248,10.78819961411153,SER,0.545989782508209,344.1856,0.0016,343.9276,0.0017,22.7103,0.168,16.6916,0.0038,4.7509,0.0215,0.884,0.0011,59.3563,0.2971,344.1856,0.0016,343.9276,0.0017,24.0251,0.0973,15.6869,0.0023,5.6436,0.0124,0.884,0.0011,59.3563,0.2971,344.1856,0.0016,343.9276,0.0017,25.2797,0.142,15.2576,0.0029,6.4953,0.0176,0.884,0.0011,59.3563,0.2971,344.1856,0.0016,343.9276,0.0017,26.6377,0.2514,14.9969,0.0043,7.4174,0.0313,0.884,0.0011,59.3563,0.2971,0.1181,11.275,0.018,-1.055,0.708
1639.0,1639.0,283.0,234.5271254268357,28.59394251045348,SER,0.360419462287095,343.5564,0.0026,343.4961,0.0028,5.9217,0.0642,17.5445,0.0044,8.0104,0.0848,0.9937,0.002,57.626,10.3655,343.5564,0.0026,343.4961,0.0028,6.0651,0.0429,16.6265,0.0033,6.683,0.0561,0.9937,0.002,57.626,10.3655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.5564,0.0026,343.4961,0.0028,6.35,0.0358,16.0626,0.003,4.0455,0.0256,0.9937,0.002,57.626,10.3655,0.0857,10.682,0.029,-1.35,0.88
