Group,Gal,ID,ra,dec,type,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,z,log_M_stellar,e_log_M_stellar,log_SFR,e_log_SFR
533.0,533.0,8285.0,175.6846910356528,-0.9135405755689716,DUP,1.20893299798811,342.3083,0.003,344.3625,0.0057,11.8179,0.0107,17.2914,8.0E-4,0.7557,0.0018,0.4711,3.0E-4,21.4431,0.0372,342.3083,0.003,344.3625,0.0057,11.9831,0.0082,16.9168,8.0E-4,0.7919,0.0011,0.4711,3.0E-4,21.4431,0.0372,342.3083,0.003,344.3625,0.0057,12.1409,0.0115,16.5818,0.0012,0.8264,0.0017,0.4711,3.0E-4,21.4431,0.0372,342.3083,0.003,344.3625,0.0057,12.3116,0.0179,16.5602,0.0013,0.8638,0.0029,0.4711,3.0E-4,21.4431,0.0372,0.1076,10.308,0.084,0.949,0.079
534.0,534.0,4900.0,200.8033205704731,31.71871676431639,SER,1.43652801267631,114.7108,0.0185,115.0904,0.0111,27.8112,0.0354,16.3433,0.0013,0.5938,0.0016,0.5769,4.0E-4,83.8314,0.0704,114.7108,0.0185,115.0904,0.0111,27.765,0.0339,15.7242,0.0013,0.7806,0.0014,0.5769,4.0E-4,83.8314,0.0704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7108,0.0185,115.0904,0.0111,27.6733,0.0728,15.2607,0.0022,1.1518,0.0036,0.5769,4.0E-4,83.8314,0.0704,0.0414,10.151,0.037,-0.046,0.095
535.0,535.0,3693.0,223.401700544016,29.37428298853055,SER,0.503801353915855,116.6989,0.0105,114.4144,0.0121,16.4369,0.0386,17.53,0.0023,0.9045,0.0032,0.8474,0.001,32.2261,0.3806,116.6989,0.0105,114.4144,0.0121,16.066,0.0281,16.8775,0.0017,1.0041,0.0023,0.8474,0.001,32.2261,0.3806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.6989,0.0105,114.4144,0.0121,15.329,0.0547,16.4405,0.003,1.2021,0.0053,0.8474,0.001,32.2261,0.3806,0.1226,10.766,0.042,0.616,0.073
536.0,536.0,1494.0,229.3752902859972,29.4665045560759,SER,0.367052025326136,344.0120,0.0016,344.1331,0.0018,7.6345,0.0645,17.6569,0.0034,7.4284,0.0597,0.5087,0.0011,-45.2629,0.0835,344.0120,0.0016,344.1331,0.0018,7.0504,0.0427,16.7731,0.0026,6.4863,0.0395,0.5087,0.0011,-45.2629,0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0120,0.0016,344.1331,0.0018,5.8898,0.0326,16.2337,0.0026,4.6143,0.029,0.5087,0.0011,-45.2629,0.0835,0.08,10.55,0.042,-1.364,0.813
537.0,537.0,1727.0,150.8582559616785,20.29373876024269,REX,0.279650594399965,343.8318,0.0032,344.1115,0.0035,5.1196,0.0136,18.2803,0.002,1.5439,0.0079,0.8911,0.0013,-29.2769,0.5102,343.8318,0.0032,344.1115,0.0035,5.2417,0.0089,17.6202,0.0014,1.6613,0.0048,0.8911,0.0013,-29.2769,0.5102,343.8318,0.0032,344.1115,0.0035,5.3582,0.0115,17.2268,0.0019,1.7733,0.0058,0.8911,0.0013,-29.2769,0.5102,343.8318,0.0032,344.1115,0.0035,5.4842,0.019,17.0552,0.0023,1.8946,0.0098,0.8911,0.0013,-29.2769,0.5102,0.124,10.493,0.077,0.948,0.31
538.0,538.0,1446.0,206.2947879258683,20.99188901811293,REX,0.410808736294813,573.2828,0.0031,573.1208,0.0029,7.914,0.0104,17.4032,0.0012,1.005,0.0029,0.9152,9.0E-4,-48.8517,0.4502,573.2828,0.0031,573.1208,0.0029,7.4423,0.0086,16.83,0.0011,1.2457,0.0026,0.9152,9.0E-4,-48.8517,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.2828,0.0031,573.1208,0.0029,6.505,0.0204,16.3994,0.0024,1.7238,0.0074,0.9152,9.0E-4,-48.8517,0.4502,0.1242,10.741,0.047,0.942,0.074
539.0,539.0,6347.0,186.7142200929951,23.49814420174247,DUP,0.948166428976743,344.8373,0.0019,344.2585,0.0016,638.3483,14.6643,14.7048,0.0075,19.9993,0.0908,0.532,5.0E-4,75.9214,0.0491,344.8373,0.0019,344.2585,0.0016,456.2008,10.2389,14.2487,0.0079,17.5715,0.0806,0.532,5.0E-4,75.9214,0.0491,344.8373,0.0019,344.2585,0.0016,282.4064,6.0749,14.1975,0.0079,15.255,0.0759,0.532,5.0E-4,75.9214,0.0491,344.8373,0.0019,344.2585,0.0016,94.2746,2.0824,14.4875,0.0082,12.7475,0.0775,0.532,5.0E-4,75.9214,0.0491,0.0579,10.42,0.081,1.31,0.086
540.0,540.0,2559.0,338.073667139235,-8.493108584121455,SER,0.920066661517597,344.7495,0.0023,344.1674,0.001,22.4879,0.0132,16.9562,5.0E-4,0.8099,9.0E-4,0.2393,1.0E-4,-65.9591,0.0048,344.7495,0.0023,344.1674,0.001,21.9826,0.0082,16.1433,0.001,0.9123,6.0E-4,0.2393,1.0E-4,-65.9591,0.0048,344.7495,0.0023,344.1674,0.001,21.5004,0.0051,15.793,2.0E-4,1.01,3.0E-4,0.2393,1.0E-4,-65.9591,0.0048,344.7495,0.0023,344.1674,0.001,20.9785,0.007,15.5165,2.0E-4,1.1158,5.0E-4,0.2393,1.0E-4,-65.9591,0.0048,0.0612,10.597,0.074,0.494,0.135
541.0,541.0,3238.0,180.6677413640766,20.30427045096034,SER,0.471818572300291,342.6216,0.009,344.3567,0.0075,12.4145,0.0465,18.1272,0.0032,1.1079,0.0065,0.8067,0.0013,77.2544,0.3103,342.6216,0.009,344.3567,0.0075,12.0125,0.0306,17.4396,0.0023,1.2602,0.0041,0.8067,0.0013,77.2544,0.3103,342.6216,0.009,344.3567,0.0075,11.629,0.0339,17.1215,0.0021,1.4055,0.0048,0.8067,0.0013,77.2544,0.3103,342.6216,0.009,344.3567,0.0075,11.2139,0.0539,16.9795,0.0037,1.5627,0.0079,0.8067,0.0013,77.2544,0.3103,0.1211,10.548,0.033,0.12,0.099
542.0,542.0,4393.0,22.82783001522663,0.8583342793997409,SER,0.896755186411594,344.5835,0.0012,344.1629,0.0016,12.6109,0.0507,17.7397,0.0021,4.4912,0.0159,0.5148,5.0E-4,17.0084,0.0386,344.5835,0.0012,344.1629,0.0016,12.0908,0.0316,16.6568,0.0014,4.4176,0.0099,0.5148,5.0E-4,17.0084,0.0386,344.5835,0.0012,344.1629,0.0016,11.5946,0.0292,16.289,0.0013,4.3474,0.0091,0.5148,5.0E-4,17.0084,0.0386,344.5835,0.0012,344.1629,0.0016,11.0574,0.0466,15.9926,0.0022,4.2714,0.0147,0.5148,5.0E-4,17.0084,0.0386,0.1605,11.302,0.031,-1.146,0.8
543.0,543.0,3192.0,214.6837223441871,3.56449811257354,SER,0.789766664685099,343.6323,0.0038,343.7764,0.0046,15.3377,0.2824,17.852,0.0086,6.168,0.0801,0.5744,0.0018,-1.9534,0.165,343.6323,0.0038,343.7764,0.0046,14.0984,0.1652,17.0769,0.0058,5.782,0.046,0.5744,0.0018,-1.9534,0.165,343.6323,0.0038,343.7764,0.0046,12.9159,0.1178,16.7686,0.0049,5.4137,0.0329,0.5744,0.0018,-1.9534,0.165,343.6323,0.0038,343.7764,0.0046,11.6358,0.1993,16.5707,0.0084,5.015,0.0579,0.5744,0.0018,-1.9534,0.165,0.0852,10.394,0.025,-1.077,0.778
544.0,544.0,3744.0,190.2086270940448,19.2435370093046,SER,0.548601521858976,344.2802,0.0012,343.7813,0.001,6.1885,0.0122,17.514,0.0013,2.7236,0.0097,0.703,7.0E-4,-53.8264,0.082,344.2802,0.0012,343.7813,0.001,5.9791,0.0075,16.6946,8.0E-4,3.074,0.0056,0.703,7.0E-4,-53.8264,0.082,344.2802,0.0012,343.7813,0.001,5.7792,0.0093,16.3535,0.001,3.4082,0.0074,0.703,7.0E-4,-53.8264,0.082,344.2802,0.0012,343.7813,0.001,5.5629,0.0158,16.1083,0.0016,3.7701,0.0131,0.703,7.0E-4,-53.8264,0.082,0.064,10.375,0.063,0.376,0.198
545.0,545.0,4825.0,160.502793969886,18.26479992418814,DUP,0.441758863826519,344.3005,0.0036,343.7164,0.0025,26.3838,0.1604,16.9805,0.0033,4.0516,0.0171,0.4866,6.0E-4,-89.0933,0.0568,344.3005,0.0036,343.7164,0.0025,22.7149,0.0953,16.352,0.0023,3.9548,0.0103,0.4866,6.0E-4,-89.0933,0.0568,344.3005,0.0036,343.7164,0.0025,19.2143,0.0595,16.0677,0.0017,3.8625,0.0086,0.4866,6.0E-4,-89.0933,0.0568,344.3005,0.0036,343.7164,0.0025,15.4248,0.0944,15.9384,0.0031,3.7626,0.0142,0.4866,6.0E-4,-89.0933,0.0568,0.1184,11.069,0.047,1.07,0.104
546.0,546.0,2445.0,130.4808715333095,22.9868304981438,SER,0.433255084407022,343.6880,0.0025,343.6025,0.0045,18.1673,0.0983,18.1903,0.0032,2.983,0.0179,0.189,4.0E-4,6.9385,0.0306,343.6880,0.0025,343.6025,0.0045,16.5974,0.0669,17.3199,0.0024,3.6977,0.012,0.189,4.0E-4,6.9385,0.0306,343.6880,0.0025,343.6025,0.0045,15.0995,0.0775,16.9137,0.0026,4.3796,0.0192,0.189,4.0E-4,6.9385,0.0306,343.6880,0.0025,343.6025,0.0045,13.478,0.1216,16.6979,0.0044,5.1178,0.0323,0.189,4.0E-4,6.9385,0.0306,0.1098,10.687,0.052,-0.478,0.658
547.0,547.0,2810.0,145.5685004089704,26.52952865491708,SER,0.851779680697258,344.0986,0.0035,344.3192,0.0033,9.8316,0.1132,18.2809,0.0063,4.0934,0.0465,0.7493,0.0022,-72.8694,0.2909,344.0986,0.0035,344.3192,0.0033,9.2561,0.0737,17.2019,0.0041,4.6417,0.03,0.7493,0.0022,-72.8694,0.2909,344.0986,0.0035,344.3192,0.0033,8.7069,0.08,16.7865,0.0046,5.1647,0.038,0.7493,0.0022,-72.8694,0.2909,344.0986,0.0035,344.3192,0.0033,8.1125,0.1275,16.5628,0.0075,5.731,0.0629,0.7493,0.0022,-72.8694,0.2909,0.1343,10.886,0.045,-1.031,0.716
548.0,548.0,6398.0,206.9726420025701,-1.047890089453586,SER,0.378219557774425,344.9677,0.0014,343.7792,0.0014,34.2244,0.2013,16.6518,0.0031,5.4886,0.017,0.973,7.0E-4,-35.8016,0.8194,344.9677,0.0014,343.7792,0.0014,32.1033,0.128,15.8495,0.0021,5.5599,0.0111,0.973,7.0E-4,-35.8016,0.8194,344.9677,0.0014,343.7792,0.0014,30.0795,0.1169,15.5378,0.002,5.6278,0.0113,0.973,7.0E-4,-35.8016,0.8194,344.9677,0.0014,343.7792,0.0014,27.8888,0.1818,15.3555,0.0034,5.7013,0.0177,0.973,7.0E-4,-35.8016,0.8194,0.0762,10.733,0.021,-0.803,0.318
549.0,549.0,4324.0,161.9918919985224,13.31759270042401,SER,0.657835601984407,344.0712,0.0023,343.7719,9.0E-4,21.9266,0.0217,16.1249,8.0E-4,1.4733,0.002,0.2904,1.0E-4,69.2149,0.0083,344.0712,0.0023,343.7719,9.0E-4,21.2748,0.0132,15.2865,5.0E-4,1.684,0.0012,0.2904,1.0E-4,69.2149,0.0083,344.0712,0.0023,343.7719,9.0E-4,20.6529,0.0121,14.9079,4.0E-4,1.8849,0.0012,0.2904,1.0E-4,69.2149,0.0083,344.0712,0.0023,343.7719,9.0E-4,19.9797,0.02,14.6031,7.0E-4,2.1025,0.0019,0.2904,1.0E-4,69.2149,0.0083,0.0532,10.881,0.031,0.435,0.127
550.0,550.0,40.0,191.5013648610046,20.89500467772499,REX,0.364156783492337,344.4941,0.0041,343.8237,0.0038,10.1418,0.0269,18.2063,0.0022,1.3272,0.0054,0.9182,0.0012,59.4604,0.5717,344.4941,0.0041,343.8237,0.0038,9.6808,0.0167,17.6127,0.0014,1.5323,0.0027,0.9182,0.0012,59.4604,0.5717,344.4941,0.0041,343.8237,0.0038,9.2409,0.0213,17.2977,0.0016,1.7281,0.0043,0.9182,0.0012,59.4604,0.5717,344.4941,0.0041,343.8237,0.0038,8.7648,0.036,17.1655,0.003,1.94,0.0081,0.9182,0.0012,59.4604,0.5717,0.1327,10.531,0.045,0.449,0.099
551.0,551.0,5239.0,248.323278624603,13.84107118334633,SER,0.297732627917593,344.2367,0.0015,343.5106,0.0016,12.8207,0.0332,16.8504,0.0017,2.9835,0.0078,0.8249,6.0E-4,34.8858,0.1213,344.2367,0.0015,343.5106,0.0016,12.69,0.0208,15.9273,0.001,3.0849,0.0048,0.8249,6.0E-4,34.8858,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2367,0.0015,343.5106,0.0016,12.4302,0.0254,15.2593,0.0011,3.2863,0.0057,0.8249,6.0E-4,34.8858,0.1213,0.051,10.584,0.039,-0.268,0.371
552.0,552.0,9572.0,186.038338045837,7.529059944632946,SER,0.602039433171628,344.1306,0.0013,344.1066,0.0011,15.6348,0.0564,17.0577,0.0019,4.1065,0.0122,0.6149,4.0E-4,-76.516,0.0404,344.1306,0.0013,344.1066,0.0011,15.7684,0.0355,16.0086,0.0013,4.5907,0.0075,0.6149,4.0E-4,-76.516,0.0404,344.1306,0.0013,344.1066,0.0011,15.8959,0.039,15.6172,0.0012,5.0528,0.0084,0.6149,4.0E-4,-76.516,0.0404,344.1306,0.0013,344.1066,0.0011,16.034,0.0642,15.3641,0.002,5.5529,0.014,0.6149,4.0E-4,-76.516,0.0404,0.1261,11.343,0.025,-0.65,0.524
553.0,553.0,1956.0,220.6655542898873,28.28850290670307,SER,0.434690151510125,343.7267,0.0034,343.8983,0.0027,6.3031,0.0158,18.1263,0.0018,1.8927,0.0097,0.5871,0.001,86.5756,0.1045,343.7267,0.0034,343.8983,0.0027,5.8358,0.0112,17.4587,0.0014,1.8378,0.0067,0.5871,0.001,86.5756,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.7267,0.0034,343.8983,0.0027,4.9073,0.0141,16.9872,0.002,1.7289,0.0101,0.5871,0.001,86.5756,0.1045,0.1098,10.595,0.037,0.357,0.084
554.0,554.0,3683.0,191.093348724753,12.27723056695348,SER,0.553948037066014,343.9015,0.0019,344.2700,0.0022,17.9071,0.0204,17.1014,9.0E-4,1.5071,0.0023,0.7807,3.0E-4,37.9833,0.0735,343.9015,0.0019,344.2700,0.0022,17.124,0.0111,16.4142,6.0E-4,1.7727,0.0013,0.7807,3.0E-4,37.9833,0.0735,343.9015,0.0019,344.2700,0.0022,16.3767,0.0171,16.085,8.0E-4,2.0262,0.0022,0.7807,3.0E-4,37.9833,0.0735,343.9015,0.0019,344.2700,0.0022,15.5679,0.0312,15.938,0.0015,2.3006,0.0039,0.7807,3.0E-4,37.9833,0.0735,0.1177,10.864,0.045,0.807,0.097
555.0,555.0,1765.0,162.041144877858,0.9547020645558502,SER,0.50694487369991,343.7033,9.0E-4,344.2380,0.001,5.2245,0.0133,17.8249,0.0015,3.7656,0.0143,0.9092,7.0E-4,44.2318,0.2544,343.7033,9.0E-4,344.2380,0.001,5.0472,0.0076,16.9344,8.0E-4,3.8296,0.0081,0.9092,7.0E-4,44.2318,0.2544,343.7033,9.0E-4,344.2380,0.001,4.8781,0.0079,16.554,9.0E-4,3.8906,0.0087,0.9092,7.0E-4,44.2318,0.2544,343.7033,9.0E-4,344.2380,0.001,4.6951,0.014,16.3001,0.0017,3.9567,0.0156,0.9092,7.0E-4,44.2318,0.2544,0.1062,10.763,0.016,-1.457,0.817
556.0,556.0,1306.0,198.7990390936347,0.8032250138332229,SER,0.730348381419486,344.1485,0.0032,343.8912,0.0017,9.9602,0.0369,17.8346,0.0022,2.9507,0.013,0.2783,4.0E-4,63.102,0.0316,344.1485,0.0032,343.8912,0.0017,9.9605,0.0236,17.1673,0.0015,2.6743,0.0082,0.2783,4.0E-4,63.102,0.0316,344.1485,0.0032,343.8912,0.0017,9.9608,0.0227,16.7812,0.0015,2.4105,0.0068,0.2783,4.0E-4,63.102,0.0316,344.1485,0.0032,343.8912,0.0017,9.9611,0.0357,16.5976,0.0024,2.1249,0.0102,0.2783,4.0E-4,63.102,0.0316,0.1246,10.78,0.049,0.876,0.059
557.0,557.0,136.0,152.7566636096618,17.70631384099925,SER,0.519969594557205,343.2035,0.0115,344.9526,0.0057,23.2197,0.0387,17.4321,0.0015,0.9462,0.0026,0.4396,4.0E-4,82.245,0.0453,343.2035,0.0115,344.9526,0.0057,23.1519,0.0319,16.9442,0.0013,1.1579,0.0021,0.4396,4.0E-4,82.245,0.0453,343.2035,0.0115,344.9526,0.0057,23.0872,0.0534,16.7551,0.0021,1.3599,0.0037,0.4396,4.0E-4,82.245,0.0453,343.2035,0.0115,344.9526,0.0057,23.0171,0.0857,16.621,0.0031,1.5786,0.0061,0.4396,4.0E-4,82.245,0.0453,0.0788,9.995,0.052,0.255,0.063
558.0,558.0,4195.0,209.1380733912398,30.54200962820515,SER,0.478246486338515,344.0693,0.0053,343.2920,0.0075,22.0516,0.0513,17.2918,0.002,1.1663,0.004,0.6637,6.0E-4,-12.6956,0.1033,344.0693,0.0053,343.2920,0.0075,22.8027,0.0436,16.432,0.0015,1.6164,0.0033,0.6637,6.0E-4,-12.6956,0.1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0693,0.0053,343.2920,0.0075,24.2952,0.109,15.8018,0.003,2.5108,0.0084,0.6637,6.0E-4,-12.6956,0.1033,0.1135,11.051,0.033,0.175,0.118
559.0,559.0,7732.0,43.02059580478293,-7.089262486291243,REX,0.448445231160807,344.3127,0.0045,343.8397,0.0046,12.7163,0.008,17.5337,7.0E-4,0.5347,0.0011,0.9681,4.0E-4,13.9675,0.5932,344.3127,0.0045,343.8397,0.0046,12.6096,0.0049,16.9013,4.0E-4,0.6022,6.0E-4,0.9681,4.0E-4,13.9675,0.5932,344.3127,0.0045,343.8397,0.0046,12.5078,0.0067,16.6384,6.0E-4,0.6667,9.0E-4,0.9681,4.0E-4,13.9675,0.5932,344.3127,0.0045,343.8397,0.0046,12.3975,0.0115,16.4678,9.0E-4,0.7364,0.0016,0.9681,4.0E-4,13.9675,0.5932,0.0633,10.156,0.039,-0.016,0.087
560.0,560.0,4266.0,238.1629623374901,11.00857961470374,SER,0.443169646645309,115.6989,0.003,115.2624,0.0025,5.8937,0.0062,17.9614,0.0011,0.5702,0.0032,0.5398,6.0E-4,51.6151,0.0652,115.6989,0.003,115.2624,0.0025,5.8134,0.0039,17.2346,9.0E-4,0.7111,0.002,0.5398,6.0E-4,51.6151,0.0652,115.6989,0.003,115.2624,0.0025,5.7368,0.005,16.9496,0.0012,0.8455,0.003,0.5398,6.0E-4,51.6151,0.0652,115.6989,0.003,115.2624,0.0025,5.6538,0.0083,16.6842,0.0012,0.9911,0.0051,0.5398,6.0E-4,51.6151,0.0652,0.0724,10.276,0.039,0.691,0.043
561.0,561.0,1177.0,199.1676078560823,29.06815097190873,SER,0.41881003595424,344.1601,0.003,343.7948,0.0037,6.249,0.0076,17.7495,0.001,0.9456,0.0028,0.7435,6.0E-4,24.3692,0.1399,344.1601,0.003,343.7948,0.0037,6.2247,0.0069,17.425,0.001,1.0635,0.0024,0.7435,6.0E-4,24.3692,0.1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.1601,0.003,343.7948,0.0037,6.1765,0.0153,17.1871,0.0019,1.2978,0.0064,0.7435,6.0E-4,24.3692,0.1399,0.085,9.78,0.074,0.428,0.05
562.0,562.0,2045.0,211.6374071405614,-3.199859647967397,SER,0.371090512504426,344.8486,0.0017,343.8998,0.0018,7.3805,0.0424,18.0826,0.0033,3.2169,0.0234,0.9104,0.0014,43.601,0.5029,344.8486,0.0017,343.8998,0.0018,7.7904,0.0228,17.0053,0.0018,4.1848,0.0126,0.9104,0.0014,43.601,0.5029,344.8486,0.0017,343.8998,0.0018,8.1815,0.0357,16.5461,0.0023,5.1083,0.0173,0.9104,0.0014,43.601,0.5029,344.8486,0.0017,343.8998,0.0018,8.6049,0.0653,16.2417,0.0036,6.1079,0.0317,0.9104,0.0014,43.601,0.5029,0.1133,10.876,0.034,-1.221,0.859
563.0,563.0,6791.0,242.6544586447766,5.868083145836969,SER,0.734007891737167,343.9908,0.0033,344.0316,0.0039,7.2414,0.0195,18.4987,0.0025,1.1191,0.008,0.7714,0.0014,-23.673,0.2444,343.9908,0.0033,344.0316,0.0039,6.6155,0.0116,17.6737,0.0013,1.7152,0.0053,0.7714,0.0014,-23.673,0.2444,343.9908,0.0033,344.0316,0.0039,6.0184,0.0152,17.2314,0.0019,2.284,0.0101,0.7714,0.0014,-23.673,0.2444,343.9908,0.0033,344.0316,0.0039,5.372,0.0264,17.1282,0.0028,2.8997,0.0174,0.7714,0.0014,-23.673,0.2444,0.0916,10.183,0.025,-0.31,0.032
564.0,564.0,7262.0,218.7141029863531,-2.411049577643384,REX,0.437250617957916,344.3458,0.0022,344.1520,0.0025,9.3746,0.0108,18.0866,9.0E-4,1.3402,0.0024,0.8744,5.0E-4,13.4275,0.171,344.3458,0.0022,344.1520,0.0025,9.3795,0.0073,17.4671,6.0E-4,1.4153,0.0016,0.8744,5.0E-4,13.4275,0.171,344.3458,0.0022,344.1520,0.0025,9.3841,0.0085,17.107,0.0013,1.4869,0.0018,0.8744,5.0E-4,13.4275,0.171,344.3458,0.0022,344.1520,0.0025,9.3891,0.0135,16.9512,0.001,1.5645,0.0028,0.8744,5.0E-4,13.4275,0.171,0.1509,10.737,0.043,1.091,0.057
565.0,565.0,3126.0,232.1767231996637,16.3600177631171,SER,0.48043987353418,344.3865,0.0029,343.4261,0.0034,7.2805,0.0094,18.0953,0.0012,0.9866,0.0039,0.4678,5.0E-4,40.92,0.0572,344.3865,0.0029,343.4261,0.0034,6.9774,0.0063,17.3292,9.0E-4,1.0874,0.0023,0.4678,5.0E-4,40.92,0.0572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.3865,0.0029,343.4261,0.0034,6.375,0.0138,16.7316,0.0017,1.2877,0.0066,0.4678,5.0E-4,40.92,0.0572,0.1098,10.642,0.046,0.528,0.111
566.0,566.0,519.0,242.6982070121876,32.40073747278548,SER,0.479739873781682,114.4283,0.0098,114.3904,0.0107,17.4002,0.0504,17.6064,0.0025,1.197,0.0048,0.7038,0.001,43.2017,0.2034,114.4283,0.0098,114.3904,0.0107,16.5996,0.039,16.9529,0.0022,1.2763,0.0038,0.7038,0.001,43.2017,0.2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4283,0.0098,114.3904,0.0107,15.0089,0.0772,16.4748,0.0042,1.4339,0.009,0.7038,0.001,43.2017,0.2034,0.122,10.815,0.04,0.574,0.114
567.0,567.0,5332.0,167.5262712023402,26.12588076302778,DUP,0.620137225188109,114.9538,0.0032,114.9180,0.0055,16.4997,0.0848,18.1318,0.0043,1.4588,0.0108,0.3805,4.0E-4,0.4979,0.0543,114.9538,0.0032,114.9180,0.0055,15.8707,0.0551,17.238,0.0026,2.2024,0.0069,0.3805,4.0E-4,0.4979,0.0543,114.9538,0.0032,114.9180,0.0055,15.2704,0.064,16.858,0.0025,2.9119,0.0105,0.3805,4.0E-4,0.4979,0.0543,114.9538,0.0032,114.9180,0.0055,14.6207,0.1037,16.6751,0.0041,3.6799,0.018,0.3805,4.0E-4,0.4979,0.0543,0.1544,11.165,0.037,0.499,0.147
568.0,568.0,2034.0,342.6913648411214,-8.549720323840223,SER,0.31704526183312,573.4358,0.0018,572.2936,0.0022,6.8612,0.0144,17.2368,0.0011,2.7824,0.007,0.7028,7.0E-4,-6.7157,0.0884,573.4358,0.0018,572.2936,0.0022,8.1821,0.0141,16.8341,0.001,3.0165,0.0054,0.7028,7.0E-4,-6.7157,0.0884,573.4358,0.0018,572.2936,0.0022,9.4425,0.0263,16.6198,0.0021,3.2398,0.0077,0.7028,7.0E-4,-6.7157,0.0884,573.4358,0.0018,572.2936,0.0022,10.8068,0.0422,16.4407,0.002,3.4815,0.012,0.7028,7.0E-4,-6.7157,0.0884,0.0626,9.682,0.076,0.485,0.07
569.0,569.0,3090.0,216.1758085091021,3.928038624293114,SER,0.523958546502777,572.7617,0.0014,573.0619,0.0019,5.3564,0.0242,18.389,0.0028,3.8502,0.0353,0.4272,9.0E-4,23.6086,0.0636,572.7617,0.0014,573.0619,0.0019,5.1317,0.0151,17.4201,0.0017,4.1024,0.0216,0.4272,9.0E-4,23.6086,0.0636,572.7617,0.0014,573.0619,0.0019,4.9172,0.0148,16.9544,0.0017,4.343,0.0214,0.4272,9.0E-4,23.6086,0.0636,572.7617,0.0014,573.0619,0.0019,4.6851,0.024,16.7506,0.0028,4.6035,0.0355,0.4272,9.0E-4,23.6086,0.0636,0.1124,10.661,0.035,-1.509,0.829
570.0,570.0,2846.0,172.9854011090086,19.17941681661579,SER,0.407888333433801,115.2906,9.0E-4,114.9351,0.0012,5.9626,0.0096,17.4094,0.0011,2.435,0.0074,0.6533,5.0E-4,36.7508,0.0582,115.2906,9.0E-4,114.9351,0.0012,5.6595,0.0062,16.5006,7.0E-4,2.4847,0.0046,0.6533,5.0E-4,36.7508,0.0582,115.2906,9.0E-4,114.9351,0.0012,5.3702,0.0052,16.0971,7.0E-4,2.5321,0.0042,0.6533,5.0E-4,36.7508,0.0582,115.2906,9.0E-4,114.9351,0.0012,5.0571,0.0078,15.846,9.0E-4,2.5835,0.0066,0.6533,5.0E-4,36.7508,0.0582,0.1061,11.092,0.017,0.046,0.12
571.0,571.0,1247.0,205.5418696303708,-2.753227252586914,SER,0.402652785720802,343.7320,0.0023,344.7094,0.0016,15.8412,0.0284,17.621,0.0013,1.8718,0.0044,0.403,3.0E-4,-54.4988,0.0246,343.7320,0.0023,344.7094,0.0016,14.6457,0.0186,16.6797,9.0E-4,2.0306,0.0029,0.403,3.0E-4,-54.4988,0.0246,343.7320,0.0023,344.7094,0.0016,13.5049,0.0177,16.2683,9.0E-4,2.182,0.0032,0.403,3.0E-4,-54.4988,0.0246,343.7320,0.0023,344.7094,0.0016,12.2701,0.0269,16.0201,0.0014,2.346,0.0051,0.403,3.0E-4,-54.4988,0.0246,0.1082,11.203,0.052,-0.452,0.82
