Group,Gal,zmemb,ra,dec,logSFR_NUV,logSFR_FUV,RE_g,n_g,RE_r,n_r,RE_i,n_i,RE_z,n_z,e_RE_g,e_n_g,e_RE_r,e_n_r,e_RE_i,e_n_i,e_RE_z,e_n_z,m_g_corrected,m_r_corrected,m_i_corrected,m_z_corrected,ebv
140,3,0.025391,203.3288817755592,11.11713539728828,0.4399201486209776,0.4379746849983448,35.7859,7.1749,30.8509,6.9005,26.1421,6.6387,21.0449,6.3553,0.1096,0.0117,0.0661,0.0078,0.0494,0.0076,0.0791,0.0116,15.923381944559257,15.211990976017367,14.880081221622708,14.665736748583365,0.03348682
143,1,0.023086,204.8640211671729,4.510612238136396,0.3705378302375184,0.3364380341535682,26.4918,0.8464,25.6886,0.8735,24.9221,0.8993,24.0924,0.9272,0.0085,0.0006,0.0054,0.0004,0.0071,0.0005,0.0119,0.0009,15.635485813535764,15.139632644422106,14.85427503147687,14.711949467878187,0.031193567
143,2,0.022968,204.8738495829156,4.511382287086172,-0.4785877355258652,-0.6023230476717831,14.1119,3.0987,15.1139,3.1823,16.0699,3.262,17.1048,3.3484,0.0421,0.0088,0.0267,0.0054,0.0417,0.0063,0.0713,0.0107,17.230862993106715,16.671775230637937,16.394229547783056,16.254782876983437,0.03103321
143,4,0.023086,204.8841890871623,4.507998329909306,-0.1127555859379914,-0.06277085087562284,7.0761,0.8908,7.1164,0.8758,7.1549,0.8614,7.1965,0.8459,0.0171,0.0058,0.0135,0.0035,0.0204,0.0053,0.0323,0.0092,18.57828013416127,18.398800876756084,18.27109351893844,18.22242678354484,0.030774005
143,3,0.023086,204.8797294793813,4.513227684715813,-0.4806523466189869,-0.4683826061497154,5.9185,1.1886,6.1228,1.1951,6.3177,1.2014,6.5288,1.2082,0.0117,0.0054,0.0089,0.0036,0.0139,0.0048,0.0223,0.0078,18.16051434744435,17.88593196121555,17.7491088441048,17.672997081634932,0.030977024
144,2,0.119112,206.3739240823398,18.2224324421684,1.123419075639898,1.1130699253584915,86.2906,4.5837,76.6304,6.5908,0.0,0.0,57.4355,nan,0.5648,0.0155,0.5243,0.0209,0.0,0.0,0.8638,nan,17.248174117826917,16.12912853153341,nan,15.338120043556057,0.02066651
144,3,0.119112,206.3780771794783,18.23846231833816,1.3668477672055541,1.342163114656195,13.9409,0.8658,13.6524,1.0702,0.0,0.0,13.0791,1.4764,0.0124,0.0013,0.015,0.0018,0.0,0.0,0.0402,0.0055,17.219215378388853,16.788714098442465,nan,16.46140194267972,0.021126656
144,4,0.081961,206.3909411105383,18.23071152115285,1.2278661072864967,1.2671350301729483,8.3432,1.2821,7.2807,1.755,0.0,0.0,5.1696,2.6948,0.0167,0.0052,0.0171,0.0094,0.0,0.0,0.0413,0.0283,18.274230941415233,17.854123097421922,nan,17.522839091558478,0.021079417
146,1,0.13067,206.8502546075268,32.53334980983207,0.9217773883050775,0.9043775682688242,8.0995,0.7954,8.0531,0.9368,0.0,0.0,7.9609,1.2177,0.0092,0.002,0.0073,0.0015,0.0,0.0,0.0145,0.0035,17.843507285822128,17.0607243323594,-124715178686.33244,16.497455053716088,0.015752
146,3,0.087133,206.8669190494493,32.52433053828361,1.093190952569799,1.1023530972843094,8.9517,1.1105,8.6852,1.2088,0.0,0.0,8.1555,1.4041,0.0089,0.0019,0.0071,0.0015,0.0,0.0,0.0154,0.0038,17.236938509916428,16.793326162132757,-91835727201.97069,16.390943809936473,0.015829
146,4,0.131022,206.8797662931948,32.50653603791652,0.8985920833193362,0.75616406567101,13.9721,1.9142,13.298,2.4251,0.0,0.0,11.9586,3.4403,0.043,0.0077,0.0328,0.0066,0.0,0.0,0.0721,0.0173,17.46039617729167,16.729894456291614,-124932094664.40392,16.162056178643564,0.01577
146,2,0.13067,206.86315682915708,32.5054682977758,0.5601489950399365,0.678121130270462,6.503,1.5152,5.9965,1.6179,0.0,0.0,4.99,1.822,0.0211,0.0095,0.0153,0.0068,0.0,0.0,0.0192,0.0128,18.887604344196866,17.916638956716504,-124750843357.14209,17.248089731681485,0.015682
147,1,0.062163,207.3243305899412,21.67886387440113,1.054627775657485,1.0391962296651194,18.1521,0.9371,18.8194,1.2348,0.0,0.0,20.1452,1.8262,0.0113,0.001,0.0133,0.0011,0.0,0.0,0.0357,0.0031,16.196775569583618,15.60324522262951,nan,15.132352634418083,0.0229171
147,2,0.062163,207.3302050149429,21.68317002740242,0.19046231266323765,0.1784280714501012,2.795,3.4592,2.8685,3.1126,0.0,0.0,3.0144,2.4238,0.0144,0.054,0.0119,0.0374,0.0,0.0,0.0308,0.0878,18.92219540724348,18.69239455626994,nan,18.52093828410715,0.023070648
147,3,0.062163,207.3475476517366,21.69764285275039,0.5392003660731319,0.5767944384340211,17.3317,1.041,16.4243,1.1024,0.0,0.0,14.6215,1.2245,0.0382,0.0036,0.031,0.0031,0.0,0.0,0.0671,0.0079,18.117545784920207,17.48753607392145,nan,17.020728763920207,0.023047712
148,2,0.084285,208.8376413738763,6.556430103409631,1.0696733800476164,1.0326657920199676,23.6686,1.2418,21.6783,1.3342,19.7793,1.4223,17.7236,1.5177,0.0392,0.0025,0.0255,0.0015,0.0266,0.0019,0.0419,0.0033,17.167103167363848,16.380167886692472,16.005047228276837,15.783955117480994,0.025018973
148,4,0.083417,208.8599605956549,6.56629489961704,0.45421490290536326,0.4268655771335297,7.4723,1.9387,7.2773,2.0309,7.0912,2.1189,6.8898,2.2141,0.0203,0.008,0.0131,0.0047,0.0151,0.0056,0.0246,0.0098,20.71128295201433,20.436314792418358,20.23830730571191,20.327551654869133,0.025183493
148,1,0.083352,208.8225504975571,6.562008871012385,0.6761633148656401,0.6899372165588016,11.7442,1.6764,11.597,2.0047,11.4566,2.318,11.3045,2.6571,0.016,0.0034,0.0101,0.002,0.0124,0.0026,0.0208,0.0046,17.238155694061,16.268434827410683,15.844070738898546,15.565434722201392,0.024969792
148,3,0.084285,208.8462058638437,6.548350787055839,1.023370431921185,1.0726594823786826,11.8172,1.0565,11.0061,1.2857,10.2321,1.5044,9.3943,1.7412,0.0339,0.0061,0.0211,0.0041,0.0297,0.0069,0.0507,0.0117,18.62269644668786,18.06448831400051,17.73478873756051,17.614954691544217,0.024912817
149,4,0.067788,210.466954744732,-3.205265815364832,0.2202390317972185,0.2821413690714074,11.9133,0.7445,11.7183,0.8824,11.5322,1.014,11.3307,1.1565,0.0127,0.0027,0.0081,0.0017,0.01,0.0021,0.0166,0.0036,18.035253979467598,17.33317990225653,16.98882475752834,16.776710979018254,0.06122826
149,2,0.067788,210.4450919949291,-3.174171328079091,1.773564472525738,1.8292935028327832,12.2701,0.5354,11.7738,0.6923,11.3001,0.842,10.7874,1.0041,0.0186,0.0024,0.0135,0.0016,0.0186,0.0026,0.0296,0.0045,18.526019545898407,17.815120224184593,17.45779458962309,17.267730920021492,0.06288157
149,1,0.067956,210.4362564194164,-3.156001730929726,1.21293121401877,1.2532887518486717,27.7953,0.7855,25.5089,0.9659,23.3273,1.138,20.9657,1.3243,0.0214,0.0014,0.0143,0.0009,0.0145,0.0011,0.022,0.0017,17.254543350509046,16.312735871100642,15.838409401040446,15.518769734172066,0.06364775
151,2,0.088637,210.9746131166839,26.36004322520999,0.864420341657258,0.9200655899140653,20.1963,0.6351,19.0219,0.7705,0.0,0.0,16.6882,1.0395,0.0217,0.0021,0.0156,0.0013,0.0,0.0,0.0339,0.004,17.83893527337612,17.016088516714305,nan,16.353410394205017,0.017651929
151,3,0.088637,210.9835914026334,26.37231145817395,1.0312879062417188,1.0923990179227179,12.5291,2.9126,11.3264,3.2704,0.0,0.0,8.9366,3.9813,0.0362,0.0109,0.0231,0.0065,0.0,0.0,0.0485,0.0196,17.622448129727676,16.752225985687634,nan,16.082548487151943,0.017693099
151,1,0.088637,210.9720324163159,26.36683525719871,0.5621223021275608,0.6735673014753107,6.2379,0.9757,5.8187,1.1422,0.0,0.0,4.9858,1.4729,0.012,0.0047,0.0107,0.0049,0.0,0.0,0.0238,0.0135,18.31750079218894,17.832564516945403,nan,17.431896669118483,0.017593915
151,4,0.088984,210.9934452293335,26.39356584573962,nan,0.7473360151106228,27.6275,0.9792,26.4499,1.2641,0.0,0.0,24.11,1.8304,0.0313,0.0019,0.0218,0.0014,0.0,0.0,0.059,0.0044,nan,nan,nan,nan,0.017376738
152,2,0.061681,211.1886959504434,24.19283421747403,0.9387711640924614,0.9838523746063856,12.7522,1.6562,12.1248,1.9251,0.0,0.0,10.8782,2.4595,0.0277,0.0059,0.0232,0.0055,0.0,0.0,0.0551,0.0148,17.808030980731758,17.178604138903214,nan,16.68401841592675,0.021618584
152,4,0.061681,211.2175401345374,24.17235869590111,0.008571899053983145,0.04990831209288693,12284.189,nan,11096.3611,nan,0.0,0.0,8736.1528,nan,2055.5018,nan,1559.9009,nan,0.0,0.0,1937.4098,nan,18.9288144457463,18.478571405727266,nan,18.167666697171928,0.021851908
152,1,0.061681,211.1789376181356,24.18595482555581,0.9991110829257241,1.0603324351915777,8.892,1.059,8.5569,1.5445,0.0,0.0,7.8909,2.5092,0.1263,0.0258,0.1718,0.0472,0.0,0.0,0.4764,0.1429,20.23457923360591,19.934257721560066,nan,19.70905333012419,0.021670466
154,3,0.037372,212.8613899081116,-29.67362339446398,0.4863160735188661,0.46036314815202317,20.1399,1.6663,20.8407,2.2016,21.5093,2.7123,22.233,3.2652,0.0735,0.0063,0.0316,0.0025,0.0538,0.0041,0.108,0.0086,16.438423128733408,15.369502431605502,14.932613156016075,14.61170736204655,0.05995871
154,4,0.037372,212.8613665823259,-29.63580712305456,0.4071235222148335,0.380661891572073,30.4758,0.637,30.5356,0.8391,30.5926,1.032,30.6544,1.2407,0.0279,0.0014,0.0124,0.0005,0.0238,0.0011,0.046,0.0022,16.049708048722845,15.419983962266954,15.139193541617697,14.951403433235738,0.05835739
155,2,0.059665,213.2258035175576,23.3377822835228,0.24382651713891157,0.1574379695886048,4.2899,0.9843,4.3174,1.0135,0.0,0.0,4.3722,1.0713,0.006,0.0073,0.0056,0.0063,0.0,0.0,0.0134,0.0159,20.996975683551316,20.675390838973247,nan,20.667836486223447,0.020417146
155,3,0.059665,213.2293041745812,23.33653703430425,0.5221335022738387,0.6000643909529852,3.0806,2.6303,3.3407,2.8249,0.0,0.0,3.8575,3.2117,0.0243,0.0772,0.033,0.0806,0.0,0.0,0.0965,0.23,20.836604032014215,20.448836841477146,nan,20.401228366657495,0.02043405
155,1,0.059665,213.2155820397195,23.33220155204234,0.26323145779322665,0.19192170554157073,21.9795,1.0247,21.863,1.2175,0.0,0.0,21.6315,1.6005,0.047,0.0038,0.0448,0.0037,0.0,0.0,0.1141,0.0099,17.834064557945414,17.392278581096154,nan,17.054552733510093,0.02020742
155,4,0.05979,213.2378299669402,23.31804334397334,0.3124491313368356,0.2580340399855974,7.7469,1.2775,7.3299,1.2979,0.0,0.0,6.5013,1.3384,0.0144,0.0047,0.01,0.0032,0.0,0.0,0.0181,0.007,17.998927299629614,17.29269568653298,nan,16.771665696151526,0.020281145
157,1,0.029579,215.4999678224083,28.86918226815317,-0.06572007212072783,-0.21529956459402833,38.6656,1.1438,39.5695,1.4042,0.0,0.0,41.3657,1.9216,0.1088,0.0039,0.1229,0.0043,0.0,0.0,0.34,0.0124,16.832644170376525,16.285028602166516,nan,15.882533984175776,0.014183112
157,3,0.029579,215.5025057406916,28.863960761391,-0.33301236654370925,-0.4093446957370226,33.9885,0.5933,33.3049,0.7854,0.0,0.0,31.9467,1.1672,0.0455,0.0026,0.0534,0.0029,0.0,0.0,0.1446,0.0088,17.716369230923807,17.338550364786336,nan,16.999485971306793,0.014094932
157,4,0.0354,215.5173209036256,28.86660178776914,-0.14503497950955868,-0.06095788228767951,3.016,1.4094,3.1694,1.5521,0.0,0.0,3.4741,1.8356,0.007,0.0158,0.0071,0.015,0.0,0.0,0.0204,0.0394,18.55612100011783,18.429243036610334,nan,18.306947250229555,0.014121515
158,4,0.058862,216.5532729623645,29.69492654057706,0.896075819896808,0.8935463615370001,21.881,0.9217,22.1395,1.4243,0.0,0.0,22.6532,2.423,0.0152,0.0012,0.0193,0.0016,0.0,0.0,0.0534,0.0048,16.37726164523179,15.625308521046417,nan,14.989573075174293,0.016812883
158,1,0.059246,216.5356359016363,29.72669130498612,0.47822320899716253,0.4158842461774075,15.5424,1.3008,15.9139,1.3041,0.0,0.0,16.6519,1.3106,0.0299,0.0032,0.0251,0.0024,0.0,0.0,0.0617,0.0056,17.143881820849092,16.642530213805177,nan,16.27109025996081,0.017221302
158,3,0.08677,216.5487054032538,29.71449333721601,1.364376934860136,1.414033278938314,21.0914,0.9711,21.0699,1.0706,0.0,0.0,21.0271,1.2683,0.0796,0.0052,0.0713,0.0044,0.0,0.0,0.1617,0.0109,18.21678654068201,17.585343289840065,nan,17.09791740480955,0.016970709
158,2,0.05853,216.5451448858078,29.74552186279333,0.28940921155796673,0.1739389032047569,16.0137,0.8479,16.0509,0.9501,0.0,0.0,16.1247,1.153,0.081,0.0068,0.0639,0.0049,0.0,0.0,0.1368,0.012,18.16048420446915,17.57958188162292,nan,17.183164942292183,0.017025635
159,2,0.054808,219.221051338999,12.13901051400059,1.0914498437111586,1.1371803378646952,16.9631,1.5653,17.0516,1.6248,17.1361,1.6816,17.2276,1.743,0.0442,0.005,0.0262,0.0028,0.0374,0.0038,0.0654,0.0069,17.187927306786992,16.477567797892643,16.162560799160907,15.954580081597125,0.027816731
159,1,0.054808,219.2209261720926,12.16126139104753,0.5481028168457982,0.5798185264011515,32.6258,2.3576,36.1443,2.9634,39.5014,3.5415,43.1355,4.1673,0.0831,0.005,0.0584,0.0033,0.1007,0.0051,0.1689,0.0085,16.092280331664902,15.176370237189282,14.77932743216718,14.507079386082578,0.026866361
159,3,0.055027,219.2428588429306,12.16787348845842,nan,0.34156342677180085,25.8339,0.8907,25.8049,1.2764,25.7772,1.6445,25.7472,2.0429,0.0188,0.0013,0.0134,0.0009,0.0206,0.0015,0.0338,0.0025,nan,nan,nan,nan,0.026437096
159,4,0.188742,219.2652855248565,12.17632928967613,1.6704187501357204,1.7145994227144925,1.1865,nan,1.9294,nan,2.6382,nan,3.4055,nan,0.0254,nan,0.029,nan,0.0563,nan,0.0896,nan,18.568035125056433,17.88147252508742,17.325708281935945,17.440845665365853,0.025694022
160,3,0.030822,219.7153122101575,9.046957064626492,0.20376137134947925,0.20973674789400754,6.3725,1.9063,6.0887,1.8237,5.8179,1.7448,5.5247,1.6594,0.0078,0.0042,0.0053,0.0026,0.0055,0.0025,0.0083,0.0041,17.135368192860962,16.50694622508507,16.235596369740648,16.03001627134467,0.036673956
160,1,0.030605,219.6912603223076,9.04091980277455,-0.41635442458516536,-0.37790652350914655,5.8455,4.0641,6.6603,3.9393,7.4377,3.8201,8.2793,3.6912,0.0386,0.0308,0.0303,0.0202,0.0499,0.0223,0.0808,0.0355,18.128433870928188,17.621358181414248,17.44297907407645,17.302546520243677,0.036624976
160,2,0.030822,219.6972295133376,9.03095727003908,0.37672925244093136,0.4142767658281059,5.5472,nan,3.7181,nan,1.9728,nan,nan,9.006,0.026,nan,0.0173,nan,0.0092,nan,nan,0.2409,20.980087528135677,21.076641172821123,20.913579689143702,21.113591224241443,0.036746163
160,4,0.086179,219.7307285148444,9.055148947980484,1.3352419157824862,1.3298874975594952,10.9904,0.8044,10.9386,0.8917,10.8892,0.9749,10.8357,1.065,0.0097,0.0018,0.0075,0.001,0.0112,0.0017,0.0178,0.003,17.125093331258647,16.75360793342558,16.43483888642049,16.452919529710147,0.036391232
162,4,0.070224,222.7341134985892,21.73695668393236,0.3965702161810185,0.29723208252215017,244.0008,9.9548,264.1949,nan,0.0,0.0,304.3206,nan,4.35,0.0482,3.3845,nan,0.0,0.0,8.3618,nan,16.73267730656378,15.838836439502858,nan,15.144531038323127,0.032834783
162,2,0.070224,222.698087709932,21.75550980625253,0.2066794028414325,0.2545354489362577,13.151,0.7852,12.9758,0.8702,0.0,0.0,12.6278,1.039,0.0648,0.007,0.0641,0.0073,0.0,0.0,0.1603,0.0206,18.99776062755231,18.70770629600084,nan,18.453973619250284,0.032372277
162,1,0.070224,222.6836429206116,21.75444834306291,0.19898737674097156,0.4164115032190292,2.4171,2.8208,2.683,2.6648,0.0,0.0,3.2112,2.3548,0.0071,0.0262,0.0065,0.0177,0.0,0.0,0.0163,0.0388,18.587134001688007,18.146780606357197,nan,17.792112555125254,0.03202837
162,3,0.059624,222.7211992797918,21.74704962514413,nan,0.3723517800130427,14.1769,1.1586,13.5345,1.426,0.0,0.0,12.2581,1.9574,0.0143,0.0021,0.0114,0.0019,0.0,0.0,0.0241,0.0048,nan,nan,nan,nan,0.0327821
164,1,0.07397,226.257393613647,8.709469189893905,1.1620102757173782,1.112395161946564,14.6275,1.3321,14.487,1.4363,14.353,1.5358,14.2079,1.6434,0.0111,0.0015,0.0072,0.001,0.0095,0.0013,0.0157,0.0021,16.549357463239364,15.963024189594066,15.621027425292576,15.48493826504063,0.033906676
164,2,0.07397,226.2709126721782,8.731861193811778,0.5462417834940112,0.6296959915662939,16.1659,1.692,14.7061,2.4875,13.3132,3.2466,11.8054,4.0682,0.0733,0.0142,0.0485,0.0111,0.0598,0.0192,0.0972,0.0315,18.741162492686016,17.79661188239761,17.347042311561417,17.06185783518968,0.03479361
164,3,0.073949,226.2740593596376,8.71686874945827,0.11238078535746254,0.1616621476789728,7.1944,1.285,6.9613,1.4255,6.7388,1.5595,6.498,1.7046,0.009,0.0039,0.0061,0.0027,0.007,0.0035,0.011,0.0055,17.87935878653811,17.18305668847196,16.844059449317257,16.654029414090147,0.034626346
164,4,0.07397,226.2860016960066,8.741545801688666,0.5358232135773395,0.5799161882596149,8.3617,0.3971,8.3642,0.4699,8.3665,0.5392,8.3691,0.6144,0.0138,0.0039,0.0113,0.0026,0.0153,0.0042,0.023,0.0071,18.596629903647855,18.32694471221544,18.030193120484864,18.084256195629635,0.034757935
165,4,0.05849,226.9098608436222,28.81407667194163,0.6525140888401797,0.7140626361670375,9.355,1.1517,8.9532,1.3759,0.0,0.0,8.1548,1.8214,0.0122,0.003,0.0093,0.0023,0.0,0.0,0.0217,0.0064,17.69362113248623,16.825468517166044,nan,16.174677643563253,0.027293438
165,1,0.05809,226.8570453536956,28.84742332859366,0.01180301693940855,0.06621544267448343,19.6879,0.5895,19.2629,0.8892,0.0,0.0,18.4184,1.4847,0.0481,0.0048,0.05,0.0049,0.0,0.0,0.1342,0.0151,18.44066239231728,17.876637769294913,nan,17.42071242510213,0.025849871
168,4,0.033404,228.187522824389,26.58034235816466,-0.24200339567767237,-0.21818675976379787,13.62,1.297,13.0952,1.3789,0.0,0.0,12.0524,1.5415,0.0411,0.0056,0.0357,0.005,0.0,0.0,0.096,0.0146,18.177579615890004,17.73023134893518,nan,17.405342678278807,0.05411434
168,2,0.032967,228.1551079683782,26.57635339860423,-0.4209898010676447,-0.4414443901917391,23.0896,1.108,24.3621,1.1616,0.0,0.0,26.8907,1.2681,0.0443,0.0033,0.0484,0.0031,0.0,0.0,0.1383,0.0087,17.92603136807482,17.681842007189246,nan,17.460368895402095,0.054949567
168,3,0.033404,228.1697898704123,26.57489943229878,0.17711945785323913,0.1791390264970243,14.485,1.376,14.3798,1.3788,0.0,0.0,14.1707,1.3842,0.029,0.004,0.0291,0.0038,0.0,0.0,0.0806,0.0105,17.957232823635792,17.746749522688653,nan,17.57858118623017,0.054666076
170,4,0.081006,230.1988059847707,30.45536469076909,0.7277907015174083,0.6830835330462399,17.368,1.6866,18.0502,1.9736,0.0,0.0,19.4057,2.5438,0.0314,0.0035,0.0254,0.0027,0.0,0.0,0.0671,0.0068,16.642402745930024,15.803945546912004,nan,15.193009704903199,0.022539776
170,3,0.080169,230.1779676599777,30.4613786498883,0.5913336482062093,0.5783249897595582,14.8708,0.6379,14.5983,0.7912,0.0,0.0,14.0569,1.0959,0.0234,0.0021,0.0223,0.002,0.0,0.0,0.0541,0.0057,17.72809507948449,17.131031734109936,nan,16.67591848735991,0.0225059
170,2,0.031084,230.1592807323631,30.47167968523914,nan,0.5182632893023609,14.0293,0.6771,14.4971,0.7944,0.0,0.0,15.4266,1.0276,0.0062,0.0006,0.0063,0.0006,0.0,0.0,0.0162,0.0015,nan,nan,nan,nan,0.022357415
170,1,0.081006,230.157390605461,30.47844068127143,0.5227696714747623,0.5372603900012844,6.3069,1.6527,5.7624,1.7701,0.0,0.0,4.6805,2.0034,0.0148,0.0099,0.0101,0.0071,0.0,0.0,0.0208,0.0177,18.384905558406572,17.740460334079174,nan,17.230835932767942,0.022253089
171,3,0.112833,230.9601570421855,2.672556271922697,0.6634607321693942,0.7390879861251065,11.1392,6.8773,9.6354,6.3003,8.2006,5.7497,6.6474,5.1537,0.1639,0.0782,0.0949,0.0472,0.0612,0.0392,0.1051,0.0642,18.244091737843572,17.441742432118026,16.982307971976063,16.77245604902817,0.044658124
171,2,0.020865,230.9415084439488,2.67026416322864,-0.19673834702027193,-0.26607718789076884,13.4541,2.1125,13.8775,1.9715,14.2815,1.837,14.7188,1.6914,0.0185,0.0033,0.0118,0.0021,0.0171,0.0024,0.0289,0.0039,16.382538329042028,15.946439339434708,15.685919096558038,15.583887627465968,0.045394827
171,1,0.052511,230.9219656491059,2.666691082692337,1.1286275432720263,1.1485686867915454,34.382,1.2023,31.7543,1.4562,29.2472,1.6983,26.5332,1.9605,0.0236,0.0012,0.0149,0.0008,0.0196,0.0013,0.0329,0.0022,16.09820212631791,15.243989795071887,14.814963505358941,14.523270407087502,0.04530542
171,4,0.112916,230.961707942046,2.665967989545834,1.248976602397935,1.2371128715330766,6.6138,2.1561,7.0061,2.3761,7.3804,2.586,7.7856,2.8133,0.0167,0.0084,0.0155,0.0066,0.0272,0.0107,0.0433,0.0171,17.72456593744865,17.2294994857937,16.818158663699577,16.781193174168827,0.04453261
176,2,0.026964,238.3772186074645,20.95346383473736,nan,-0.29604677715114924,6.6431,2.112,7.0224,2.2014,0.0,0.0,7.776,2.3791,0.0088,0.0048,0.0085,0.0039,0.0,0.0,0.0232,0.0092,nan,nan,nan,nan,0.049369056
176,3,0.018608,238.378110723174,20.98374316650619,-0.07591766258056865,-0.11405313836633901,32.6438,0.9141,32.0978,0.9682,0.0,0.0,31.0129,1.0757,0.0189,0.0011,0.0179,0.0009,0.0,0.0,0.0451,0.0025,16.099577014646222,15.79779604963521,nan,15.529889731508671,0.050191317
176,1,0.01876,238.3661403755266,20.96810893908589,-0.602033597268802,-0.6573910913251648,7.0757,1.0444,7.6221,1.0816,0.0,0.0,8.7076,1.1555,0.0084,0.0029,0.0095,0.0022,0.0,0.0,0.026,0.0064,17.540167733754103,17.3521854670866,nan,17.287118157631387,0.049851287
176,4,0.026964,238.383926488009,20.96404373368178,0.49228146283287444,0.5361315683731807,34.0218,0.8556,33.6164,0.8462,0.0,0.0,32.8109,0.8276,0.0776,0.003,0.0774,0.003,0.0,0.0,0.2015,0.0086,17.48575484929827,17.30135305135531,nan,17.166205202189303,0.04955087
177,1,0.085506,238.6554753137198,30.10530962117303,nan,0.629229639676609,22.0759,1.222,21.5682,1.5421,0.0,0.0,20.5596,2.1781,0.0509,0.0043,0.0434,0.0038,0.0,0.0,0.1183,0.0111,nan,nan,nan,nan,0.033461966
177,3,0.085506,238.6710601149368,30.13499826326378,0.8677688834489334,0.8461502952011326,18.0901,1.5548,17.7378,1.7779,0.0,0.0,17.0376,2.2212,0.0779,0.008,0.0743,0.0078,0.0,0.0,0.2153,0.0236,17.520472089922027,17.050960350774613,nan,16.689659406350074,0.034310017
177,2,0.080229,238.6597598511432,30.12442960864697,0.8872124807131847,0.851905080533772,12.8677,2.8882,13.334,3.0517,0.0,0.0,14.2607,3.3765,0.0362,0.0084,0.0348,0.0071,0.0,0.0,0.1001,0.0185,17.00443072636673,16.58269517359491,nan,16.166998755054678,0.03394277
178,1,0.117894,241.1470961474443,26.63069236201361,0.9341917194851419,0.9577543585156025,10.3096,1.9459,9.9951,1.9401,0.0,0.0,9.3704,1.9286,0.0343,0.0096,0.026,0.0072,0.0,0.0,0.0568,0.0152,18.32704321894402,17.885476182966283,nan,17.46497784872601,0.05427917
178,3,0.117894,241.1727961533396,26.62605726066442,0.8698922743652702,0.8347950633492456,11.5577,0.6549,11.415,0.8137,0.0,0.0,11.1317,1.1294,0.0193,0.0024,0.0175,0.0021,0.0,0.0,0.0433,0.006,18.26807086863793,17.756665639587155,nan,17.304749089327764,0.055034116
178,4,0.118332,241.1895838811569,26.62182389863917,0.5975471556308491,0.6225560650220245,7.3875,0.8603,7.2516,1.0715,0.0,0.0,6.9815,1.4913,0.0061,0.0018,0.0046,0.0013,0.0,0.0,0.0101,0.0031,17.85549269005164,17.02262403819101,nan,16.370807439192898,0.055450644
178,2,0.086508,241.1583836351159,26.61643875074898,1.0243065748346005,1.0766306083042707,12.2111,2.8314,11.4408,3.2811,0.0,0.0,9.9101,4.1747,0.0302,0.008,0.0184,0.0051,0.0,0.0,0.0437,0.0141,17.396900145794667,16.50741220773829,nan,15.85946537748177,0.054728486
185,2,0.030818,312.4743758264021,-48.89632833344687,1.0624510924247694,1.1105070533669572,9.9522,0.5376,9.7578,0.6956,9.5724,0.8463,9.3716,1.0095,0.0084,0.0021,0.0059,0.0011,0.0096,0.0021,0.0158,0.0039,17.862647423599128,17.308612976266247,16.9233783575539,16.78394505655238,0.038336523
185,4,0.030818,312.5096419987884,-48.89807021969206,0.05511561986672753,0.09231993791189552,8.3385,1.502,8.8669,1.8135,9.3711,2.1107,9.9168,2.4324,0.0293,0.0082,0.0272,0.0068,0.0508,0.0122,0.082,0.0198,18.225808088261058,17.828081001245316,17.55156656507386,17.481488561911576,0.038612045
185,1,0.030818,312.4597627874764,-48.90955213886949,0.3667529063647965,0.28191340603311765,16.3301,0.908,16.7771,0.995,17.2036,1.078,17.6653,1.1678,0.0114,0.0014,0.0094,0.0008,0.0165,0.0015,0.0267,0.0026,16.86961984650461,16.574293642895096,16.402415513685558,16.331285752217596,0.03783985
185,3,0.030818,312.5027975457372,-48.91636992468332,0.5548745576887093,0.5697327155981675,32.1126,0.5236,31.4373,0.6267,30.793,0.7251,30.0955,0.8316,0.0106,0.0007,0.0076,0.0004,0.0121,0.0007,0.02,0.0013,16.329866554554165,15.787565219114827,15.49751552605939,15.355387315046716,0.03814484
186,3,0.094365,314.4895706185349,-24.94810710824377,nan,1.6861681964020114,6.5886,2.7306,0.0,0.0,6.2929,3.2626,6.1366,3.5437,0.0421,0.0306,0.0,0.0,0.0207,0.0139,0.0344,0.0236,nan,nan,16.54203134561306,16.366511132325744,0.06218225
186,1,0.094365,314.472846415685,-24.96240135644899,nan,0.7806500308896887,25.6648,2.7396,0.0,0.0,18.8805,3.3985,15.2947,3.7467,0.2215,0.0188,0.0,0.0,0.1178,0.0157,0.1873,0.0238,nan,nan,16.540252115669464,16.274975260048194,0.062246647
186,4,0.094365,314.4941688273316,-24.96287790106267,nan,1.5263001187664784,5.4471,0.9389,0.0,0.0,5.7368,0.9464,5.8899,0.9503,0.0097,0.0066,0.0,0.0,0.0074,0.0035,0.0112,0.0059,nan,nan,16.95509888181582,16.876046482444107,0.06236795
188,3,0.055752,314.8658029127148,-60.67951356115095,1.0456655474227023,1.017791322476203,12.6667,1.4227,13.2796,1.554,13.8643,1.6794,14.4973,1.815,0.0225,0.0035,0.0153,0.0022,0.0265,0.0034,0.0448,0.0058,16.523146896206118,15.994001056098883,15.752757023847245,15.625910903011237,0.040596966
