Group_1,Gal_1,ID,ra_1,dec_1,type_1,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g_1,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r_1,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i_1,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z_1,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z,brickid,brickname,objid,type_2,ra_2,dec_2,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g_2,mag_r_2,mag_i_2,mag_z_2,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z,_RAJ2000,_DEJ2000,Group_2,Gal_2,RAJ2000,DEJ2000,zmemb,gmemb,FUV,NUV,Simbad,Separation_2,Separation,Distance (Mpc),M_FUV,M_NUV,M_z,log(M_stellar),F_FUV,F_NUV,L_FUV,L_NUV,logSFR_NUV,log_sSFR
11,4,4577,7.835637111264248,-25.4978180009287,REX,0.793984205952446,360.814,0.0046,654.9898,0.0048,10.6044,0.0285,18.3963,0.0021,1.2823,0.0051,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.5037,0.0224,18.0898,0.0018,1.5101,0.0039,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.4077,0.0402,17.9069,0.0032,1.7275,0.0074,0.9253,0.0012,-34.7373,0.7031,360.814,0.0046,654.9898,0.0048,10.3038,0.0661,17.8755,0.0052,1.9628,0.0122,0.9253,0.0012,-34.7373,0.7031,188220,0078m255,4577,REX,7.835637111264248,-25.4978180009287,0.015955556,38.801743,51.36673,61.534008,65.13568,1.3960365,1.2529374,1.0884495,1.1315669,1.0,0.0,2.2994444,264185.94,0.0,0.0,0.0,0.0,18.527872,18.223295,18.027212,17.965452,18.535378,18.963495,18.75599,,0.30457687,0.19608307,0.25784302,0.06175995,7.8355833,-25.4978889,11,4,00 31 20.54,-25 29 52.4,0.0931,,19.6921,19.465,Simbad,0.3093850801477615,0.0,414.3916913946587,-18.394955195828427,-18.622055195828427,-20.121603195828428,9.592335278331372,9.546082652036607e-13,7.844656493725576e-13,1.9617740075560799e+43,1.612121303424247e+43,0.606198943044955,-8.986136335286417
11,1,2437,7.791397378063242,-25.49810943981049,SER,0.793984205952446,909.4852,0.0029,651.1711,0.0049,8.7669,0.0095,18.6247,0.001,0.5922,0.0029,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.7202,0.0062,18.2842,0.0008,0.637,0.0015,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.6756,0.0098,18.0376,0.0013,0.6797,0.0025,0.3492,0.0003,-31.1318,0.0333,909.4852,0.0029,651.1711,0.0049,8.6274,0.0167,17.9733,0.0021,0.7259,0.0046,0.3492,0.0003,-31.1318,0.0333,188220,0078m255,2437,SER,7.791397378063242,-25.49810943981049,0.016303431,36.632233,49.240223,61.02642,64.902145,1.4111222,1.261805,1.0931807,1.1338323,0.6543391,185999.19,2.2654321,714482.0,0.23104042,3215937.0,-0.42706165,3998286.2,18.590342,18.2692,18.036205,17.969353,18.090961,18.911112,15.701115,,0.3211422,0.23299408,0.29984665,0.06685257,7.7912083,-25.4978889,11,1,00 31 09.89,-25 29 52.4,0.0931,,20.3529,20.0032,Simbad,1.0038985776485003,0.0,414.3916913946587,-17.734155195828425,-18.083855195828427,-20.117702195828425,9.631773178331368,5.194038808754755e-13,4.778525756336455e-13,1.067404368961622e+43,9.82014085245547e+42,0.39091894304495156,-9.240854235286417
13,1,7646,9.238683763702836,-63.44049451525331,SER,0.61733196449811,959.0842,0.0006,689.4182,0.0011,13.7446,0.0054,16.2518,0.0003,1.2138,0.001,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.5688,0.0034,15.4271,0.0002,1.4004,0.0006,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.401,0.0039,15.0727,0.0002,1.5784,0.0007,0.4201,0.0001,29.3864,0.0076,959.0842,0.0006,689.4182,0.0011,13.2195,0.0066,14.8012,0.0003,1.771,0.0012,0.4201,0.0001,29.3864,0.0076,34782,0091m635,7646,SER,9.238683763702836,-63.44049451525331,0.021494443,318.66565,665.6214,923.3105,1173.9292,1.5495275,1.1724796,1.0799309,1.0744722,1.5747329,1565022.0,3.5505862,18495656.0,0.2117779,88949990.0,0.35000837,108589470.0,16.241661,15.441932,15.086631,14.825895,14.694367,14.487077,12.371279,10.69382,0.79972935,0.3553009,0.6160364,0.2607355,9.2387083,-63.4403056,13,1,00 36 57.29,-63 26 25.1,0.041095,,19.843,19.3354,Simbad,0.6812407480513336,0.0,182.9154302670623,-16.468251714839173,-16.975851714839173,-21.485356714839174,10.735178885935671,8.307401302306794e-13,8.839219755454223e-13,3.326347240624989e+42,3.539291430963932e+42,-0.05228244935074855,-10.78746133528642
13,3,8895,9.295400900782896,-63.43775771911234,REX,0.61733196449811,610.8377,0.0053,727.5251,0.0052,nan,nan,19.7063,0.0217,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.6821,0.012,18.9923,0.0147,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,0.9165,0.0148,18.6738,0.0128,nan,nan,0.8145,0.0081,-10.3431,1.5012,610.8377,0.0053,727.5251,0.0052,1.1703,0.0259,18.2998,0.0197,nan,nan,0.8145,0.0081,-10.3431,1.5012,34782,0091m635,8895,REX,9.295400900782896,-63.43775771911234,0.021344265,10.925412,18.344988,23.143736,32.010082,1.5104871,1.1610723,1.1345979,1.1546754,1.0,0.0,0.24858461,1626495.4,0.0,0.0,0.0,0.0,19.903906,19.341206,19.088917,18.736782,17.547894,17.296335,15.698451,12.446596,0.5627003,0.25228882,0.6044235,0.3521347,9.294375,-63.4378889,13,3,00 37 10.65,-63 26 16.4,0.041095,,19.9565,19.8637,Simbad,1.717696791281855,0.0,182.9154302670623,-16.354751714839175,-16.44755171483917,-17.57446971483917,8.996774685935666,7.482818137645218e-13,5.433678408772896e-13,2.9961778128309786e+42,2.1756865382735805e+42,-0.26360244935074917,-9.260377135286415
13,4,9574,9.324959678182235,-63.44024534613383,REX,0.61733196449811,429.4963,0.0016,693.2361,0.0015,4.5703,0.0055,18.0264,0.0009,1.4058,0.0039,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.7439,0.0033,17.4239,0.0006,1.4402,0.0025,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,4.9094,0.0045,17.2007,0.0007,1.473,0.0027,0.9278,0.0007,60.4456,0.382,429.4963,0.0016,693.2361,0.0015,5.0886,0.0077,17.0136,0.0012,1.5085,0.0044,0.9278,0.0007,60.4456,0.382,34782,0091m635,9574,REX,9.324959678182235,-63.44024534613383,0.021237023,61.40613,100.85638,120.65396,140.93953,1.4596208,1.1729002,1.0910976,1.1254835,1.0,0.0,1.1465746,3283966.5,0.0,0.0,0.0,0.0,18.02947,17.490742,17.296146,17.127419,17.447952,17.979877,16.306341,14.95736,0.5387287,0.19459534,0.3633232,0.16872787,9.325,-63.4403056,13,4,00 37 18.00,-63 26 25.1,0.041095,,20.0987,19.8396,Simbad,0.2264161687781676,0.0,182.9154302670623,-16.212551714839172,-16.471651714839172,-19.183832714839173,9.45496878593567,6.564251170251792e-13,5.555637890329639e-13,2.6283765490988473e+42,2.224520050726106e+42,-0.2539624493507482,-9.708931235286418
14,1,1410,9.413276734868823,-9.046817280354563,REX,0.534268261272064,854.2617,0.0046,822.1948,0.0044,13.1023,0.0141,17.1853,0.001,0.964,0.0018,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.7876,0.0096,16.5841,0.0007,1.031,0.0012,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.4872,0.0111,16.3156,0.001,1.0949,0.0015,0.9456,0.0006,73.2998,0.4664,854.2617,0.0046,822.1948,0.0044,12.1622,0.0176,16.1553,0.0011,1.1641,0.0024,0.9456,0.0006,73.2998,0.4664,278747,0094m090,1410,REX,9.413276734868823,-9.046817280354563,0.035117216,127.33453,225.82289,295.6194,346.85437,1.3626305,1.2939789,1.2051785,1.556511,1.0,0.0,3.139772,362204.1,0.0,0.0,0.0,0.0,17.237635,16.61558,16.323168,16.149632,16.360336,16.981625,15.316439,14.393671,0.62205505,0.2924118,0.4659481,0.1735363,9.4132917,-9.0465556,14,1,00 37 39.19,-09 02 47.6,0.077266,,18.8397,18.909,Simbad,0.943550495260575,0.0,343.91394658753705,-18.842548939639222,-18.773248939639224,-21.532616939639222,10.52464887585569,2.09307692687762e-12,1.3091033409054691e-12,2.9626917872068705e+43,1.8529991262631118e+43,0.6666764405692689,-9.85797243528642
14,2,1593,9.421045190534482,-9.05643554421165,SER,0.534268261272064,748.731,0.0059,689.9295,0.0027,19.443,0.0301,17.6923,0.0013,1.1275,0.0034,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,18.2468,0.0195,17.0012,0.001,1.4602,0.0023,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,17.1054,0.0251,16.7361,0.0013,1.7776,0.0036,0.2265,0.0002,-66.0488,0.0201,748.731,0.0059,689.9295,0.0027,15.8699,0.0415,16.4942,0.0017,2.1212,0.0061,0.2265,0.0002,-66.0488,0.0201,278747,0094m090,1593,SER,9.421045190534482,-9.05643554421165,0.034914233,80.94681,158.32715,218.97269,270.03723,1.3548447,1.1476396,1.2051785,1.5252438,1.7507856,56363.94,4.9684205,55157.05,-0.4379198,3565290.8,-0.4834879,3746498.8,17.7295,17.001112,16.649025,16.42144,16.459324,16.864637,15.148163,14.490193,0.72838783,0.35208702,0.57967186,0.22758484,9.4209583,-9.0561944,14,2,00 37 41.03,-09 03 22.3,0.07588,,20.0736,19.5307,Simbad,0.9214413257349092,0.0,337.74480712166167,-17.569343402004833,-18.112243402004832,-21.22150340200483,10.554243360801934,6.717770923164211e-13,7.384038139427504e-13,9.170737415752646e+42,1.0080289372638535e+43,0.40227422551551584,-10.151969135286418
14,4,1927,9.435477271748589,-9.059062043858258,SER,0.534268261272064,552.3813,0.0111,653.8098,0.0069,16.4312,0.0523,17.9535,0.0025,1.3086,0.0055,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.587,0.0468,17.5434,0.0025,1.5167,0.0048,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.7357,0.0753,17.4101,0.0039,1.7153,0.0082,0.5405,0.0009,86.2736,0.1056,552.3813,0.0111,653.8098,0.0069,16.8966,0.1177,17.3010,0.0052,1.9302,0.013,0.5405,0.0009,86.2736,0.1056,278747,0094m090,1927,SER,9.435477271748589,-9.059062043858258,0.034796927,82.829735,121.34801,145.55855,157.88206,1.3548447,1.158328,1.2051785,1.5252438,1.9612172,24945.17,4.7679725,27432.916,-0.10955423,1017452.2,0.0017474748,430022.44,17.704535,17.289919,17.092405,17.004168,17.75423,18.589945,19.75424,,0.41461563,0.19751358,0.28575134,0.08823776,9.435375,-9.0589444,14,4,00 37 44.49,-09 03 32.2,0.077266,,19.5423,19.0821,Simbad,0.5581774920609626,0.0,343.91394658753705,-18.139948939639222,-18.600148939639222,-20.678080939639223,9.91148927585569,1.0958350579337813e-12,1.1161792154917923e-12,1.5511238428856874e+43,1.5799204283053526e+43,0.5974364405692683,-9.314052835286422
14,3,1863,9.43272662799252,-9.065429631438676,SER,0.534268261272064,590.2579,0.0062,566.3903,0.0075,13.41,0.0273,17.795,0.0018,1.0977,0.0034,0.7968,0.0010,-27.5958,0.225,590.2579,0.0062,566.3903,0.0075,13.106,0.0211,17.3671,0.0017,1.197,0.0026,0.7968,0.0010,-27.5958,0.225,590.2579,0.0062,566.3903,0.0075,12.816,0.0316,17.251,0.0026,1.2918,0.0042,0.7968,0.0010,-27.5958,0.225,590.2579,0.0062,566.3903,0.0075,12.502,0.0502,17.1946,0.0034,1.3944,0.0068,0.7968,0.0010,-27.5958,0.225,278747,0094m090,1863,SER,9.43272662799252,-9.065429631438676,0.034714714,90.04063,135.27621,163.1927,175.19695,1.3635443,1.158328,1.2051785,1.5700473,1.5019045,161875.31,4.3187327,56001.973,0.06573012,1138582.8,-0.10373464,1271582.1,17.613903,17.171946,16.968248,16.891184,17.27142,18.006147,16.644493,,0.44195747,0.2036972,0.28076172,0.077064514,9.4325417,-9.0648611,14,3,00 37 43.81,-09 03 53.5,0.076528,,19.6591,18.8842,Simbad,2.149707702729177,0.0,340.62908011869433,-18.002308608561155,-18.777208608561153,-20.770224608561154,9.963993143424462,9.84068182737748e-13,1.339349534893115e-12,1.3664392903887924e+43,1.8597693332085257e+43,0.6682603081380449,-9.295732835286417
15,3,5247,9.490176731544569,-25.07375695424441,DEV,1.16536837455086,580.212,0.001,657.4787,0.0009,43.4482,0.0592,14.6754,0.0008,3.9751,0.0035,0.8727,0.0002,59.0895,0.0536,580.212,0.001,657.4787,0.0009,41.8109,0.0356,13.8035,0.0005,4.0049,0.0021,0.8727,0.0002,59.0895,0.0536,580.212,0.001,657.4787,0.0009,40.2487,0.0332,13.4289,0.0005,4.0333,0.002,0.8727,0.0002,59.0895,0.0536,580.212,0.001,657.4787,0.0009,38.5576,0.0557,13.1713,0.0008,4.0641,0.0033,0.8727,0.0002,59.0895,0.0536,190832,0094m250,5247,DEV,9.490176731544569,-25.07375695424441,0.015804822,1167.6772,2640.398,3883.1575,4992.0015,1.4058591,1.1631956,1.06996,1.1409104,4.0,0.0,9.960848,1318073.6,-0.04612796,117283530.0,0.04603617,126622920.0,14.831693,13.945827,13.527038,13.254313,13.649461,14.188989,15.064603,,0.88586617,0.4187889,0.69151306,0.27272415,9.4897083,-25.0746111,15,3,00 37 57.53,-25 04 28.6,0.063567,,19.5779,19.1035,Simbad,3.433396060246917,0.0,282.93916913946583,-17.680565369374172,-18.15496536937417,-24.00415236937417,11.85582694774967,1.060486612192076e-12,1.0943945741341042e-12,1.0159984502239309e+43,1.0484839492272062e+43,0.4193630124632506,-11.436463935286419
15,4,5507,9.496903749885028,-25.05817536248398,SER,1.16536837455086,496.1778,0.0029,871.0896,0.0033,13.8921,0.0113,16.8619,0.0008,0.9015,0.0015,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.7755,0.0064,16.1327,0.0005,1.144,0.0009,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.6642,0.0096,15.8004,0.0006,1.3753,0.0013,0.8239,0.0004,-7.7824,0.0952,496.1778,0.0029,871.0896,0.0033,13.5437,0.0171,15.5817,0.0010,1.6257,0.0023,0.8239,0.0004,-7.7824,0.0952,190832,0094m250,5507,SER,9.496903749885028,-25.05817536248398,0.015810696,189.32092,365.0342,494.10355,614.1615,1.4459321,1.2277192,1.1028271,1.1663585,1.4390751,1103762.4,3.859449,1395945.9,0.1023448,29881784.0,-0.027682064,15660980.0,16.807003,16.094166,15.765455,15.529293,16.013908,16.397028,14.781355,13.738935,0.7128372,0.32871056,0.56487274,0.23616219,9.496875,-25.0581944,15,4,00 37 59.25,-25 03 29.5,0.059258,,19.9986,19.2723,Simbad,0.116136209329133,0.0,263.7596439169139,-17.107441739127413,-17.83374173912741,-21.576748739127414,10.675096495650967,7.198221232334269e-13,9.368152055567563e-13,5.992990556977824e+42,7.799600066910201e+42,0.2908735603645489,-10.384222935286418
15,1,4432,9.46964856140158,-25.06268643212763,SER,1.16536837455086,835.6181,0.0097,809.4014,0.0051,8.4609,0.0217,18.6191,0.002,0.9334,0.0068,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,8.6712,0.0164,18.3652,0.0019,0.9626,0.0036,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,8.8718,0.0275,18.3056,0.003,0.9904,0.006,0.4044,0.0008,79.9151,0.0818,835.6181,0.0097,809.4014,0.0051,9.0889,0.0451,18.2431,0.0049,1.0206,0.011,0.4044,0.0008,79.9151,0.0818,190832,0094m250,4432,SER,9.46964856140158,-25.06268643212763,0.01586036,37.801525,45.35328,46.96823,48.263294,1.4838727,1.2087802,1.0948734,1.1663585,1.0423589,63688.227,2.260454,217472.5,-0.40096465,1862636.6,0.154529,1258260.1,18.556227,18.358479,18.32049,18.290958,18.835524,18.684654,16.88992,,0.19774818,0.037988663,0.06752014,0.029531479,9.4694167,-25.0626944,15,1,00 37 52.66,-25 03 45.7,0.066176,,19.9278,19.538,Simbad,0.7566535307592028,0.0,294.5519287833828,-17.418009354630772,-17.807809354630773,-19.054851354630774,8.95762884185231,7.683253991756986e-13,7.334557729450028e-13,7.977570292927084e+42,7.615516800172698e+42,0.28050060656588904,-8.677128235286421
16,1,8257,11.98475234468605,-63.15271598449009,SER,0.647527884111213,833.2977,0.0027,689.4403,0.0031,11.4528,0.0111,17.4213,0.0009,0.8769,0.0018,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,11.1095,0.0074,16.844,0.0006,0.9645,0.0012,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.7819,0.008,16.5079,0.0006,1.0481,0.0013,0.8176,0.0004,23.4027,0.1015,833.2977,0.0027,689.4403,0.0031,10.4273,0.0124,16.3747,0.0010,1.1386,0.0021,0.8176,0.0004,23.4027,0.1015,35433,0118m632,8257,SER,11.98475234468605,-63.15271598449009,0.01930333,106.7214,186.30077,248.75237,297.66162,1.2092716,1.0015163,1.0932658,1.2758567,1.0679739,527089.56,3.1102989,2571052.0,0.10216928,11455877.0,0.09604542,11284878.0,17.42937,16.824463,16.510582,16.315693,16.36264,16.67842,14.47908,13.309995,0.604908,0.31388092,0.50877,0.19488907,11.9835833,-63.1521944,16,1,00 47 56.06,-63 09 07.9,0.215976,,19.3863,18.8767,Simbad,2.6717577379658053,0.0,961.3175074183976,-20.52803425855906,-21.03763425855906,-23.59864125855906,11.369030403423624,1.2651592358720809e-12,1.3486334623458234e-12,1.3992025925370452e+44,1.4915208958623778e+44,1.5724305681372073,-9.796599835286417
16,4,9485,12.04557225387533,-63.15872257113716,SER,0.647527884111213,455.8379,0.0036,607.1158,0.0038,12.7563,0.0133,17.6898,0.0011,0.7492,0.0017,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.7991,0.008,17.1602,0.0007,0.905,0.0011,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.84,0.0116,16.9068,0.0009,1.0537,0.0015,0.8358,0.0005,-45.2834,0.1505,455.8379,0.0036,607.1158,0.0038,12.8842,0.0202,16.7778,0.0014,1.2147,0.0027,0.8358,0.0005,-45.2834,0.1505,35433,0118m632,9485,SER,12.04557225387533,-63.15872257113716,0.019557705,160.01799,265.78195,335.482,381.46045,1.2265489,1.0866047,1.107588,1.2524469,1.5721354,314832.03,6.1788874,138175.94,-0.0035030274,3560707.5,-0.096807204,8624967.0,16.989578,16.438686,16.185827,16.046375,16.935183,17.364714,15.754717,,0.5508919,0.25285912,0.3923111,0.13945198,12.0449167,-63.1585,16,4,00 48 10.78,-63 09 30.6,0.215976,,19.8762,19.3314,Simbad,1.3332264065745356,0.0,961.3175074183976,-20.038134258559058,-20.58293425855906,-23.867959258559058,11.357425803423624,8.057219409544508e-13,8.87184470495923e-13,8.910880122298176e+43,9.81181479753283e+43,1.3905505681372041,-9.96687523528642
16,2,8590,12.00123945421535,-63.16669403271604,SER,0.647527884111213,729.563,0.001,508.5524,0.001,5.2128,0.0397,17.5958,0.0026,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,12.9146,0.1027,16.81,0.0029,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,20.2632,0.1804,16.3963,0.0032,nan,nan,0.8534,0.0011,33.3537,0.2167,729.563,0.001,508.5524,0.001,28.218,0.2667,16.1550,0.0033,nan,nan,0.8534,0.0011,33.3537,0.2167,35433,0118m632,8590,SER,12.00123945421535,-63.16669403271604,0.019543245,70.909775,135.67679,176.8438,206.53673,1.2715216,1.0866047,1.107588,1.2486225,0.80330956,289922.2,8.240079,184419.48,0.4670838,6876629.5,0.033215743,2561967.0,17.873234,17.168736,16.881025,16.712507,17.671734,18.45126,,,0.7044983,0.2877102,0.45622826,0.16851807,12.0014167,-63.1666944,16,2,00 48 00.34,-63 10 00.1,0.086353,,19.7015,19.0103,Simbad,0.2880321770389267,0.0,384.36053412462905,-18.22219394113473,-18.91339394113473,-21.21118694113473,10.446983676453893,9.463792080196225e-13,1.19248776324195e-12,1.673186971359804e+43,2.1083039145985284e+43,0.7227344411674785,-9.724249235286415
16,3,8629,12.00294737230044,-63.13376969298704,SER,0.647527884111213,720.7537,0.0056,949.8719,0.0113,20.2828,0.0324,17.9329,0.0015,0.8311,0.0024,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.9864,0.0212,17.4862,0.0011,0.9599,0.0014,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.7036,0.031,17.2943,0.0015,1.0828,0.0023,0.4557,0.0004,14.3872,0.0484,720.7537,0.0056,949.8719,0.0113,19.3975,0.052,17.2151,0.0024,1.2159,0.004,0.4557,0.0004,14.3872,0.0484,35433,0118m632,8629,SER,12.00294737230044,-63.13376969298704,0.019062782,68.65002,104.397,127.36989,135.93301,1.425539,1.0482233,1.0854316,1.271647,1.0353026,183037.39,5.4529257,259568.08,0.3328969,3770171.8,0.18262394,2456808.5,17.908398,17.45328,17.237333,17.166687,17.73637,18.219841,16.559273,15.586644,0.45511818,0.2159462,0.28659248,0.070646286,12.003,-63.1341944,16,3,00 48 00.72,-63 08 03.1,0.215976,,20.0612,19.526,Simbad,1.5313405881410953,0.0,961.3175074183976,-19.85313425855906,-20.38833425855906,-22.74764725855906,10.768256603423623,6.794933179001866e-13,7.416071891371762e-13,7.514854929404863e+43,8.201803158553272e+43,1.3127105681372022,-9.455546035286421
18,4,9935,12.31221568686366,-18.31617999953638,SER,0.63374226698362,462.473,0.0013,400.4214,0.0018,5.4089,0.0048,18.2827,0.0008,1.1446,0.0033,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,5.1873,0.0028,17.7178,0.0006,1.3634,0.0019,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,4.976,0.0036,17.2735,0.0007,1.5722,0.0028,0.5941,0.0004,0.4987,0.0514,462.473,0.0013,400.4214,0.0018,4.7472,0.0063,17.1479,0.0010,1.7983,0.0049,0.5941,0.0004,0.4987,0.0514,226996,0122m182,9935,SER,12.31221568686366,-18.31617999953638,0.023851948,48.63625,82.45305,130.90608,152.01707,1.4068116,1.2151865,1.2024848,1.2058425,3.222183,41697.11,1.443845,834041.94,0.18481888,3237103.5,-0.021620952,1886233.1,18.2826,17.709484,17.2076,17.045269,16.853373,16.634468,13.197905,11.144891,0.5731163,0.50188446,0.6642151,0.16233063,12.3122083,-18.3161111,18,4,00 49 14.93,-18 18 58.0,0.159397,,20.224,19.5631,Simbad,0.2493197664780131,0.0,709.4821958456973,-19.030707507473547,-19.69160750747355,-22.209438507473546,10.899907102989417,5.848778713061374e-13,7.166942682252811e-13,3.523302246449485e+43,4.317363759405929e+43,1.0340198677030017,-9.865887235286415
18,1,8339,12.27927560073106,-18.2866320671963,SER,0.63374226698362,890.6305,0.0009,804.4361,0.0008,10.233,0.0019,16.2839,0.0002,0.614,0.0004,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2672,0.0013,15.6475,0.0002,0.6808,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.2998,0.0016,15.3853,0.0002,0.7445,0.0003,0.8000,0.0001,-48.6009,0.0266,890.6305,0.0009,804.4361,0.0008,10.3352,0.0025,15.1804,0.0002,0.8135,0.0006,0.8000,0.0001,-48.6009,0.0266,226996,0122m182,8339,SER,12.27927560073106,-18.2866320671963,0.023887008,305.12125,544.54047,687.8011,828.8716,1.3312826,1.1939449,1.1465876,1.2227265,0.67553693,7815710.5,2.676922,8648555.0,-0.01364069,57471512.0,-0.11288452,116547824.0,16.288818,15.659925,15.406343,15.203782,15.385344,15.801417,13.667435,11.765272,0.62889385,0.253582,0.45614243,0.20256042,12.2792917,-18.2866944,18,1,00 49 07.03,-18 17 12.1,0.159397,,18.8121,18.2868,Simbad,0.2310472965011781,0.0,709.4821958456973,-20.442607507473546,-20.967907507473548,-24.050925507473547,11.52989540298942,2.1469661156251993e-12,2.321955708114916e-12,1.2933316354302311e+44,1.3987453046031561e+44,1.5445398677030049,-9.985355535286415
18,2,9013,12.29286562494236,-18.30786280759166,SER,0.63374226698362,714.0291,0.0089,513.5801,0.0032,14.3749,0.0177,18.3035,0.0011,0.7635,0.0026,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4356,0.0124,17.9505,0.0009,0.8168,0.0014,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.4936,0.0194,17.8293,0.0015,0.8676,0.0024,0.2967,0.0003,-89.5128,0.0263,714.0291,0.0089,513.5801,0.0032,14.5564,0.032,17.7456,0.0022,0.9227,0.0043,0.2967,0.0003,-89.5128,0.0263,226996,0122m182,9013,SER,12.29286562494236,-18.30786280759166,0.02386131,48.363796,65.99296,73.43336,78.91585,1.3577864,1.1940022,1.1754088,1.2058425,0.8344605,157574.11,3.7995985,505682.06,-0.54554975,4855832.0,-0.009100024,2871578.8,18.288698,17.951256,17.835266,17.75709,18.477179,19.234985,,14.519237,0.3374424,0.11598969,0.19416618,0.0781765,12.2929167,-18.3076944,18,2,00 49 10.30,-18 18 27.7,0.159397,,19.9654,19.8071,Simbad,0.6308980845986476,0.0,709.4821958456973,-19.28930750747355,-19.44760750747355,-21.497617507473546,10.121172602989418,7.421730674101895e-13,5.724452172395224e-13,4.470847956379481e+43,3.4484079819350624e+43,0.9364198677030018,-9.184752735286416
