index,ra,dec,brickid,objid,type,ebv,flux_g,flux_r,flux_i,flux_z,psfsize_g,psfsize_r,psfsize_i,psfsize_z,sersic,sersic_ivar,shape_r,shape_r_ivar,shape_e1,shape_e1_ivar,shape_e2,shape_e2_ivar,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,mag_w3,mag_w4,g_r,r_i,r_z,i_z
30,233.398730091,3.875126769,354334,2155,SER,0.04539849,53.284904,70.93036,0.0,83.2092,1.5980383,1.3183024,0.0,1.3844191,2.3213952,15303.998,1.483471,411280.84,0.23055354,1407634.8,-0.1402747,1062848.9,18.183489,17.87292,Infinity,17.699572,18.304558,18.177544,16.943182,,0.31056976,Infinity,0.17334747,Infinity
31,229.576570053,31.188880669,502684,4939,SER,0.020958962,59.966568,87.12958,0.0,107.56865,1.8327494,1.6865337,0.0,1.1688187,1.3625383,7154.642,1.9328386,601853.4,-0.10938632,681723.9,0.09909797,948281.2,18.055227,17.649586,Infinity,17.420786,18.15025,18.778704,,16.936407,0.40564156,Infinity,0.22879982,Infinity
32,172.259734205,7.287756436,372734,1363,SER,0.061911106,81.20749,124.6228,148.00049,163.8672,1.3791544,1.2832034,1.079252,1.3855306,1.6882145,46097.5,8.854266,3703.2327,0.009416971,162273.2,0.12204558,454274.12,17.72601,17.261005,17.074343,16.96377,17.962729,18.91786,18.12028,14.424645,0.46500397,0.18666267,0.2972355,0.11057281
33,202.611967738,-1.530165795,322538,8663,SER,0.0357983,91.34195,136.0787,157.77675,175.35999,1.6175297,1.220835,1.3105736,1.3267597,1.2892282,592653.8,6.546269,169553.39,0.30734724,1.2773015E7,0.078435,5997876.5,17.598324,17.165525,17.004892,16.890173,17.687004,18.274508,17.828705,,0.4327984,0.16063309,0.27535248,0.11471939
34,202.338698029,-0.944229355,325417,5129,SER,0.032403253,102.16072,136.80667,144.60345,160.629,1.7455887,1.1909513,1.1978594,1.316219,1.6082033,223841.25,3.0667744,2579027.8,0.0284402,8379635.5,0.33457744,1.4385609E7,17.47679,17.15973,17.099554,16.98544,17.831484,18.33936,16.865911,,0.31705856,0.06017685,0.17429161,0.11411476
35,252.162313306,31.787346601,505222,841,EXP,0.028838836,148.88713,225.2472,0.0,301.93478,1.3678926,1.2468958,0.0,1.2887031,1.0,0.0,8.757313,150234.27,-0.46877393,1818109.6,0.09662144,997540.06,17.067858,16.618351,Infinity,16.300217,17.107788,17.85968,17.826542,,0.44950676,Infinity,0.3181343,Infinity
36,136.210923102,0.743384089,335232,8165,SER,0.038513135,89.892944,132.23264,151.68755,167.5063,1.4462326,1.3598812,1.2960619,1.2387159,2.0102124,69301.11,2.0746257,808906.3,-0.059762046,3736655.2,-0.12279289,5568995.5,17.615686,17.196653,17.047625,16.939922,17.587568,18.183456,17.583132,,0.41903305,0.14902878,0.25673103,0.10770226
37,137.316683291,4.113149615,353950,3675,SER,0.042179998,80.67449,124.60658,147.69974,166.91885,1.8713402,1.131826,1.2300767,1.2706023,1.0216545,108345.93,2.614977,213951.92,0.14236118,1835309.2,0.1334796,1725083.2,17.73316,17.261148,17.076551,16.943737,17.595621,18.27328,16.768337,,0.47201157,0.18459702,0.31741142,0.1328144
38,29.147713251,-0.534125667,327604,5740,SER,0.030242534,80.565865,121.21239,145.59285,150.93173,1.3958666,1.2720075,1.2745084,1.1630322,1.2114853,90510.125,9.381334,12493.155,0.26870212,1512794.9,-0.13066359,691211.94,17.734623,17.291132,17.09215,17.05305,17.91951,18.786919,16.96721,13.83699,0.44349098,0.19898224,0.23808289,0.039100647
39,328.093634232,-1.171056056,324480,5966,SER,0.14871813,53.944324,85.01925,102.21941,116.58359,1.326801,1.2132303,1.063623,0.99499923,0.82589984,759124.5,3.2014556,693484.75,-0.1045389,1.1734447E7,-0.012531288,5007857.5,18.170135,17.676207,17.476166,17.333406,18.226639,18.917097,,,0.4939289,0.20004082,0.34280014,0.14275932
40,251.527788736,22.708172598,459117,1542,SER,0.04660304,88.636734,129.59096,0.0,164.33981,1.6489766,1.4627532,0.0,1.4205863,1.0844563,38477.934,3.7013547,71146.55,0.21884967,842444.75,0.14548485,666182.75,17.630966,17.218563,Infinity,16.960644,17.665094,18.314726,,15.934588,0.4124031,Infinity,0.2579193,Infinity
41,159.874282166,12.492300953,402499,2062,SER,0.025148174,64.030266,86.95795,94.78383,104.97487,1.4183354,1.2830367,1.4100204,1.0452275,0.7223938,124065.53,3.657603,87751.8,0.30270606,2109270.0,0.03052629,896598.4,17.984037,17.651728,17.558165,17.447287,18.219477,18.69411,16.773945,11.928242,0.33230972,0.09356308,0.20444107,0.11087799
42,45.547442192,-1.166647997,323350,1205,SER,0.10775093,48.883064,81.03385,101.76901,113.58298,1.4865025,1.1166612,1.1327991,1.0211799,1.1816537,38605.07,4.9608893,144779.0,0.07333223,507250.97,0.26586524,938570.9,18.277103,17.728334,17.48096,17.361717,18.078085,18.679068,,16.240032,0.548769,0.24737358,0.3666172,0.11924362
43,192.450586626,4.489901367,357045,8645,SER,0.03744812,128.91585,177.80301,194.13641,211.21895,1.2730069,1.4093435,1.2864363,1.3698925,1.9838758,149075.23,2.7849023,826781.7,0.30739352,1.3680102E7,-0.15980145,1.0267192E7,17.224234,16.875153,16.779732,16.688168,17.76099,17.858265,15.146841,,0.34908104,0.09542084,0.18698502,0.09156418
44,197.264208894,11.781779541,398417,4323,SER,0.027822051,80.92599,99.19912,97.45138,104.20455,1.3927828,1.312503,1.172849,1.3091366,1.6548985,23888.45,3.296271,48398.348,-0.40103823,1054078.6,-0.021969756,591793.0,17.72978,17.50873,17.52803,17.455284,18.266998,18.947275,17.87707,15.276989,0.22105026,-0.01930046,0.053445816,0.07274628
45,250.552467826,22.406471206,457783,233,EXP,0.05688514,69.7859,106.13525,0.0,143.77336,1.5261418,1.4827578,0.0,1.4836164,1.0,0.0,3.8095493,47884.195,0.09430898,735577.0,0.027559878,372926.22,17.890581,17.43535,Infinity,17.105804,17.932194,18.607292,16.73308,,0.4552307,Infinity,0.32954597,Infinity
46,24.979250114,-0.254888749,329027,16142,SER,0.034559663,65.67441,97.61383,118.67186,125.86089,1.3879321,1.1900895,1.0630524,1.531164,1.1418008,512207.12,6.9748893,173195.92,0.039345928,7607836.5,-0.53920025,1.6551253E7,17.956509,17.526222,17.31413,17.250273,18.055935,18.865473,18.239418,18.231384,0.4302864,0.21209145,0.27594948,0.06385803
47,25.825775623,-8.310280813,283086,2933,EXP,0.025238622,80.775635,109.08095,128.96574,129.20067,1.282105,1.212676,1.2103384,1.2040174,1.0,0.0,6.318483,707143.9,-0.1980075,4383549.5,0.54518116,8523446.0,17.731798,17.405628,17.223814,17.221838,18.142414,18.792093,20.43438,,0.32616997,0.1818142,0.1837902,0.0019760132
48,56.077308839,-6.031407205,296075,2408,SER,0.05549782,56.312824,82.38189,89.98297,100.49583,1.6396767,1.2507629,1.3016591,1.1516032,1.4453336,30795.459,4.965545,12288.095,-0.0057109743,239683.81,-0.13124172,593264.3,18.123482,17.71042,17.6146,17.494629,18.704262,,,12.182875,0.41306114,0.09582138,0.2157917,0.11997032
49,152.149641454,8.069256324,376941,2740,EXP,0.026725344,61.553253,84.7399,102.26601,106.9974,1.6852268,1.2352839,1.3097903,1.2529751,1.0,0.0,4.3140693,76095.414,-0.5528406,1189560.9,-0.36433667,1032512.9,18.026873,17.679781,17.475672,17.426567,18.25959,18.842176,,,0.34709167,0.20410919,0.25321388,0.04910469
50,180.04208902,10.704459218,392694,1187,SER,0.02653406,48.278725,64.40775,68.11048,75.119804,1.4000752,1.3272718,1.1206256,1.044907,0.6108312,71872.81,2.355048,174366.48,0.42361557,1380402.6,0.08274293,816377.44,18.290611,17.977655,17.916965,17.810614,18.442215,19.263346,14.807288,14.78768,0.31295586,0.060689926,0.16704178,0.10635185
51,48.453592067,-8.147307523,283175,5706,SER,0.07795608,116.73145,156.24896,185.61317,187.98488,1.2502865,1.2753757,1.329784,1.1173936,1.451649,69379.25,9.408372,75097.89,0.400755,2550433.5,0.4222059,2657024.2,17.332031,17.015457,16.828478,16.814693,17.714277,18.221582,,,0.3165741,0.1869793,0.2007637,0.013784409
52,61.151339916,-6.546443115,293231,1537,SER,0.088644594,84.93964,132.92029,164.70734,180.27792,1.3120174,1.5241379,1.352688,1.1565071,1.263143,68549.1,9.1347,14931.59,0.069605604,603492.9,-0.32112804,1150283.8,17.677223,17.191021,16.958218,16.860144,17.601772,18.253975,17.965027,15.808114,0.48620224,0.23280334,0.3308773,0.09807396
53,199.030742638,5.202531095,361379,6192,SER,0.034722287,78.456085,107.37936,127.31907,128.3994,1.5462902,1.0984489,1.5452275,1.3241628,1.2725854,54452.477,5.151182,29451.621,-0.44874376,1725350.6,-0.01104319,845526.5,17.763433,17.422697,17.237766,17.228592,18.099323,18.608637,,16.778515,0.3407364,0.1849308,0.19410515,0.009174347
54,21.854665668,-8.689314787,280220,2535,SER,0.030649222,58.423714,84.72631,94.90217,104.34959,1.2100608,1.1113881,1.1930338,1.3535148,1.6250205,22356.896,3.2359927,58715.1,0.12183862,592975.0,-0.29973263,918418.44,18.083527,17.679955,17.55681,17.453773,18.26568,18.766886,,,0.40357208,0.12314415,0.22618103,0.10303688
55,13.608789186,-10.191019696,271661,3223,SER,0.035767563,64.763275,75.165016,77.84032,80.57471,1.2664493,1.2627594,1.4222589,1.829824,0.79376817,50108.555,1.9989085,184210.73,7.8031264E-4,524531.44,0.19906819,1128567.4,17.971678,17.809961,17.771988,17.734503,18.763763,19.602236,17.166182,14.253599,0.16171646,0.037973404,0.07545853,0.037485123
56,9.983235768,-8.853229049,280173,7268,SER,0.033991624,96.720345,138.26347,154.09279,173.39616,1.4710712,1.1983062,1.1040765,1.5697188,1.6616545,354311.66,1.8206956,2481428.8,0.05010686,1.0181981E7,-0.09115153,1.3657839E7,17.536205,17.148232,17.030544,16.902401,17.5724,18.166952,16.588312,,0.3879738,0.11768723,0.24583054,0.12814331
57,349.281527502,13.423003217,408856,1521,SER,0.051662553,122.13995,167.86389,0.0,204.289,1.8561692,1.6304076,0.0,1.2706566,0.8800698,139749.17,6.8992033,21185.402,-0.2501002,1711952.9,-0.3039721,1952359.0,17.282856,16.937607,Infinity,16.724388,17.640512,18.400341,,15.398444,0.34524918,Infinity,0.21321869,Infinity
58,173.787247465,10.561089293,391252,2924,SER,0.036232598,56.45235,82.09,92.171555,103.34348,1.3532902,1.1594921,1.2121145,1.2205659,1.0836245,55644.754,2.7752686,108555.23,0.27651957,1501088.6,-0.01789712,691240.3,18.120794,17.714275,17.588509,17.464293,18.27041,18.860577,17.04224,,0.40651894,0.12576675,0.24998283,0.12421608
59,119.033976989,28.559513637,488541,1944,SER,0.03869312,81.363525,124.02322,152.05582,163.63005,1.6340207,1.6913388,1.2506998,1.3810525,1.5595285,28784.0,10.533436,8815.48,-0.026240975,308908.03,0.3373431,955203.7,17.723927,17.266243,17.044992,16.965342,17.853743,18.524494,,14.686434,0.45768356,0.22125053,0.3009014,0.07965088
60,12.430715216,-8.72144578,280183,790,PSF,0.035645757,1.5198251,0.9886273,-0.6073569,0.6410856,1.1573795,0.97473997,1.3972934,1.386114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.045515,22.512419,,22.98271,,,,,-0.4669037,,-0.47029114,
61,155.769280733,11.122025491,394014,4500,SER,0.028439442,66.70048,93.10318,112.50345,117.99644,1.3689628,1.1919255,1.2691765,1.3571413,1.1485971,38957.777,6.038485,220512.4,-0.06315375,715345.06,-0.50729936,1242627.6,17.939678,17.577589,17.372086,17.320328,18.19622,18.862175,,,0.36208916,0.20550346,0.25726128,0.051757812
62,150.269859978,3.331017505,349688,3981,SER,0.022444569,81.5089,121.27114,147.36426,156.16196,1.3452736,1.1190387,1.0912622,1.2046968,1.0969673,510933.06,4.1564527,354103.12,-0.18006797,9817719.0,-0.010767491,4061961.5,17.721987,17.290606,17.07902,17.016062,17.752357,18.311092,17.72346,,0.43138123,0.211586,0.27454376,0.06295776
63,181.383271715,0.039248023,331093,7213,SER,0.021322127,93.47733,143.5664,175.23328,187.1527,1.4429215,1.4218497,1.3120469,1.35379,1.1159381,293429.34,8.372292,1615466.9,0.54664284,1.9461428E7,-0.2874381,5675457.5,17.573235,17.107368,16.890959,16.81951,17.592018,18.168238,,17.074488,0.4658661,0.21640968,0.28785896,0.07144928
64,348.828811266,-0.989280946,326003,5219,SER,0.041582394,65.86692,92.74845,102.42645,114.62526,1.6701087,1.4644136,1.4015583,1.0586292,1.2260695,581346.56,3.4245758,734265.8,0.015840927,6239091.5,-0.17366405,1.3910042E7,17.953331,17.581734,17.47397,17.351799,18.170382,18.621683,,11.62723,0.3715973,0.10776329,0.22993469,0.1221714
65,18.332375822,-10.468752727,270262,1419,SER,0.035674084,120.8391,166.66826,184.79546,204.37878,1.3739465,1.0617512,1.403888,1.5207145,1.1682119,87596.39,3.2942061,114243.32,-0.13110036,1411981.0,0.31339496,2292325.2,17.294481,16.945368,16.833271,16.723911,17.515305,18.00768,16.985653,,0.34911346,0.11209679,0.22145653,0.10935974
66,37.413625018,0.12327096,330517,12498,SER,0.024591072,89.35985,138.22993,159.93636,180.19615,1.1224515,1.0962757,1.0082403,0.8861336,2.0669181,682859.8,1.9761887,5002092.0,0.16750473,2.5895804E7,0.14923163,2.4752038E7,17.622145,17.148495,16.990131,16.860636,17.61069,18.372135,16.986238,12.804047,0.47364998,0.15836334,0.28785896,0.12949562
67,180.205015133,-1.250347116,323888,8599,SER,0.030744305,62.0796,93.09602,104.52366,115.25902,1.6529652,1.6909671,1.4999688,1.4269624,2.446895,30763.09,1.5090183,782711.2,0.04969305,1889970.2,0.1009516,2791571.5,18.017628,17.577673,17.451963,17.345812,18.011023,18.5738,17.405634,17.337202,0.43995476,0.12570953,0.23186111,0.10615158
68,146.491648238,5.251489136,361170,1967,SER,0.03099922,146.2729,204.49458,224.45479,251.7082,1.3541039,1.5611677,1.0496135,1.1252654,0.8788455,156894.62,1.635384,1521519.0,0.24331462,5336998.5,-0.09006545,3604160.0,17.08709,16.723295,16.622177,16.497757,16.907661,17.31978,15.476665,14.174318,0.36379433,0.10111809,0.22553825,0.12442017
69,205.12415494,4.296110877,355659,2073,SER,0.027853597,78.44028,97.52559,112.38887,104.95477,1.5399487,1.2699856,1.1051221,1.1292251,1.1085021,47353.152,3.1058204,82496.67,-0.40661275,1461872.6,-0.10717636,816273.3,17.763653,17.527203,17.373192,17.447495,18.245625,18.881159,,17.683645,0.2364502,0.15401077,0.0797081,-0.07430267
70,226.882583071,1.132962847,338475,3657,SER,0.055580482,54.066517,84.24098,100.71806,114.70503,1.508735,1.6443934,1.0620143,1.3114899,0.9115888,75333.336,2.9094532,110009.92,-6.015073E-4,610587.5,0.11914042,1489092.8,18.167679,17.686192,17.492231,17.351044,17.900864,18.457655,17.930061,,0.48148727,0.19396019,0.33514786,0.14118767
71,180.651375275,4.549937959,356998,3437,SER,0.018903336,98.41566,146.5886,178.82474,190.80789,1.6820813,1.0874895,1.0936711,1.1549201,0.83721876,133436.47,5.2480054,53473.848,0.17236051,1818535.1,0.11229348,1281153.4,17.51734,17.08475,16.86893,16.79851,17.510489,18.168823,17.750254,13.97541,0.43259048,0.2158184,0.28623962,0.07042122
72,190.09123874,9.415286863,385638,9181,SER,0.017827898,78.285675,108.43446,129.51497,132.72519,1.4225844,1.3416188,1.2424345,1.3331918,0.8765498,239290.61,5.7975845,91908.64,-0.12540123,6379345.5,0.6688659,1.1596561E7,17.765795,17.41208,17.2192,17.192617,17.932484,18.47203,,,0.353714,0.19288063,0.21946335,0.026582718
73,199.928570667,0.743022468,335487,5061,SER,0.032347184,91.81983,146.75833,182.70743,201.38846,1.5821241,1.5282573,1.1406946,1.2773615,1.560686,40948.133,9.4557295,15391.077,-0.3524581,1127947.8,-0.31808555,1039450.2,17.592659,17.083492,16.84561,16.739914,17.562592,18.205385,16.968079,15.198993,0.5091667,0.23788261,0.34357834,0.10569572
74,14.948145107,-9.114647815,278769,835,SER,0.03848386,57.281406,89.133316,107.81234,119.87409,1.6033797,1.470306,1.3370209,1.4947978,1.2441047,28303.865,5.6798778,10084.973,-0.05083035,223633.67,-0.16318344,491295.94,18.104965,17.624899,17.41833,17.303186,18.047499,18.735794,16.470802,13.963576,0.4800663,0.20656967,0.3217125,0.11514282
75,21.36796264,14.197487915,411778,5114,SER,0.046445034,74.92536,106.25653,0.0,131.37598,2.0959795,1.8657397,0.0,1.5067703,2.2877533,9476.757,3.5521731,26253.89,0.06558462,335815.44,0.1391724,547270.4,17.813427,17.43411,Infinity,17.20371,17.933418,18.461422,17.208395,,0.37931633,Infinity,0.23040009,Infinity
76,179.172409839,5.721040795,364169,2901,SER,0.014973795,67.24143,82.09382,78.6257,86.90671,1.3094587,1.2050196,1.3101727,1.082148,2.1859372,5418.2217,1.0087936,3381337.2,-0.2677691,3416333.8,-0.26324177,3601159.5,17.930908,17.714224,17.76109,17.652367,18.196999,18.589314,17.734543,14.046838,0.21668434,-0.046865463,0.061857224,0.10872269
77,141.878877151,3.711384265,352530,3979,SER,0.037462696,190.01836,282.09967,340.8503,357.42944,2.0119634,1.4841505,1.3559742,1.2623788,0.61514676,451252.8,6.8251195,62474.316,-0.10255778,3568480.2,0.044858944,2283742.5,16.80301,16.373993,16.16859,16.117023,16.87835,17.469282,17.41007,,0.42901802,0.20540237,0.25696945,0.051567078
78,195.460636637,11.766675665,398410,3375,SER,0.026961612,54.622864,84.099915,98.605064,111.3362,1.3584874,1.3069316,1.1560636,1.4030385,0.7795586,66924.18,2.8343263,377225.1,-0.1731977,1198423.5,0.3707265,1813431.4,18.156565,17.688011,17.515251,17.38341,17.935423,19.090143,,,0.46855354,0.17276001,0.30460167,0.13184166
79,8.180366799,-11.147382702,265976,747,EXP,0.031428974,216.51361,316.06473,381.7397,400.0119,1.2834467,1.6790893,1.2411293,1.5535032,1.0,0.0,8.270292,19313.002,-0.09527434,1948607.9,0.030391462,913828.9,16.661287,16.25056,16.045582,15.994818,16.82592,17.57241,17.875832,14.075342,0.41072655,0.20497894,0.25574303,0.050764084
80,131.397714634,31.256060452,502348,2230,EXP,0.05271763,55.243412,91.88183,0.0,135.17198,1.683138,1.5988168,0.0,1.3010513,1.0,0.0,4.0892386,40092.863,-0.2793367,947844.9,0.44139573,1298639.1,18.144299,17.591927,Infinity,17.172783,17.73011,18.320854,17.505257,,0.552372,Infinity,0.41914368,Infinity
81,143.654175925,0.046067244,330942,7059,SER,0.039614458,233.85364,298.5542,349.82236,342.778,1.3247973,1.3125491,1.0444338,1.0891689,1.5,1798099.6,5.751932,494073.88,-0.32859325,2.3332872E7,0.3621004,3.1402654E7,16.57764,16.312443,16.14038,16.162468,16.909462,17.551594,16.84463,14.712947,0.26519775,0.17206192,0.14997482,-0.022087097
82,27.125580001,-0.212756331,329036,5859,SER,0.03326129,82.56643,117.27791,135.2766,147.21555,1.4291116,1.3439898,1.2677388,1.2354745,1.0961475,156026.27,3.817094,330799.25,0.039433494,1822477.4,-0.21216957,3446359.0,17.70799,17.32696,17.171944,17.080116,17.906721,18.606073,,15.56364,0.38103104,0.15501595,0.24684334,0.09182739
83,322.765197069,-6.232858359,295703,6587,EXP,0.060285963,84.336525,118.18913,133.72949,154.32019,1.449195,1.6584873,1.643724,1.2900511,1.0,0.0,3.7661734,93893.83,0.017472642,971680.3,-0.17503533,2201165.0,17.684961,17.318556,17.184431,17.028944,17.922556,19.426867,,13.7255,0.3664055,0.13412476,0.28961182,0.15548706
84,122.057446886,6.808434616,369673,3244,SER,0.028908486,116.13866,165.20181,198.04903,204.51723,1.4595966,1.5463535,0.9203043,1.4987963,1.2432784,54911.9,8.17972,12317.338,-0.12976174,584999.5,-0.11256658,514404.44,17.337559,16.954964,16.758068,16.723175,17.790623,18.34722,16.726074,,0.38259506,0.1968956,0.23178864,0.034893036
85,9.730557567,0.992269554,336166,16530,SER,0.017968519,68.1511,93.53903,105.5522,114.49854,1.4208633,1.3392667,1.0427921,1.143319,0.5997489,618198.8,5.429128,664838.3,0.47223413,2.2126416E7,0.54067636,2.3559178E7,17.916317,17.572517,17.441332,17.353,18.132446,18.091536,16.047445,,0.3437996,0.13118553,0.21951675,0.08833122
86,153.31787569,5.10796314,359761,3242,SER,0.030787166,97.57716,123.59928,145.89345,145.59767,1.2494783,1.5396813,1.433126,1.3555735,2.0450895,28245.955,6.1025863,240047.6,-0.13637133,499630.2,-0.32655403,458350.9,17.52663,17.26996,17.08991,17.092113,18.062483,18.600475,,14.851027,0.25667,0.1800499,0.17784691,-0.0022029877
87,164.849637364,9.100560587,382694,561,SER,0.027678888,86.909355,123.92079,139.37067,150.94365,1.422498,1.1765254,1.2513943,1.1893301,1.2227918,68981.73,3.3233075,97761.6,-0.26501086,1435636.6,0.28158492,1551165.6,17.652334,17.26714,17.139572,17.052963,17.880083,18.576162,,,0.38519478,0.12756729,0.21417618,0.08660889
88,138.829084625,10.650363808,392532,333,SER,0.04494839,139.52972,211.07742,247.19272,273.80887,1.5902964,1.5142089,1.601144,1.1547387,1.4444546,136808.44,4.9620304,92312.5,0.048832297,2257883.8,-0.40000156,4475868.0,17.138332,16.688896,16.51741,16.406382,17.12292,17.644562,16.652391,,0.4494362,0.1714859,0.28251457,0.11102867
89,2.168329474,14.009268534,410306,1896,EXP,0.11518942,60.918438,96.530464,0.0,129.93404,1.5028758,1.0993421,0.0,1.6661937,1.0,0.0,7.3060026,7075.8555,-0.4435919,351764.88,-0.25908855,240692.73,18.038128,17.53834,Infinity,17.215693,17.937277,18.671047,16.71315,15.668031,0.49978828,Infinity,0.3226471,Infinity
90,204.280970945,4.692359838,358528,4826,REX,0.02687582,74.5571,117.89174,141.95438,163.04575,1.4878498,1.5454562,1.3100646,1.2375835,1.0,0.0,2.4270663,265547.72,0.0,0.0,0.0,0.0,17.818777,17.321291,17.119629,16.969227,17.611403,18.179817,17.045313,,0.4974861,0.20166206,0.35206413,0.15040207
91,35.245070523,-9.528582071,276005,1820,SER,0.023714352,227.30655,318.42245,381.5681,393.67957,1.5335822,1.3439499,1.217864,1.2290453,0.9085855,1360094.9,4.5513897,691860.56,0.02162361,1.6143804E7,0.4089741,3.197864E7,16.60847,16.24249,16.04607,16.012142,16.625536,17.225557,16.208366,15.056129,0.36598015,0.19642067,0.23034859,0.033927917
92,208.596811863,4.007097164,354235,1894,SER,0.031630587,116.6864,179.57767,219.2502,234.2779,1.5704875,1.5488844,1.3433918,1.4785228,2.3336117,37577.17,12.721906,3893.2188,-0.20662376,691015.0,0.30476514,993178.0,17.332449,16.864368,16.64765,16.575672,17.599838,18.194725,21.055895,,0.46808052,0.21671867,0.2886963,0.071977615
93,40.3408047,0.058136907,330529,3630,SER,0.029008372,50.203346,83.27574,103.24873,123.70435,1.4281812,1.0787399,1.0931163,1.061076,1.4746596,59516.793,1.3569595,913704.8,-0.2078262,2472037.8,0.14378758,2069421.2,18.248169,17.698704,17.465288,17.269037,17.67852,17.953823,16.52927,13.776949,0.5494652,0.2334156,0.42966652,0.19625092
94,255.054553941,22.812882873,459130,1793,SER,0.06339319,83.952995,133.15454,0.0,182.07361,1.5485678,1.4437163,0.0,1.2342315,1.7991655,8005.051,13.8336,1098.8997,-0.49222586,484462.5,-0.14458598,208837.25,17.689909,17.18911,Infinity,16.849382,18.772503,22.961788,16.2977,,0.5007992,Infinity,0.3397274,Infinity
95,316.647423073,-5.682993807,298547,2614,SER,0.09653898,70.09301,131.09573,172.69789,203.95148,1.4384584,1.2377092,1.3461467,1.3086463,2.059887,73140.19,3.1000159,173665.25,0.27785563,2533571.2,0.251484,2395334.8,17.885813,17.206028,16.906782,16.726183,17.347584,18.012476,17.813189,,0.6797848,0.29924583,0.47984505,0.18059921
96,47.888160853,-0.085903416,330559,2483,DEV,0.078688875,78.85475,99.417175,0.0,105.58739,1.568758,1.5606369,0.0,1.1456583,4.0,0.0,1.1234583,363398.94,-0.11560254,888616.06,-0.046029978,614558.4,17.75793,17.506346,Infinity,17.44097,17.720062,17.977436,16.060158,13.946424,0.251585,Infinity,0.06537628,Infinity
97,121.678816064,26.161520702,477017,2500,SER,0.038744714,94.15138,161.02043,201.21259,222.99347,1.562582,1.4729161,1.429209,1.2314391,1.9471347,53326.64,3.5476205,93683.89,-0.27560616,1883124.0,-0.15946244,1369196.8,17.565434,16.982798,16.740862,16.62927,17.34973,18.063288,17.29337,,0.5826359,0.24193573,0.35352707,0.11159134
98,212.546944749,0.86583668,335538,2884,SER,0.034365088,53.76799,76.72618,87.30939,96.8882,1.5149688,1.3371403,1.0385784,1.2001857,0.96071637,329622.4,2.0704675,1325500.2,0.21731776,8568880.0,0.11282646,5637253.0,18.17369,17.787642,17.647348,17.534323,18.187757,18.877705,18.026413,14.308757,0.38604927,0.14029312,0.2533188,0.11302567
99,350.146603107,-0.880911205,326008,9884,SER,0.03507752,340.4289,427.45956,411.08218,452.40448,1.6190947,1.4389832,1.3551939,1.1595639,3.6812053,908559.75,10.507859,351310.2,-0.24323066,4.9849064E7,0.00830755,2.6055056E7,16.169933,15.922763,15.965178,15.861183,16.5871,16.950708,15.738688,13.636956,0.24717045,-0.04241562,0.061579704,0.10399532
100,202.174387082,-2.165842308,318216,12279,SER,0.047004554,82.73746,123.43959,143.08466,163.01234,1.5939587,1.278975,1.2790229,1.2958559,1.395426,391708.16,1.4675372,4908400.5,-0.097848386,1.3872322E7,0.11574209,1.5792629E7,17.705744,17.271364,17.111017,16.969448,17.410316,17.920305,16.071747,14.590528,0.43437958,0.16034698,0.30191612,0.14156914
101,254.881782935,21.63725533,453792,4900,SER,0.056536734,119.14436,153.04309,0.0,178.14891,1.7337384,1.5456376,0.0,1.344812,0.8515387,113111.02,2.3416436,327494.7,0.10779146,2176334.2,0.36586517,3169478.5,17.309816,17.037966,Infinity,16.873041,17.585146,17.976334,15.980268,14.030418,0.2718506,Infinity,0.16492462,Infinity
102,55.213912582,0.434247268,333468,5508,SER,0.09323265,64.77759,99.764435,124.88654,138.75264,1.4890245,1.1853768,1.1982266,1.1653185,0.77320355,76243.85,4.587094,31417.412,-0.0203701,438804.97,0.23149468,1127327.6,17.971437,17.502562,17.25871,17.144398,17.880333,18.511625,17.880955,,0.46887589,0.24385071,0.35816383,0.11431313
103,334.926469657,14.02509855,411598,3505,SER,0.06703463,54.01363,84.87199,0.0,116.38499,1.3740155,1.4103185,0.0,1.8516409,1.7216969,14898.586,1.7120773,119123.24,0.10881756,476580.12,-0.10664152,442797.47,18.168741,17.67809,Infinity,17.335258,17.896942,18.547358,17.351702,,0.49065208,Infinity,0.34283066,Infinity
104,317.829990602,-7.022703769,291388,3999,SER,0.1513823,68.77115,113.22768,143.24211,161.45015,1.785161,1.3610253,1.3369691,1.618574,1.1720508,41009.938,10.415773,5839.173,0.45349458,969297.44,-0.0233287,361110.3,17.906485,17.365118,17.109823,16.979904,17.742416,18.398602,17.947613,13.284575,0.5413666,0.2552948,0.38521385,0.12991905
105,345.792638944,-0.812178058,327431,1936,SER,0.053654328,96.04119,150.10974,186.02847,203.65067,1.5263493,1.0974828,1.137329,1.0448679,1.8664248,82972.47,11.744497,27806.914,0.41850162,1962594.4,0.0507988,762289.25,17.543856,17.058977,16.826052,16.727785,17.375164,18.0662,,13.195472,0.48487854,0.23292542,0.33119202,0.0982666
106,182.410837619,0.957040384,336857,4698,REX,0.031182615,59.929707,83.1481,92.05199,101.47586,1.636369,1.3452268,1.4055198,1.1327196,1.0,0.0,2.8626556,116420.84,0.0,0.0,0.0,0.0,18.055895,17.700369,17.589916,17.484093,18.297163,18.912504,16.782448,,0.35552597,0.11045265,0.21627617,0.10582352
