GAL,ra,dec,radvel,z,mag,r20,r50,r80,flux_c,flux_e,rpetro_c,rpetro_e,rhalf_c,rhalf_e,Gini,M20,F(G_M20),S(G_M20),SN_per_pixel,C,A,S,M,I,D,Ao,As,Ser_A,Ser_R,Ser_n,Ser_xc,Ser_yc,Ser_ellip,Ser_theta,flag_morph,flag_sersic,ima_sc_pix2arc,ima_sc_arc2kpc,psf_arcsec,size_image_phy_kpc,zp_ima,eta,petro_extent_cas,snr,area_min,debleding,area_min_deblend,skybox_x,skybox_y,sky_method,nsigma,npixels,dilate_size,mask_stars,fwhm,threshold,roundlo,roundhi,sharplo,aper_stars,aper_fact,aper_center,aper_ellip,aper_pa,dr,View,area_segmap_pix,area_psf_pix,ratio_segmap_psf,flag_area,flag_area_th,SN_gal,bck,ratio_SN_gal,flag_SN,flag_SN_th,perc_SN_flag,perc_20_SN_gal,perc_50_SN_gal,perc_80_SN_gal,flag_image,flag_bck,flag_object,flag_statmorph,Group
916r,35.62210580972983,-18.607569351623862,5000.0,0.0166666666666666,,4.327616576798264,13.088976959990244,31.45866671196059,254.1948963047951,253.2544880158899,43.03401941075462,48.02830810815268,13.22113426238789,19.086263185864727,0.5958970306018608,-2.3357385326345166,0.6083571045949308,-0.0617295957403556,0.2178926020860672,4.30745768319234,0.1375688772693749,0.0599139888495721,0.2212389380530973,0.1259803197544953,0.0287573971452914,0.2473003500986496,0.3287137958942531,0.1799990878461163,11.921818749300169,1.4506158496573145,319.69886320664125,320.0240548444162,0.3922001159563443,0.3954226605151794,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,4659.0,15.4,302.8,0.0,3.0,0.02423,0.0020399999339133,11.9,0.0,3.0,50.0,5.2,11.9,24.7,0.0,0.0,0.0,0.0,42
917r,35.59497733108762,-18.600518393543123,5000.0,0.0166666666666666,,3.936232091477913,7.714047287211891,13.992262770466224,103.20609319111804,103.70905978011515,17.61365204454009,25.386563387723875,8.062634888053653,11.758531026868898,0.5043937056431036,-1.6740270552335774,-0.3031504077897677,-0.0603399920907947,0.3021291196346283,2.7540362735497377,0.1065804056681271,0.0449208551426162,0.0,0.0,0.0457657783839483,0.1934137369234682,0.2339380028172168,0.2081814539722321,10.791828952481156,0.8091664970595962,319.97513932023014,320.1964208246627,0.6275781076485564,1.4499295440210824,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1488.0,15.4,96.7,0.0,3.0,0.02564,0.0020399999339133,12.6,0.0,3.0,50.0,4.7,12.6,46.3,0.0,0.0,0.0,0.0,42
918r,35.631253782336465,-18.60210279909213,5000.0,0.0166666666666666,,4.131575562193533,9.28467297966378,16.45374517057888,174.18033080938818,174.29867633456757,20.57787379585649,22.231188361995795,9.558432412186551,10.222734330784418,0.5048529194942846,-1.9388658556864813,-0.1173440105125598,-0.0966979636410792,0.3009674251079559,3.0007453343792587,0.1217446647576809,0.0064454617343688,0.0017006802721088,0.0,0.0186670116987151,0.1631872899819273,0.2149404679485143,0.1862618234395742,9.163462506059192,0.9652435946054324,319.6828537734636,319.6660026081792,0.1291185318537768,0.0518656306246659,0.0,0.0,0.27,0.3462954865095246,1.1950722,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2706.0,15.4,175.9,0.0,3.0,0.02221,0.0020399999339133,10.9,0.0,3.0,50.0,4.7,10.9,39.3,0.0,0.0,0.0,0.0,42
919r,35.60840428793767,-18.60140420008656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42
223r,339.98739242796256,-47.4794118198697,5000.0,0.0166666666666666,,5.19119711595525,9.619525452861131,16.483623631817487,161.35662367140856,161.43317672129098,20.375318516118583,23.665978267015,9.988362670667383,12.154634430960982,0.4569851240941916,-1.5622082892227476,-0.6153132913023871,-0.0917316793487122,0.3206562101840973,2.508925849554004,0.0421208843265614,0.0051416452453225,0.0010834236186348,0.0,0.0179378133694609,-0.0430202368673476,0.1808679237227817,0.1758462726822285,11.521724505902863,0.7857358295869857,320.1690757613204,320.0894802492924,0.3972940117395425,0.2116219059269281,0.0,0.0,0.27,0.3462954865095246,1.2136692,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2461.0,15.9,155.1,0.0,3.0,0.02173,0.0028399999719113,7.6,0.0,3.0,50.0,4.0,7.6,32.5,0.0,0.0,0.0,0.0,206
224r,339.9703799247942,-47.48567680869209,5000.0,0.0166666666666666,,2.530605868772676,4.785963658952492,8.072049912415364,94.2440398011465,94.30020766367592,10.19226200298281,10.808184386456166,5.035829888351596,5.295408250624856,0.476245848213058,-1.7005642883685912,-0.4240919995059293,-0.0918950463523067,0.4531320929527282,2.5187966387636926,0.0348856325558276,0.0668049988535981,0.0,0.0,0.0082678558670702,0.0180684534893239,0.2359212233785543,0.447884778257532,4.180842233802696,1.109607060641481,319.8521903203206,319.9614726588375,0.0560308331017885,0.0238547584840227,1.0,0.0,0.27,0.3462954865095246,1.2860498,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,887.0,17.8,49.8,0.0,3.0,0.02825,0.0027900000568479,10.1,0.0,3.0,50.0,4.1,10.1,47.3,0.0,0.0,0.0,0.0,206
225r,339.94157217526003,-47.4910955005955,5000.0,0.0166666666666666,,3.3544814012684334,6.68481927956369,12.3856245956937,63.94029588458068,64.14897637054001,16.165957228895678,19.25634267582996,6.719092414767989,8.76911025386895,0.4907157258659453,-1.7297890006892225,-0.3322133794859394,-0.081632102488516,0.2650025188922882,2.8364626212459894,0.1124821460575488,0.0342533404350899,0.0042918454935622,0.0,0.0927295215792258,0.1556289819436437,0.2296856134351554,0.1738932044443395,7.600765234811308,0.8028490898753823,319.9119397469827,320.07362944805413,0.4659377191443998,3.070070823532113,0.0,0.0,0.27,0.3462954865095246,1.2860498,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,970.0,17.8,54.4,0.0,3.0,0.03139,0.0026899999938905,11.7,0.0,3.0,50.0,4.7,11.7,32.9,0.0,0.0,0.0,0.0,206
226r,339.9346203324307,-47.5062009153249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,206
109r,15.554941851086584,-17.22200269643323,5000.0,0.0166666666666666,,3.914526323784235,10.824567494631092,23.712673258219468,401.6681077854114,401.4297771748228,30.917547372134003,32.270425356706326,11.240024485251912,11.685468964406938,0.6435739352157903,-2.0917282994154123,0.6752586908130427,0.01938796224489,0.2969833016395569,3.9115064961235335,0.0709606266040902,0.0221182375345475,0.0069204152249134,0.0361032123619686,0.0702404948576922,0.1087880751276274,0.3282893478028356,0.341792585534763,10.11276058827819,1.329254037589173,319.5012834036278,319.9388500570279,0.1861727443033305,3.074558682477773,1.0,0.0,0.27,0.3462954865095246,1.4478459,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,5117.0,22.6,226.6,0.0,3.0,0.02657,0.0018899999558925,14.0,0.0,3.0,50.0,5.3,14.0,36.7,0.0,0.0,0.0,0.0,23
110r,15.59405867740459,-17.18612167172051,5000.0,0.0166666666666666,,3.9598016768510655,7.859734848646202,13.330431304702593,145.7708256935267,145.51900251036326,16.70849779883946,17.819008191052465,8.294926579848973,8.88490040714944,0.4893047966824389,-1.6717219701286397,-0.37943793112278,-0.0749576051322664,0.3433500826358795,2.635853829882751,0.0627117297730406,0.0373260503162638,0.0,0.0,0.0742687064329456,-0.2433218257788937,0.2037360390088693,0.2170036860183958,7.985756623596294,0.990905842614562,319.84473884147206,319.3076020284164,0.1846716400161458,0.5186914973142996,2.0,0.0,0.27,0.3462954865095246,1.289986,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2175.0,17.9,121.3,0.0,3.0,0.01891,0.0020900000818073,9.1,0.0,3.0,50.0,4.3,9.1,38.8,0.0,0.0,0.0,0.0,23
111r,15.57637955351848,-17.19294101949224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23
112r,15.561122939079544,-17.20527685514456,5000.0,0.0166666666666666,,6.350063470838965,15.10850329054736,30.18505783038419,561.8172141370679,567.5044216106385,37.524861460470326,43.93588365063989,18.92358279583376,20.81334664628259,0.5632709175219158,-2.0581991288441115,0.2545230380224526,-0.0554514705626348,0.2773150205612182,3.38506973008793,0.0898309065399753,0.0044930951140999,0.0024461839530332,0.0064027502367111,0.0241550739302213,0.2789362448602393,0.6545636600253968,0.1847781620332012,15.773389817595968,1.346140907110727,319.87813387934773,320.17971285485294,0.1704408211481974,0.1082128964996841,0.0,0.0,0.27,0.3462954865095246,1.4110124,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,10346.0,21.4,482.3,0.0,3.0,0.01747,0.0020800000056624,8.4,0.0,3.0,50.0,4.4,8.4,25.0,0.0,0.0,0.0,0.0,23
472r,323.8353170709775,-49.9351576236963,5000.0,0.0166666666666666,,20.077347584288106,29.909696339879908,51.43925567574994,272.0252899122096,253.94289937995703,64.7916659331567,77.05870653566784,30.073353167404917,40.17865758133059,0.7567229866724114,-2.0766989453738125,1.224931153172489,0.1334946033987273,0.1798965632915496,2.0429416902953417,0.2147817287611917,0.1889840822883978,0.3377023901310717,0.0883350090436205,0.4477058702802862,0.3400641359454102,0.8221161472289565,0.094844498256577,39.35757376836124,0.2940914484650934,307.65035538872576,297.5409738427141,0.7786199180866226,1.0381083199999137,1.0,0.0,0.27,0.3462954865095246,1.2101073,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,4853.0,15.8,307.6,0.0,3.0,0.0206,0.0023000000510364,9.0,0.0,3.0,50.0,4.5,9.0,23.6,0.0,0.0,0.0,0.0,263
473r,323.8233233597705,-49.93405255270855,5000.0,0.0166666666666666,,2.8377503747420945,5.085852205763029,8.580856936333726,25.77699741451998,44.17761825972276,10.35892432611396,43.27287874068302,14.054924722080592,24.790489755628688,0.7474086337020883,-1.4211727534743637,0.7245454549830717,0.2153915346321308,0.1385723501443863,2.4027823579670398,-0.007350895677878,0.107236173034593,0.8862275449101796,0.5127177538957679,0.3133735860178717,0.1897510623770784,0.3305978016466978,0.1563327787747796,15.346253179119447,0.600217202638136,324.2676951581338,314.3757577939604,0.7260458840626298,2.2361331225477787,1.0,0.0,0.27,0.3462954865095246,1.2101073,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1091.0,15.8,69.2,0.0,3.0,0.016,0.0023199999704957,6.9,0.0,3.0,50.0,3.9,6.9,17.3,0.0,0.0,0.0,0.0,263
475r,323.8662399318283,-49.93284402662321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,263
476r,323.8759565434335,-49.93739308110987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,masking_sources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,263
494r,36.23041645080937,-27.266408885034565,5000.0,0.0166666666666666,,3.816236578034524,8.033656421227226,14.506726802029537,139.77107669287065,138.83735497383282,18.900076209770702,22.49999936012181,9.201793825581731,12.265851809268918,0.5648428915620551,-1.3197701489110871,-0.2494269735724437,0.0487464119477934,0.3573485314846039,2.899670712039783,0.0808644631939918,0.0581300017582712,0.0,0.0,0.2107192311309039,0.3435638726165476,0.92631443654155,0.3042118060892974,10.375893853521957,0.6566172445922454,319.7523646272428,319.67138152381415,0.4949937517808873,0.8452572894192354,0.0,0.0,0.27,0.3462954865095246,1.3069936,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1543.0,18.4,83.8,0.0,3.0,0.0252,0.0021699999924749,11.6,0.0,3.0,50.0,4.5,11.6,59.4,0.0,0.0,0.0,0.0,43
495r,36.20441260306348,-27.275341060238823,5000.0,0.0166666666666666,,6.526525258440548,13.28454929540164,20.817294221128787,68.7630821295686,68.68985600564999,28.097448570640093,29.124665208521968,13.30924334985836,13.969237344059607,0.5075295646196979,-1.5448282633888766,-0.3771626686040044,-0.039276859637553,0.1450532674789428,2.5187112861429792,0.2184531452016133,0.0243887353138933,0.0348837209302325,0.0649059498672219,0.1310505728879687,0.2456186086222598,0.5436540400906704,0.0524731352496245,11.850557192744702,0.4413775965351956,317.5619175850137,320.1733878522878,0.0736372544428672,0.5450956427179943,0.0,0.0,0.27,0.3462954865095246,1.3064394,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2167.0,18.4,117.8,0.0,3.0,0.01727,0.0021399999968707,8.1,0.0,3.0,50.0,4.3,8.1,22.6,0.0,0.0,0.0,0.0,43
496r,36.20891507097494,-27.288055360617573,5000.0,0.0166666666666666,,7.26021763795966,13.70318610141472,21.52760736112409,151.67879322558122,151.72965439238655,27.06861478395326,30.95285344384854,13.722606161729797,15.31985017100225,0.4358183475088666,-1.6832392075327458,-0.6362144090109174,-0.1295100858132737,0.2274595648050308,2.3602306207419472,0.0794303846827189,0.0096436629542687,0.0333745364647713,0.0486488938469979,0.0507884825031264,0.1007178904449404,0.146896321063377,0.0980404463206885,14.432827917815164,0.4156138907459087,320.0137246393757,319.336952183886,0.1749582477943706,0.8998081499126432,0.0,0.0,0.27,0.3462954865095246,1.2967265,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2890.0,18.1,159.5,0.0,3.0,0.03332,0.0021500000730156,15.5,0.0,3.0,50.0,5.8,15.5,40.7,0.0,0.0,0.0,0.0,43
497r,36.237860490715306,-27.29035039460706,5000.0,0.0166666666666666,,4.464285872829862,7.901079813864544,12.666153209092217,89.79870654603567,89.0188125367696,16.192494000903693,18.686772120538723,8.004721783425605,10.160212169678015,0.470752663495656,-1.3722608236762184,-0.6787975648888835,-0.0516991176302949,0.3178061246871948,2.264463699179515,0.595117820391107,0.056372946010437,0.4270833333333333,0.3130862613082638,0.2515463219669437,0.2287107612236803,0.3819849932431311,0.1366241584095352,10.029272260573183,0.3111205540469201,321.7747945231483,317.1629316807888,0.4304635727622243,1.765229493500727,1.0,0.0,0.27,0.3462954865095246,1.2110183,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1082.0,15.8,68.5,0.0,3.0,0.03636,0.0021800000686198,16.7,0.0,3.0,50.0,4.7,16.7,57.9,0.0,0.0,0.0,0.0,43
758r,206.84945696754409,-30.45226030712609,5000.0,0.0166666666666666,,17.37150511448578,34.64779920988918,91.75582946688722,53.64364273497068,38.19456112304742,74.04832188588344,52.79087496183958,34.748557479759825,44.60962004524215,0.5002814511992978,-1.0220032806017594,-0.7753585431064565,0.0262201806836602,0.077197641134262,3.613981085162672,0.5673309594251789,0.1830174319952448,0.3079684134960517,0.6307246125218208,0.2408160699459028,0.4151454449002572,1.7488923063448265,0.0128865340196123,14.041058843837776,0.5343156400297632,304.9392821068916,295.6041392090911,0.2852854701814801,1.3102744739949568,1.0,0.0,0.27,0.3462954865095246,1.8880779,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1965.0,38.4,51.2,0.0,3.0,0.00983,0.0015099999727681,6.5,0.0,3.0,50.0,4.1,6.5,11.1,0.0,0.0,0.0,0.0,145
759r,206.8474154415337,-30.41703401860942,5000.0,0.0166666666666666,,15.181836721903702,30.41713275097805,51.50479718985307,3240.416048555001,3277.8415234951312,64.74752948179913,80.5422039649913,31.98108150834828,38.48263756100943,0.6021670759287482,-1.5735857220059402,0.11122193119742,0.0504169898106349,0.4124273061752319,2.652616825204513,0.5880595134988071,0.0604022063644644,0.1525911708253358,0.2912581362361101,0.1957015528999734,0.633789434230696,0.4121376940270908,0.4481896940172807,33.666409395705244,0.5346644306399029,310.7091981571096,330.22689769719574,0.4901086421382148,2.604598756860189,0.0,0.0,0.27,0.3462954865095246,1.9042513,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,33859.0,39.1,866.7,0.0,3.0,0.02226,0.0028699999675154,7.8,0.0,3.0,50.0,4.0,7.8,36.2,0.0,0.0,0.0,0.0,145
344r,146.16135263739895,28.54759135937781,5000.0,0.0166666666666666,,4.447555157906989,9.67540374902712,18.17561854813928,48.674875796891925,45.64713695214246,21.967324384355432,34.660173283463564,10.492990142409328,15.76322233026174,0.5449042118256326,-1.6630236199868145,-0.1102487828122562,-0.0187051134707909,0.1826090216636657,3.0568392837034537,0.0338964374948378,-0.0542124273588305,0.5,0.0,0.0608612306498774,0.0433132090252066,0.2748375786097423,0.1722592126454135,13.61131507059902,0.5659394993720616,328.4177440352093,331.6217998504778,0.8705671280280853,0.8143464895460586,0.0,0.0,0.27,0.3462954865095246,1.6362567,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,773.0,28.8,26.8,0.0,3.0,0.03478,0.004749999847263,7.3,0.0,3.0,50.0,3.9,7.3,17.9,0.0,0.0,0.0,0.0,81
345r,146.12864005165477,28.540339697681688,5000.0,0.0166666666666666,,6.442797464330346,13.42462388131491,23.434296143262543,110.77703758970786,111.39908572855012,28.23768422098824,32.187454834300674,13.543060426748628,15.50496453986528,0.4828180191000982,-1.811650631826768,-0.314576917598564,-0.1008295989148235,0.1778009533882141,2.8038871739420976,0.0680491504872937,-0.0147032440707452,0.008130081300813,0.0209699006167607,0.0153144448753169,0.0926001310810779,0.3419744591566914,0.0786214275420076,12.265915327061366,0.6316694050493912,320.1149360571403,320.34970104473285,0.2444894556817153,2.316052368722469,1.0,0.0,0.27,0.3462954865095246,1.6362567,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,1989.0,28.8,69.0,0.0,3.0,0.03232,0.0044700000435113,7.2,0.0,3.0,50.0,4.3,7.2,15.1,0.0,0.0,0.0,0.0,81
346r,146.13831469764423,28.533977717358045,5000.0,0.0166666666666666,,7.17805754216268,14.88544602051533,27.10433201620903,109.35619234698488,106.05149007128476,36.052844360819975,46.55824781530266,14.900884750125138,21.325377815268773,0.4985142060087117,-1.4070932985498863,-0.5172390243618059,-0.0290569045498095,0.1684544086456298,2.8851588655610616,0.0451891593575862,-0.049598056845506,0.1121751025991792,0.1422038595703374,0.280419409114002,0.0965579725945958,0.652050308305257,0.0657776185201209,17.318554789676032,0.5130973640811265,325.2793459332611,317.40550042589985,0.5631732304404099,2.019614636557109,0.0,0.0,0.27,0.3462954865095246,1.6362567,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,2150.0,28.8,74.5,0.0,3.0,0.0318,0.0044900001958012,7.1,0.0,3.0,50.0,4.1,7.1,13.6,0.0,0.0,0.0,0.0,81
347r,146.1249695097567,28.53398254742381,5000.0,0.0166666666666666,,8.33894292680183,15.813683596345482,22.91158564879933,59.25452985538676,61.519908722408736,28.06255383853096,41.06496733886197,15.754398916443304,21.83865061747038,0.4708862030916811,-0.8062218052695471,-1.070401583644382,0.0271125101282972,0.1526328176259994,2.1947207255791703,0.3175803339074206,0.049157285847317,0.25,0.9858428353966864,0.3262680596569621,0.3204280430685142,0.2795200381104365,0.057681511733161,20.32334560267685,0.0911758527849203,323.4722964746625,309.0059860831761,0.7151132324952799,1.874081443466516,1.0,0.0,0.27,0.3462954865095246,1.6362567,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Edge-on,1318.0,28.8,45.7,0.0,3.0,0.03091,0.0043999999761581,7.0,0.0,3.0,50.0,4.1,7.0,13.6,0.0,0.0,0.0,0.0,81
831r,168.00217429044685,29.40591683265335,5000.0,0.0166666666666666,,7.0342654218021226,13.054628975557083,21.585346976016226,173.82634335252524,173.58115374087134,26.93885695026089,29.441596390350963,13.231306850699042,14.905581320104002,0.4414578703843194,-1.6622515098383257,-0.6228432452796593,-0.1210096681870511,0.2465698421001434,2.4347014138524417,0.0565224411960956,0.0246036785133106,0.0227765726681128,0.0039109870740195,0.0201092719265635,0.1024507764035626,0.2058922476478826,0.1204779760974844,14.266600549978046,0.5378259932340371,319.83728946396866,320.0022087663446,0.3140302351737293,0.3412163286613808,0.0,0.0,0.27,0.3462954865095246,1.4932036,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,2280.0,24.0,94.9,0.0,3.0,0.04518,0.005040000192821,9.0,0.0,3.0,50.0,4.2,9.0,22.6,0.0,0.0,0.0,0.0,98
832r,167.98249483152603,29.433070740316893,5000.0,0.0166666666666666,,3.93347066040977,8.218412407939708,14.27060527899644,50.63893092084031,51.02695790330138,18.71928295157692,20.852996926478543,8.209663105118974,9.75833935346496,0.5005106756453355,-1.7472867271839434,-0.2716024536171169,-0.074367286189686,0.1964900642633438,2.7983323935350235,0.0721794833818644,0.0455005934460353,0.0060698027314112,0.0084465305989914,0.0557651491755236,0.0662829972421512,0.4328845288741695,0.1142709234876126,7.714172509551252,0.6152017630088592,319.76382817575075,319.65253410721976,0.3938432629929391,2.842202968620553,1.0,0.0,0.27,0.3462954865095246,1.6994119,30.0,22.5,0.2,1.5,2.5,5.0,1.0,5.0,5.0,5.0,masking_sources,2.0,5.0,11.0,1.0,3.0,10.0,-0.5,0.5,0.2,5.0,0.5,10.0,0.0,0.0,10.0,Face-on,860.0,31.1,27.6,0.0,3.0,0.03103,0.0047800000756978,6.5,0.0,3.0,50.0,3.7,6.5,16.9,0.0,0.0,0.0,0.0,98
