Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
214,2,9239,351.9120683663076,-47.05100552668689,0.852475561602463,590.4728,0.0015,784.5530,0.0016,30.9031,0.0362,15.8149,0.0008,2.3293,0.0025,0.5576,0.0002,-44.6195,0.0196,590.4728,0.0015,784.5530,0.0016,32.7814,0.0231,15.2922,0.0005,2.6974,0.0015,0.5576,0.0002,-44.6195,0.0196,590.4728,0.0015,784.5530,0.0016,34.5736,0.0408,15.0711,0.0008,3.0486,0.0024,0.5576,0.0002,-44.6195,0.0196,590.4728,0.0015,784.5530,0.0016,36.5136,0.0704,14.9123,0.0012,3.4288,0.0041,0.5576,0.0002,-44.6195,0.0196
214,4,9648,351.9253353517234,-47.04079402117257,0.852475561602463,674.0055,0.0140,402.1883,0.0143,17.2602,0.0341,18.7143,0.0021,0.5358,0.0037,0.3413,0.0005,-44.6263,0.0522,674.0055,0.0140,402.1883,0.0143,17.1265,0.0233,18.3036,0.0016,0.6253,0.0020,0.3413,0.0005,-44.6263,0.0522,674.0055,0.0140,402.1883,0.0143,16.9990,0.0362,18.1399,0.0026,0.7106,0.0035,0.3413,0.0005,-44.6263,0.0522,674.0055,0.0140,402.1883,0.0143,16.8610,0.0602,18.0683,0.0039,0.8030,0.0064,0.3413,0.0005,-44.6263,0.0522
214,1,9118,351.9075465511025,-47.03074114673951,0.852475561602463,756.2018,0.0025,923.2269,0.0020,4.6434,0.0075,18.3379,0.0013,1.3377,0.0061,0.5507,0.0008,53.1887,0.0856,756.2018,0.0025,923.2269,0.0020,4.7527,0.0047,17.9566,0.0008,1.3946,0.0035,0.5507,0.0008,53.1887,0.0856,756.2018,0.0025,923.2269,0.0020,4.8569,0.0074,17.8029,0.0015,1.4489,0.0050,0.5507,0.0008,53.1887,0.0856,756.2018,0.0025,923.2269,0.0020,4.9698,0.0127,17.6768,0.0021,1.5077,0.0089,0.5507,0.0008,53.1887,0.0856
214,3,9372,351.9164013171111,-47.06861576056008,0.852475561602463,714.5418,0.0041,644.2917,0.0088,12.7065,0.0210,18.3470,0.0015,0.7176,0.0034,0.3424,0.0004,24.9809,0.0428,714.5418,0.0041,644.2917,0.0088,12.6633,0.0172,18.0453,0.0013,0.9312,0.0022,0.3424,0.0004,24.9809,0.0428,714.5418,0.0041,644.2917,0.0088,12.6220,0.0298,17.9511,0.0023,1.1350,0.0044,0.3424,0.0004,24.9809,0.0428,714.5418,0.0041,644.2917,0.0088,12.5774,0.0483,17.8936,0.0032,1.3555,0.0076,0.3424,0.0004,24.9809,0.0428
216,3,5886,352.5592353363334,-44.17708082952119,0.512510659360295,557.8096,0.0032,893.5936,0.0038,3.6915,0.0133,19.1611,0.0027,2.3710,0.0307,0.7085,0.0023,-33.6878,0.3333,557.8096,0.0032,893.5936,0.0038,3.5782,0.0086,18.9496,0.0020,2.1619,0.0158,0.7085,0.0023,-33.6878,0.3333,557.8096,0.0032,893.5936,0.0038,3.4702,0.0123,18.9447,0.0029,1.9624,0.0216,0.7085,0.0023,-33.6878,0.3333,557.8096,0.0032,893.5936,0.0038,3.3533,0.0206,18.9402,0.0056,1.7464,0.0408,0.7085,0.0023,-33.6878,0.3333
216,4,5975,352.5624399711665,-44.18879221959623,0.512510659360295,521.8680,0.0060,729.5339,0.0036,9.2820,0.0136,18.3961,0.0017,0.7452,0.0044,0.5372,0.0006,-60.9107,0.0735,521.8680,0.0060,729.5339,0.0036,8.1122,0.0077,18.0239,0.0013,0.6176,0.0019,0.5372,0.0006,-60.9107,0.0735,521.8680,0.0060,729.5339,0.0036,6.9961,0.0109,18.0173,0.0022,0.4959,0.0034,0.5372,0.0006,-60.9107,0.0735,521.8680,0.0060,729.5339,0.0036,5.7879,0.0194,20.8043,0.0349,0.3641,0.0067,0.5372,0.0006,-60.9107,0.0735
216,2,5139,352.534309029643,-44.20566659568149,0.512510659360295,852.8345,0.0023,623.8065,0.0025,*0.0499*,*0.0027*,18.1844,0.0085,*16.6331*,*0.2852*,0.6429,0.0024,-84.4999,0.2369,852.8345,0.0023,623.8065,0.0025,0.9721,0.0083,17.5114,0.0015,*17.7084*,*0.1719*,0.6429,0.0024,-84.4999,0.2369,852.8345,0.0023,623.8065,0.0025,1.8521,0.0179,17.2321,0.0059,*18.7343*,*0.2397*,0.6429,0.0024,-84.4999,0.2369,852.8345,0.0023,623.8065,0.0025,2.8046,0.0284,17.1445,0.0075,*19.8450*,*0.4156*,0.6429,0.0024,-84.4999,0.2369
216,1,4966,352.5292585886297,-44.19669522663937,0.512510659360295,802.6193,0.0035,500.8968,0.0029,13.0379,0.0089,17.3709,0.0007,0.6633,0.0013,0.7747,0.0003,72.7268,0.0771,802.6193,0.0035,500.8968,0.0029,12.2184,0.0053,16.8324,0.0005,0.8816,0.0007,0.7747,0.0003,72.7268,0.0771,802.6193,0.0035,500.8968,0.0029,11.4364,0.0077,16.5621,0.0006,1.0899,0.0012,0.7747,0.0003,72.7268,0.0771,802.6193,0.0035,500.8968,0.0029,10.5900,0.0134,16.4984,0.0012,1.3154,0.0022,0.7747,0.0003,72.7268,0.0771
217,1,2418,353.1657019024002,-13.22353896422622,0.498450664815206,785.9197,0.0001,481.5656,0.0001,12.2615,0.0006,18.7286,0.0000,0.6838,0.0002,0.3557,0.0001,-8.9727,0.0000,785.9197,0.0001,481.5656,0.0001,12.1952,0.0007,18.3835,0.0000,0.8101,0.0003,0.3557,0.0001,-8.9727,0.0000,785.9197,0.0001,481.5656,0.0001,12.1319,0.0011,18.2405,0.0000,0.9306,0.0005,0.3557,0.0001,-8.9727,0.0000,785.9197,0.0001,481.5656,0.0001,12.0633,0.0016,*39.3828*,*0.0001*,1.0611,0.0007,0.3557,0.0001,-8.9727,0.0000
217,2,2554,353.1700262078864,-13.22299825639078,0.498450664815206,586.8282,0.0006,954.9485,0.0015,12.8093,0.0469,18.2186,0.0008,1.6778,0.0081,0.4151,0.0008,-61.9507,0.0753,586.8282,0.0006,954.9485,0.0015,12.8272,0.0343,17.8447,0.0001,1.6434,0.0057,0.4151,0.0008,-61.9507,0.0753,586.8282,0.0006,954.9485,0.0015,12.8443,0.0614,17.7012,0.0010,1.6105,0.0101,0.4151,0.0008,-61.9507,0.0753,586.8282,0.0006,954.9485,0.0015,12.8628,0.1025,*42.8189*,*0.0053*,1.5750,0.0170,0.4151,0.0008,-61.9507,0.0753
217,3,2710,353.1762713627959,-13.20058914923666,0.498450664815206,657.1956,0.0059,802.4563,0.0077,9.7352,0.0201,17.8457,0.0017,1.0071,0.0041,0.7232,0.0009,-18.7358,0.1637,657.1956,0.0059,802.4563,0.0077,10.3972,0.0150,17.4392,0.0015,1.0759,0.0026,0.7232,0.0009,-18.7358,0.1637,657.1956,0.0059,802.4563,0.0077,11.0289,0.0226,17.2663,0.0017,1.1414,0.0036,0.7232,0.0009,-18.7358,0.1637,657.1956,0.0059,802.4563,0.0077,11.7127,0.0364,17.1178,0.0027,1.2124,0.0061,0.7232,0.0009,-18.7358,0.1637
217,4,2841,353.1807771273772,-13.18970844316028,0.498450664815206,735.6599,0.0068,494.8488,0.0083,10.3083,0.0227,18.2727,0.0019,0.9242,0.0040,0.8043,0.0011,35.6849,0.2926,735.6599,0.0068,494.8488,0.0083,10.4234,0.0161,17.8663,0.0017,0.9263,0.0025,0.8043,0.0011,35.6849,0.2926,735.6599,0.0068,494.8488,0.0083,10.5332,0.0220,17.6769,0.0021,0.9283,0.0035,0.8043,0.0011,35.6849,0.2926,735.6599,0.0068,494.8488,0.0083,10.6521,0.0353,17.5883,0.0032,0.9304,0.0059,0.8043,0.0011,35.6849,0.2926
218,4,3174,353.7836889444389,-47.97202348313323,0.536403517849014,781.6820,0.0014,854.7841,0.0015,3.0165,0.0203,18.5672,0.0028,5.2377,0.0419,0.8081,0.0017,45.9570,0.2938,781.6820,0.0014,854.7841,0.0015,4.2023,0.0194,17.9149,0.0019,6.1077,0.0288,0.8081,0.0017,45.9570,0.2938,781.6820,0.0014,854.7841,0.0015,5.3337,0.0369,17.3704,0.0026,6.9377,0.0364,0.8081,0.0017,45.9570,0.2938,781.6820,0.0014,854.7841,0.0015,6.5584,0.0596,17.2251,0.0035,7.8363,0.0581,0.8081,0.0017,45.9570,0.2938
218,3,2682,353.7668142169675,-47.97571665768125,0.536403517849014,492.7127,0.0034,722.9705,0.0039,17.8975,0.0347,17.4823,0.0016,1.4916,0.0037,0.8339,0.0006,39.7715,0.1767,492.7127,0.0034,722.9705,0.0039,16.6811,0.0187,17.0539,0.0010,1.6151,0.0019,0.8339,0.0006,39.7715,0.1767,492.7127,0.0034,722.9705,0.0039,15.5204,0.0287,16.9211,0.0016,1.7328,0.0033,0.8339,0.0006,39.7715,0.1767,492.7127,0.0034,722.9705,0.0039,14.2641,0.0524,16.8851,0.0030,1.8603,0.0061,0.8339,0.0006,39.7715,0.1767
218,2,2341,353.7522584157866,-47.96244468270751,0.536403517849014,651.1132,0.0028,669.4620,0.0025,5.3751,0.0073,19.0541,0.0011,0.0994,0.0028,0.3473,0.0005,48.2648,0.0434,651.1132,0.0028,669.4620,0.0025,5.2795,0.0044,18.6231,0.0008,0.1914,0.0018,0.3473,0.0005,48.2648,0.0434,651.1132,0.0028,669.4620,0.0025,5.1883,0.0054,18.4681,0.0012,0.2792,0.0023,0.3473,0.0005,48.2648,0.0434,651.1132,0.0028,669.4620,0.0025,5.0896,0.0093,18.3487,0.0018,0.3742,0.0037,0.3473,0.0005,48.2648,0.0434
218,1,2223,353.7478349448239,-47.98923615040648,0.536403517849014,837.3127,0.0050,483.1616,0.0033,9.1005,0.0221,18.4446,0.0019,1.3268,0.0052,0.5459,0.0006,85.4638,0.0774,837.3127,0.0050,483.1616,0.0033,9.3838,0.0138,17.8987,0.0011,1.5138,0.0031,0.5459,0.0006,85.4638,0.0774,837.3127,0.0050,483.1616,0.0033,9.6540,0.0231,17.6372,0.0019,1.6922,0.0050,0.5459,0.0006,85.4638,0.0774,837.3127,0.0050,483.1616,0.0033,9.9466,0.0401,17.4738,0.0030,1.8852,0.0087,0.5459,0.0006,85.4638,0.0774
219,4,354,354.9000903358491,-38.66600414549488,0.413781851925853,708.7151,0.0054,775.7281,0.0048,11.4058,0.0101,17.4684,0.0011,0.4840,0.0017,0.8715,0.0005,89.8844,0.1879,708.7151,0.0054,775.7281,0.0048,11.1406,0.0068,16.9921,0.0007,0.5967,0.0010,0.8715,0.0005,89.8844,0.1879,708.7151,0.0054,775.7281,0.0048,10.8876,0.0080,16.7188,0.0008,0.7043,0.0014,0.8715,0.0005,89.8844,0.1879,708.7151,0.0054,775.7281,0.0048,10.6137,0.0127,16.6243,0.0012,0.8207,0.0024,0.8715,0.0005,89.8844,0.1879
219,3,5656,354.884141158829,-38.66708450291387,0.413781851925853,522.5782,0.0022,739.5216,0.0027,17.1819,0.1018,17.7291,0.0040,2.5678,0.0162,0.6552,0.0006,33.1574,0.0925,522.5782,0.0022,739.5216,0.0027,17.3192,0.0585,16.7867,0.0021,3.3923,0.0089,0.6552,0.0006,33.1574,0.0925,522.5782,0.0022,739.5216,0.0027,17.4502,0.0724,16.4068,0.0023,4.1789,0.0124,0.6552,0.0006,33.1574,0.0925,522.5782,0.0022,739.5216,0.0027,17.5920,0.1286,16.1345,0.0038,5.0305,0.0225,0.6552,0.0006,33.1574,0.0925
219,2,5602,354.8820962678649,-38.66287818241952,0.413781851925853,695.1486,0.0014,722.4958,0.0014,2.5951,0.0063,17.8728,0.0013,2.3246,0.0176,0.9400,0.0014,54.4011,0.8702,695.1486,0.0014,722.4958,0.0014,2.7124,0.0040,17.6104,0.0009,2.3292,0.0102,0.9400,0.0014,54.4011,0.8702,695.1486,0.0014,722.4958,0.0014,2.8243,0.0049,17.3231,0.0010,2.3335,0.0122,0.9400,0.0014,54.4011,0.8702,695.1486,0.0014,722.4958,0.0014,2.9455,0.0081,17.3422,0.0016,2.3382,0.0215,0.9400,0.0014,54.4011,0.8702
219,1,5426,354.8725750680164,-38.68281662956218,0.413781851925853,817.7721,0.0058,508.6151,0.0039,17.2095,0.0254,17.4465,0.0015,0.8457,0.0025,0.6291,0.0003,82.2210,0.0546,817.7721,0.0058,508.6151,0.0039,16.7979,0.0159,16.6668,0.0007,1.0030,0.0015,0.6291,0.0003,82.2210,0.0546,817.7721,0.0058,508.6151,0.0039,16.4051,0.0167,16.3130,0.0008,1.1531,0.0017,0.6291,0.0003,82.2210,0.0546,817.7721,0.0058,508.6151,0.0039,15.9800,0.0273,16.1085,0.0013,1.3156,0.0029,0.6291,0.0003,82.2210,0.0546
220,3,2062,355.727855553157,-13.06004926017947,1.13669210131593,339.4718,0.0066,1122.3072,0.0065,6041.6736,18.8921,12.3091,0.0285,1.1337,0.0055,0.4348,0.0032,-58.6588,0.1020,339.4718,0.0066,1122.3072,0.0065,6155.5481,60.5308,*37.8321*,*0.3324*,3.8660,0.0292,0.4348,0.0032,-58.6588,0.1020,339.4718,0.0066,1122.3072,0.0065,6264.2004,104.5291,15.7806,0.0245,6.4730,0.0613,0.4348,0.0032,-58.6588,0.1020,339.4718,0.0066,1122.3072,0.0065,6381.8162,152.6706,*34.4823*,*0.4342*,9.2951,0.0961,0.4348,0.0032,-58.6588,0.1020
220,2,1818,355.7182125353003,-13.05557569186588,1.13669210131593,755.8157,0.0002,727.6252,0.0003,680.1406,19.9126,*38.0912*,*0.0183*,*19.7261*,*0.1597*,0.5649,0.0012,-52.5250,0.1300,755.8157,0.0002,727.6252,0.0003,456.9232,13.2481,15.2901,0.0013,*13.6064*,*0.1067*,0.5649,0.0012,-52.5250,0.1300,755.8157,0.0002,727.6252,0.0003,243.9423,6.8892,14.7752,0.0048,7.7674,0.0563,0.5649,0.0012,-52.5250,0.1300,755.8157,0.0002,727.6252,0.0003,13.3913,0.0530,16.3716,0.0106,1.4467,0.0097,0.5649,0.0012,-52.5250,0.1300
220,4,2226,355.7346021951265,-13.04849585604481,1.13669210131593,627.8505,0.0326,664.6259,0.0139,172.7657,9.0588,17.6172,0.0273,6.6457,0.1189,0.1160,0.0010,-82.1703,0.0791,627.8505,0.0326,664.6259,0.0139,126.5561,6.2122,17.5017,0.0272,6.2374,0.0987,0.1160,0.0010,-82.1703,0.0791,627.8505,0.0326,664.6259,0.0139,82.4657,3.6350,23.5487,2.0637,5.8479,0.1092,0.1160,0.0010,-82.1703,0.0791,627.8505,0.0326,664.6259,0.0139,34.7380,1.8598,17.6882,0.0279,5.4263,0.1460,0.1160,0.0010,-82.1703,0.0791
220,1,1692,355.7128902839247,-13.06855672425767,1.13669210131593,826.6604,0.0084,548.5866,0.0089,25847.0893,2958.6091,14.6292,0.0479,*20.0000*,*0.2890*,0.1906,0.0006,-42.9794,0.0516,826.6604,0.0084,548.5866,0.0089,17495.1979,1991.6871,14.1135,0.0498,*18.2141*,*0.2729*,0.1906,0.0006,-42.9794,0.0516,826.6604,0.0084,548.5866,0.0089,9526.3160,1069.3323,14.0141,0.0514,*16.5101*,*0.2639*,0.1906,0.0006,-42.9794,0.0516,826.6604,0.0084,548.5866,0.0089,900.0298,80.5687,15.2492,0.0388,*14.6656*,*0.2619*,0.1906,0.0006,-42.9794,0.0516
221,1,3050,355.8837987894348,-22.46819950940925,0.468882448400085,677.6964,0.0105,548.8194,0.0137,33.1724,0.0836,16.6968,0.0020,1.3712,0.0035,0.7336,0.0009,12.2037,0.1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.6964,0.0105,548.8194,0.0137,30.6407,0.0760,16.1250,0.0018,1.6240,0.0034,0.7336,0.0009,12.2037,0.1587,677.6964,0.0105,548.8194,0.0137,29.3026,0.1106,16.0630,0.0033,1.7575,0.0054,0.7336,0.0009,12.2037,0.1587
221,2,3355,355.9019894370497,-22.46397925408304,0.468882448400085,568.9043,0.0146,975.0526,0.0068,*0.0194*,*1.2716*,18.8096,13.5958,2.4135,9.2912,0.2172,0.5995,29.8057,28.8765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.9043,0.0146,975.0526,0.0068,*0.4505*,*0.6565*,18.8562,0.0107,0.9051,3.8686,0.2172,0.5995,29.8057,28.8765,568.9043,0.0146,975.0526,0.0068,0.6783,0.3398,18.6605,0.0305,0.1078,1.0584,0.2172,0.5995,29.8057,28.8765
221,3,3488,355.9096165021025,-22.45067658659039,0.468882448400085,581.2935,0.0125,732.8494,0.0106,11.1450,0.1013,18.3592,0.0070,1.4267,0.0176,0.7870,0.0030,-61.7527,0.5712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.2935,0.0125,732.8494,0.0106,10.6571,0.0719,17.5851,0.0043,1.8945,0.0139,0.7870,0.0030,-61.7527,0.5712,581.2935,0.0125,732.8494,0.0106,10.3992,0.1031,17.4580,0.0083,2.1417,0.0209,0.7870,0.0030,-61.7527,0.5712
221,4,3509,355.9105901437909,-22.43304460579268,0.468882448400085,909.1154,0.0299,492.0075,0.0147,19.7460,0.0475,18.1160,0.0025,0.6008,0.0039,0.4650,0.0008,78.8257,0.1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.1154,0.0299,492.0075,0.0147,18.8200,0.0422,17.6207,0.0023,0.6562,0.0035,0.4650,0.0008,78.8257,0.1037,909.1154,0.0299,492.0075,0.0147,18.3305,0.0656,17.5575,0.0057,0.6854,0.0060,0.4650,0.0008,78.8257,0.1037
223,1,2801,357.5073170890037,-47.1479227381393,1.17124817433344,667.0272,0.0008,430.6059,0.0009,46.3120,0.0691,15.1510,0.0009,3.3246,0.0034,0.6922,0.0001,-41.7880,0.0231,667.0272,0.0008,430.6059,0.0009,50.0284,0.0402,14.3542,0.0005,3.8814,0.0020,0.6922,0.0001,-41.7880,0.0231,667.0272,0.0008,430.6059,0.0009,53.5744,0.0555,14.0017,0.0006,4.4126,0.0024,0.6922,0.0001,-41.7880,0.0231,667.0272,0.0008,430.6059,0.0009,57.4129,0.0980,13.7638,0.0010,4.9877,0.0041,0.6922,0.0001,-41.7880,0.0231
223,3,3647,357.5307058824425,-47.1908624101798,1.17124817433344,787.7242,0.0009,697.0027,0.0008,10.5565,0.0042,16.0215,0.0004,1.0906,0.0010,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,10.1492,0.0025,15.5247,0.0003,1.3361,0.0006,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,9.7605,0.0034,15.3240,0.0003,1.5705,0.0008,0.8482,0.0002,49.1701,0.0536,787.7242,0.0009,697.0027,0.0008,9.3397,0.0058,15.2055,0.0005,1.8241,0.0014,0.8482,0.0002,49.1701,0.0536
223,4,4610,357.5591551925609,-47.17951822743905,1.17124817433344,401.1172,0.0019,585.9581,0.0027,14.6612,0.0168,17.1972,0.0010,1.1033,0.0021,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.9984,0.0105,16.5123,0.0006,1.3263,0.0013,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,13.3659,0.0123,16.1661,0.0007,1.5391,0.0016,0.6412,0.0003,27.9277,0.0442,401.1172,0.0019,585.9581,0.0027,12.6814,0.0206,16.0262,0.0012,1.7694,0.0028,0.6412,0.0003,27.9277,0.0442
223,2,3198,357.5177725993774,-47.17147447864551,1.17124817433344,885.6356,0.0132,1021.2577,0.0144,10.4462,0.0319,18.9000,0.0028,0.5323,0.0047,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.5866,0.0273,18.5925,0.0027,0.5735,0.0025,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.7206,0.0366,18.4735,0.0036,0.6129,0.0043,0.8098,0.0017,-24.0564,0.4684,885.6356,0.0132,1021.2577,0.0144,10.8657,0.0541,18.3881,0.0067,0.6554,0.0078,0.8098,0.0017,-24.0564,0.4684
224,1,4923,357.8025875200315,20.57623254962149,1.81803288110137,753.6765,0.0089,679.0527,0.0195,53.7899,0.0385,15.4250,0.0007,0.7542,0.0010,0.2275,0.0001,-24.8908,0.0116,753.6765,0.0089,679.0527,0.0195,52.3656,0.0375,14.9947,0.0008,0.8608,0.0010,0.2275,0.0001,-24.8908,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6765,0.0089,679.0527,0.0195,49.5355,0.0907,14.7047,0.0017,1.0725,0.0026,0.2275,0.0001,-24.8908,0.0116
224,4,6349,357.8615641601616,20.586124635675,1.81803288110137,319.5453,0.0009,792.2122,0.0008,22.3121,0.0181,14.0336,0.0003,4.9667,0.0028,0.8195,0.0001,-55.2304,0.0356,319.5453,0.0009,792.2122,0.0008,20.2657,0.0118,13.1289,0.0003,4.5187,0.0018,0.8195,0.0001,-55.2304,0.0356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.5453,0.0009,792.2122,0.0008,16.1994,0.0107,12.5260,0.0003,3.6286,0.0021,0.8195,0.0001,-55.2304,0.0356
224,3,5805,357.840413582652,20.57396363703894,1.81803288110137,591.4100,0.0365,625.0099,0.0313,31.0091,0.0614,16.4815,0.0018,0.6959,0.0025,0.8128,0.0010,-86.2219,0.3148,591.4100,0.0365,625.0099,0.0313,31.2139,0.0650,16.1287,0.0023,0.7189,0.0026,0.8128,0.0010,-86.2219,0.3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.4100,0.0365,625.0099,0.0313,31.6210,0.1643,15.8861,0.0054,0.7646,0.0071,0.8128,0.0010,-86.2219,0.3148
224,2,5534,357.8276669537565,20.57793421512811,1.81803288110137,1076.3683,0.0160,655.9797,0.0076,12.9690,0.0290,17.6139,0.0020,0.8453,0.0048,0.3927,0.0006,-84.9631,0.0751,1076.3683,0.0160,655.9797,0.0076,12.9238,0.0278,17.1615,0.0023,0.8988,0.0040,0.3927,0.0006,-84.9631,0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.3683,0.0160,655.9797,0.0076,12.8339,0.0684,16.8737,0.0046,1.0051,0.0115,0.3927,0.0006,-84.9631,0.0751
225,2,8207,358.7611331329655,-50.04657063090571,0.585923698602442,611.0757,0.0042,474.4824,0.0049,5.5657,0.0984,19.1019,0.0070,6.8577,0.0880,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,15.5101,0.3087,18.2161,0.0085,7.1621,0.0762,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,24.9984,0.5565,17.8582,0.0095,7.4526,0.0732,0.5937,0.0024,-7.8069,0.2245,611.0757,0.0042,474.4824,0.0049,35.2694,0.8294,17.2103,0.0099,7.7670,0.0803,0.5937,0.0024,-7.8069,0.2245
225,4,8690,358.7784323040493,-50.06328720799898,0.585923698602442,752.1999,0.0019,911.6914,0.0023,11.2019,0.0052,16.9596,0.0005,0.6292,0.0009,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,11.0993,0.0034,16.2691,0.0003,0.7746,0.0005,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,11.0013,0.0049,15.9917,0.0005,0.9133,0.0008,0.8343,0.0002,32.4545,0.0779,752.1999,0.0019,911.6914,0.0023,10.8953,0.0082,15.7585,0.0007,1.0634,0.0014,0.8343,0.0002,32.4545,0.0779
225,1,8139,358.7587611362761,-50.06413232765851,0.585923698602442,599.7418,0.0022,681.3930,0.0038,8.1468,0.0061,17.8861,0.0007,0.5782,0.0021,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.3930,0.0038,8.0483,0.0038,17.4337,0.0005,0.6389,0.0012,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.3930,0.0038,7.9543,0.0051,17.2437,0.0007,0.6968,0.0017,0.4910,0.0003,6.7406,0.0356,599.7418,0.0022,681.3930,0.0038,7.8525,0.0086,17.1194,0.0011,0.7595,0.0029,0.4910,0.0003,6.7406,0.0356
225,3,8642,358.7770932882717,-50.07830642707249,0.585923698602442,773.1563,0.0040,669.6957,0.0055,14.5658,0.0134,17.6397,0.0008,0.7932,0.0022,0.2374,0.0002,-35.7824,0.0166,773.1563,0.0040,669.6957,0.0055,14.7303,0.0110,17.3540,0.0008,0.9078,0.0012,0.2374,0.0002,-35.7824,0.0166,773.1563,0.0040,669.6957,0.0055,14.8872,0.0188,17.2721,0.0013,1.0171,0.0023,0.2374,0.0002,-35.7824,0.0166,773.1563,0.0040,669.6957,0.0055,15.0570,0.0305,17.1753,0.0018,1.1354,0.0041,0.2374,0.0002,-35.7824,0.0166
226,1,1972,359.8377379049973,-20.38822830346138,0.723729372507253,708.3377,0.0039,775.0625,0.0071,5.8577,0.0197,17.5625,0.0019,1.4454,0.0145,0.3101,0.0011,-23.7711,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.3377,0.0039,775.0625,0.0071,7.2166,0.0258,17.3007,0.0022,1.6805,0.0108,0.3101,0.0011,-23.7711,0.0846,708.3377,0.0039,775.0625,0.0071,7.9349,0.0405,17.1753,0.0036,1.8048,0.0169,0.3101,0.0011,-23.7711,0.0846
226,3,2549,359.8671598672918,-20.39517513855731,0.723729372507253,968.3053,0.0210,754.3389,0.0053,21.3087,0.0341,17.6319,0.0015,0.5568,0.0036,0.1823,0.0004,-78.0154,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.3053,0.0210,754.3389,0.0053,17.9148,0.0354,16.9963,0.0018,0.8122,0.0041,0.1823,0.0004,-78.0154,0.0291,968.3053,0.0210,754.3389,0.0053,16.1209,0.0544,16.8833,0.0033,0.9472,0.0068,0.1823,0.0004,-78.0154,0.0291
226,4,2675,359.8746939768702,-20.40236956349105,0.723729372507253,586.4376,0.0024,656.0441,0.0021,3.3832,0.0049,16.8870,0.0007,1.9613,0.0077,0.8700,0.0008,-50.3571,0.3367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.4376,0.0024,656.0441,0.0021,4.3248,0.0061,16.4579,0.0009,1.6423,0.0045,0.8700,0.0008,-50.3571,0.3367,586.4376,0.0024,656.0441,0.0021,4.8224,0.0090,16.2970,0.0017,1.4737,0.0073,0.8700,0.0008,-50.3571,0.3367
